FID,id,knoopid,volgnr,nodeid,geoid,netwerkid,netwerk,nettype,beschr,startdate,stopdate,geom,codetype
knoop_full_export.fid--411cfba4_14a465d1f9e_-58f2,127006343,6343,30,6316,27769507,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (3.069303951782577 50.98194118293955),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58f1,127006344,6344,32,6317,27770043,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (3.0412435586711903 50.97416596689709),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58f0,127006350,6350,33,6323,27770576,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (3.035915172541993 50.968437016219795),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ef,123006856,6856,1,6829,27769984,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7627566800738306 50.77182206739216),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ee,123006865,6865,10,6838,27770193,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7829029326069974 50.76583613167459),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ed,123006859,6859,4,6832,27770639,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.777419455146794 50.764702147297115),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ec,123006860,6860,5,6833,27770475,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7770691168486863 50.767594234845006),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58eb,123006861,6861,6,6834,27769247,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7827656035401827 50.7665442778297),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ea,123006862,6862,7,6835,27769698,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7918432831177795 50.770355119792804),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e9,123006863,6863,8,6836,27770143,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7900455845108705 50.774235160045535),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e8,123006864,6864,9,6837,27769167,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.795691371474609 50.77347973083412),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e7,123006858,6858,3,6831,27770195,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7691880144177445 50.76462885684663),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e6,123006857,6857,2,6830,27770177,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7654796744107246 50.76649477417557),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e5,123006875,6875,20,6848,27769497,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.789305845893255 50.757617337920244),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e4,123006874,6874,19,6847,27769145,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7762288065377803 50.75330851490357),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e3,123006873,6873,18,6846,27769561,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7762859689333106 50.75361699539967),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e2,123006872,6872,17,6845,27769477,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7751463585421248 50.75810915485724),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e1,123006871,6871,16,6844,27770627,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7646910966377076 50.75570626108284),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58e0,123006870,6870,15,6843,27770599,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.763120084438372 50.75756504472898),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58df,123006869,6869,14,6842,27769244,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7720081190421264 50.76039633532023),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58de,123006868,6868,13,6841,27770660,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7768241672639564 50.761527311959966),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58dd,123006867,6867,12,6840,27769283,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7788294126888546 50.761586597124186),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58dc,123006866,6866,11,6839,27769201,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.782450698379401 50.76159148023024),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58db,123006885,6885,30,6858,27770749,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.826844916980805 50.75176518513164),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58da,123006884,6884,29,6857,27769166,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.8401610741550334 50.758293886948515),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d9,123006883,6883,28,6856,27769744,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.840441748733995 50.75995204051345),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d8,123006882,6882,27,6855,27769798,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.829042270478515 50.7665224761248),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d7,123006881,6881,26,6854,27770440,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.827651468820585 50.76313434154704),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d6,123006880,6880,25,6853,27769405,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.8213985231291967 50.76049878088111),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d5,123006879,6879,24,6852,27769565,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.8204673245526948 50.76204157859317),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d4,123006878,6878,23,6851,27769747,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.803702130006753 50.765669931169064),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d3,123006877,6877,22,6850,27769790,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.805605196260426 50.758595296408856),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d2,123006876,6876,21,6849,27769999,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.801161886779721 50.75845311282781),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d1,123006894,6894,39,6867,27769255,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.8115959078940165 50.741511870552436),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58d0,123006895,6895,40,6868,27770061,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.8126680103971604 50.7388371712485),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58cf,123006893,6893,38,6866,27769496,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.8221662669805014 50.74687401190236),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ce,123006892,6892,37,6865,27770037,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.815424795097541 50.745402231539636),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58cd,200007013,7013,13,6990,27770546,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3243566989977076 51.3568307027355),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58cc,200007014,7014,14,6991,27770412,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.324824044939259 51.356226748945275),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58cb,200007015,7015,9,6986,27769391,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3324303567379676 51.358313078694806),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ca,200007016,7016,10,6985,27770600,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.332830219614636 51.361904294895226),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c9,200007017,7017,11,6984,27770820,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3320903737372958 51.3618859770645),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c8,200007018,7018,8,6987,27770027,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3377447281755592 51.36058475467457),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c7,200007019,7019,7,6988,27770612,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.341245896511235 51.36073418043114),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c6,200007020,7020,6,6989,27769300,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3442878810453105 51.35794569217598),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c5,200007022,7022,1,6993,27770229,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3544517510062275 51.357138419642276),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c4,200007023,7023,3,6994,27769303,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3589255774168523 51.336295544037576),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c3,200007024,7024,2,6996,27769597,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.315625744324632 51.344061060351),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c2,200007025,7025,18,6995,27770790,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3135337275926764 51.33946400599834),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c1,200007027,7027,16,6998,27770607,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3286050369935984 51.3496773125919),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58c0,200007026,7026,5,6997,27770417,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.327448785433671 51.3487595148705),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58bf,200007028,7028,4,6999,27769730,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.315021151424415 51.35389448425209),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58be,201007020,7020,6,6989,27769300,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3442878810453105 51.35794569217598),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58bd,201007019,7019,7,6988,27770612,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.341245896511235 51.36073418043114),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58bc,201007018,7018,8,6987,27770027,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3377447281755592 51.36058475467457),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58bb,201007015,7015,9,6986,27769391,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3324303567379676 51.358313078694806),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ba,201007017,7017,11,6984,27770820,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3320903737372958 51.3618859770645),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b9,201007013,7013,13,6990,27770546,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3243566989977076 51.3568307027355),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b8,201007014,7014,14,6991,27770412,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.324824044939259 51.356226748945275),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b7,201007012,7012,12,6983,27770775,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3231368376587938 51.360174522059246),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b6,201007021,7021,15,6992,27770485,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3292980801532885 51.35151506466026),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b5,201007027,7027,16,6998,27770607,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3286050369935984 51.3496773125919),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b4,201007026,7026,5,6997,27770417,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.327448785433671 51.3487595148705),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b3,201007024,7024,2,6996,27769597,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.315625744324632 51.344061060351),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b2,201007011,7011,17,6982,27770234,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.314050074547938 51.34624732723248),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b1,201007008,7008,20,6979,27769377,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.304926304377629 51.347065343374425),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58b0,201007009,7009,19,6978,27770328,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.295185789626857 51.342239872370364),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58af,201007010,7010,24,6977,27769990,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.287998609693385 51.344498833266435),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ae,201007005,7005,23,6976,27769337,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.2896050576866154 51.35354610197898),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ad,201007007,7007,22,6981,27770776,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.303073759681656 51.35614526102492),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ac,201007006,7006,21,6980,27770325,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (3.3049159148794525 51.354684462417886),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58ab,201007079,7079,77,7050,27770391,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7429677270781694 51.148246417565595),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58aa,201005954,5954,6,5923,27769430,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7264009618858935 51.15186642354388),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a9,201005953,5953,85,5922,27770084,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7252963111037456 51.151153172360665),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a8,201005927,5927,75,5895,27769801,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.710271617159059 51.146664175359724),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a7,201005950,5950,84,5919,27769667,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7331526072650645 51.146344792679095),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a6,201005952,5952,83,5921,27770798,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.729453997722074 51.1448038961173),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a5,201005951,5951,82,5920,27770678,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.725596474456803 51.14315324165721),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a4,201005929,5929,77,5897,27770780,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7179126219690084 51.13989317287059),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a3,201005931,5931,78,5899,27769586,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7112194389256734 51.13706375744856),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a2,201005934,5934,81,5903,27770490,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.714179280122374 51.13383533027471),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a1,201005948,5948,86,5917,27769652,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.742384242039673 51.13758797313843),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-58a0,201005955,5955,3,5924,27769519,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7509070730996092 51.13990632665924),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-589f,201005946,5946,88,5915,27770394,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7522522751754743 51.13410735085708),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-589e,201005945,5945,98,5914,27770722,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7553368495533266 51.13372425735581),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-589d,201005943,5943,1,5912,27770404,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.754515948520926 51.13592580812692),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-589c,201005933,5933,80,5902,27769546,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.710009845616264 51.13189770032968),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-589b,201005930,5930,79,5898,27769564,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7051642022530293 51.13551426417029),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-589a,201005932,5932,70,5900,27770583,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.7031173080551305 51.134643648886026),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5899,201005925,5925,71,5890,27770155,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6997372229611787 51.135396171739615),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5898,201005924,5924,73,5889,27770034,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.693245722257719 51.14042091661692),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5897,201005926,5926,72,5891,27769970,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6953055128412604 51.13904833166051),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5896,201005923,5923,74,5888,27769211,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.688977559589269 51.13877186373211),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5895,201005918,5918,66,5883,27770795,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6842468512231807 51.13712906460367),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5894,201005919,5919,67,5884,27770791,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6866673747774357 51.129454866683716),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5893,201005920,5920,68,5885,27769845,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6940589774211663 51.13028067455171),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5892,201005921,5921,69,5886,27770007,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6957726056813875 51.12958386989508),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5891,201005909,5909,65,5874,27770794,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6713007012021217 51.13281653150363),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5890,201005916,5916,63,5881,27770416,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.680218380316847 51.1226568506994),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-588f,201005915,5915,61,5880,27770439,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6771729451514394 51.11985808939533),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-588e,201005907,5907,60,5872,27769844,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6606277246264267 51.12107064862919),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-588d,201005906,5906,59,5871,27769843,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.65925823477608 51.12085514310237),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-588c,201005911,5911,53,5876,27770625,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.659709875755931 51.115520750575634),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-588b,201005912,5912,54,5877,27770164,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6535515348222396 51.115702722620014),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-588a,201005905,5905,55,5870,27770518,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6470538328041773 51.11299901888758),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5889,201005903,5903,50,5868,27770231,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.644616240635221 51.11148324318152),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5888,201005892,5892,49,5855,27770203,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6421554213984106 51.111331413479924),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5887,201005904,5904,56,5869,27769321,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.643676129260205 51.12549508363331),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5886,201005908,5908,57,5873,27769866,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6563170628684287 51.129382973291975),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5885,201005910,5910,58,5875,27770680,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.659669995419436 51.12433372947252),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5884,201005888,5888,47,5851,27769182,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6332498821299652 51.1206751018273),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5883,201005887,5887,46,5850,27769402,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.620777939719878 51.115625808380486),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5882,201005884,5884,31,5847,27769860,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6115605688507264 51.11194577112382),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5881,201005883,5883,25,5846,27769417,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.607932318946102 51.11046089162076),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5880,201005878,5878,26,5841,27769535,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.605821201640583 51.10786094536325),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-587f,201005880,5880,27,5843,27770575,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6074793097043933 51.10596649868791),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-587e,201005879,5879,28,5842,27770615,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6156899400036755 51.09783047545971),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-587d,201005900,5900,34,5864,27769903,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.622699020224858 51.103959128604714),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-587c,201005899,5899,36,5862,27769353,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.628500831241479 51.105286414866356),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-587b,201005897,5897,37,5860,27770524,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.629235814311239 51.10688680790598),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-587a,201005891,5891,43,5854,27770692,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6294366175212867 51.10846629199838),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5879,201005894,5894,42,5857,27769253,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6335854642449 51.10866857733607),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5878,201005893,5893,41,5856,27769666,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.635758326756583 51.10931548769),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5877,201005889,5889,48,5852,27769265,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6349403943018617 51.113750650203905),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5876,201005877,5877,24,5840,27769221,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.5980102425747362 51.10635047030804),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5875,201005881,5881,29,5844,27769695,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.612033238840335 51.09581115303648),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5874,201005874,5874,21,5837,27770238,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6129113294820323 51.09324627310343),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5873,201005872,5872,20,5835,27770420,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6057433198473454 51.0874531564206),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5872,201005873,5873,12,5836,27769492,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.600862418915916 51.08588740145604),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5871,201005871,5871,19,5834,27769655,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.6013690170229853 51.0903491469358),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5870,201005869,5869,18,5832,27770372,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.5964717872665557 51.09143419625246),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-586f,201005865,5865,14,5828,27769595,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.5909676102613397 51.09084523249312),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-586e,201005868,5868,17,5831,27770275,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.577352084175463 51.09983195843669),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-586d,201005867,5867,16,5830,27770162,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.572008033117832 51.09806951194845),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-586c,201005864,5864,2,5827,27769428,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.56553019100101 51.09583372921222),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-586b,201005854,5854,1,5814,27769158,201,Kustwandelroute,WANDEL,Wandelen,,,POINT (2.5653795733865117 51.09310676152396),NETWERK
