FID,id,knoopid,volgnr,nodeid,geoid,netwerkid,netwerk,nettype,beschr,startdate,stopdate,geom,codetype
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b28,127006252,6252,32,6225,27770361,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7356349836816403 51.04007152492715),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b27,127006257,6257,16,6230,27770141,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7250235246279453 51.0443309070394),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b26,127006253,6253,31,6226,27769374,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.735661363062881 51.030784712251524),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b25,127006254,6254,30,6227,27769320,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7204328747680226 51.020431076071574),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b24,127006255,6255,44,6228,27769174,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7279143518753144 51.0154605222084),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b23,127006256,6256,43,6229,27769825,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7071157503427643 51.012535622265936),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b22,127006259,6259,2,6232,27770723,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.84239115831009 51.04657817536987),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b21,127006263,6263,48,6236,27770076,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.844491402170547 51.032839710989016),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b20,127006262,6262,49,6235,27769780,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8542714531744533 51.030336537967784),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b1f,127006261,6261,75,6234,27769288,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8552192754819776 51.03333164969294),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b1e,127006260,6260,74,6233,27770699,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.854289286308699 51.033447651698545),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b1d,127006264,6264,47,6237,27770601,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.792930258555917 51.02944215725216),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b1c,127006265,6265,23,6238,27769664,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7708211818162556 51.033036381109426),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b1b,127006266,6266,46,6239,27770052,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.766163462271613 51.03283299492122),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b1a,127006267,6267,34,6240,27769511,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7663286166942473 51.04451692970445),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b19,127006268,6268,35,6241,27770571,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.797415149442183 51.076217393761006),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b18,127006269,6269,38,6242,27770548,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8081727807007315 51.06509112794379),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b17,127006271,6271,4,6244,27770201,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8256864384822418 51.04815535287635),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b16,127006270,6270,3,6243,27769734,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.824690633726251 51.04806713319627),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b15,127006287,6287,9,6260,27769226,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8995291983949167 51.083218851527896),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b14,127006288,6288,25,6261,27769429,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.896469999298698 51.097717107647),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b13,127006289,6289,53,6262,27770530,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9208200617840263 51.106169408233846),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b12,127006290,6290,52,6263,27770670,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.913316258767616 51.11547404238599),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b11,127006292,6292,12,6265,27770139,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9269656310215733 51.07393375377951),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b10,127006291,6291,22,6264,27769269,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8723111182122123 51.13572049988605),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b0f,127006293,6293,40,6266,27769224,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6196711261428334 50.98396054834886),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b0e,127006294,6294,41,6267,27770220,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.657656189450944 50.99667067710545),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b0d,127006295,6295,42,6268,27770469,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.669278176550167 50.99464852954132),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b0c,127006296,6296,53,6269,27770039,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.684122507757048 50.98107491036268),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b0b,127006297,6297,75,6270,27770054,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.680156417487224 50.96614797714101),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b0a,127006298,6298,76,6271,27769250,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7296718147968115 50.97065239224613),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b09,127006299,6299,55,6272,27769270,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7373508075786366 50.97190850181493),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b08,127006300,6300,59,6273,27769989,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7354372438609564 50.957259072909544),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b07,127006301,6301,60,6274,27770631,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.721808125098428 50.94968885778123),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b06,127006302,6302,61,6275,27769509,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.713259653670124 50.947197850003285),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b05,127006303,6303,62,6276,27769339,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.673050494773502 50.93974911744445),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b04,127006304,6304,77,6277,27769760,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6619265089320017 50.94998566981511),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b03,127006305,6305,54,6278,27769517,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6335486230820786 50.94561315568059),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b02,127006306,6306,5,6279,27769937,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8235315294500127 50.95964299993619),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b01,127006307,6307,22,6280,27769268,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8062620841058847 50.981386541056374),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5b00,127006308,6308,58,6281,27770165,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8059382443982472 50.98176321142338),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aff,127006309,6309,56,6282,27770682,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.74152907024885 50.98022888263473),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5afe,127006310,6310,24,6283,27769638,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.774920117283756 51.0003182361764),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5afd,127006311,6311,57,6284,27770058,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8101341360547827 50.991746878044935),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5afc,127006312,6312,51,6285,27770555,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.812799145877891 51.0090666446542),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5afb,127006313,6313,50,6286,27770331,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.854038507172109 51.02888580584255),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5afa,127006314,6314,21,6287,27769241,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.837460489595835 50.990359588846424),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af9,127006315,6315,56,6288,27770505,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.847445625060718 50.968875929033686),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af8,127006316,6316,63,6289,27770085,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8377575721837145 50.96372787545856),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af7,127006317,6317,1,6290,27770006,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9551165396024524 50.973117941014706),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af6,127006318,6318,53,6291,27769567,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9085597193728314 50.954498809477556),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af5,127006319,6319,54,6292,27769648,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9070837592112615 50.953926144834334),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af4,127006320,6320,55,6293,27770574,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9020250467670965 50.97409945381699),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af3,127006321,6321,19,6294,27770406,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.888381269273721 50.99832019222882),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af2,127006322,6322,20,6295,27769435,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.856603564468123 50.99832544593405),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af1,127006323,6323,60,6296,27770066,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.886006227741212 51.01194065187001),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5af0,127006331,6331,61,6304,27769187,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8977452109122086 51.002671384760745),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aef,127006324,6324,17,6297,27770734,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9259499333438894 51.01242417046868),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aee,127006325,6325,15,6298,27770787,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.943897250016705 51.00231665236024),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aed,127006326,6326,16,6299,27770786,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.959922210316607 51.008571762483086),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aec,127006327,6327,47,6300,27770226,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.973657183712292 50.996069285453835),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aeb,127006328,6328,49,6301,27769482,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.951193857783033 50.989316649184765),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aea,127006329,6329,10,6302,27769623,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.934190883584745 50.99275999371597),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae9,127006330,6330,62,6303,27770611,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.893806833331181 51.00081581674576),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae8,125006332,6332,46,6305,27769850,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.3251652390125086 50.9998266112078),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae7,125006333,6333,47,6306,27769865,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.327074333402961 51.000275538487166),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae6,125006334,6334,45,6307,27769665,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.357061635646036 51.01844934344735),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae5,125006335,6335,38,6308,27769146,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.370080748128259 51.02872082008492),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae4,125006336,6336,48,6309,27770097,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.4127908168915577 51.01733739345135),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae3,125006337,6337,49,6310,27769972,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.417699852838876 51.01915432219749),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae2,126006341,6341,11,6314,27770468,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.336050662285839 50.96166356460823),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae1,126006342,6342,12,6315,27770222,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.309376152645712 50.96803612981289),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ae0,187006768,6768,35,6741,27770727,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3220045470118125 50.77787706956457),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5adf,187006771,6771,38,6744,27769650,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.2905285584903115 50.781287550242006),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ade,187006770,6770,37,6743,27770743,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.2907133359766605 50.78113980298291),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5add,127006346,6346,45,6319,27769956,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (3.0323123276265957 51.01771530312166),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5adc,126006348,6348,37,6321,27769326,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.0917862877374382 50.930377357553596),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5adb,187006773,6773,40,6746,27769512,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.293502521392783 50.77366304510654),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ada,126006351,6351,77,6324,27769199,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.127052622778274 50.94456241533847),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad9,126006352,6352,76,6325,27769399,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.1393685436300633 50.924464275341315),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad8,126006353,6353,40,6326,27770387,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.1563489862718694 50.93208845581363),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad7,126006354,6354,66,6327,27770507,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.1602322698967265 50.94101551555913),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad6,126006355,6355,78,6328,27769416,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.132906620089642 50.944050714171304),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad5,126006356,6356,39,6329,27770018,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.132773934891256 50.92092887252392),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad4,126006357,6357,38,6330,27770236,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.105151046430733 50.91422003539715),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad3,126006358,6358,26,6331,27770212,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.14886149962365 50.94945284762259),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad2,126006359,6359,25,6332,27769370,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.164434395258674 50.94596672813767),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad1,126006360,6360,24,6333,27770649,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2191814511681 50.95879377898373),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ad0,126006361,6361,13,6334,27769276,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3255517660463987 50.94026191543986),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5acf,126006362,6362,18,6335,27770291,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2848465171818106 50.91820581249063),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ace,126006363,6363,19,6336,27769680,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.280958410220047 50.920894629155356),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5acd,126006364,6364,22,6337,27770647,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2372794160869085 50.934683845481516),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5acc,126006366,6366,1,6339,27770082,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.4057965636617484 50.981499555240156),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5acb,126006367,6367,2,6340,27769470,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.428309859055821 50.96847069481408),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aca,126006368,6368,3,6341,27770157,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.4188362080431873 50.963385254725296),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac9,126006370,6370,4,6343,27769420,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.399026123709935 50.95974378170647),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac8,126006371,6371,10,6344,27770630,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3647488342380645 50.94726475516355),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac7,126006373,6373,45,6346,27770621,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.0960203492123886 50.906144438715195),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac6,126006374,6374,46,6347,27770330,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.107683072899759 50.89207062670588),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac5,126006375,6375,47,6348,27770553,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.079517896327703 50.877783773991474),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac4,126006379,6379,12,6352,27770176,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.214693136007644 50.92129535855377),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac3,126006380,6380,15,6353,27770378,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2042410158396453 50.90815499481715),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac2,126006381,6381,41,6354,27770069,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.173280580141448 50.90230923920519),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac1,126006382,6382,43,6355,27770824,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.1281326557615383 50.889557921799295),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ac0,126006383,6383,44,6356,27769422,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.125990552418038 50.889709723046415),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5abf,126006384,6384,13,6357,27769855,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2161397326477537 50.92090985067388),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5abe,126006385,6385,21,6358,27770582,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.23852411675794 50.927674213923254),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5abd,126006386,6386,26,6359,27770290,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2578760027536973 50.89359902436319),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5abc,126006387,6387,25,6360,27769951,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2539343436215313 50.91666404575077),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5abb,126006388,6388,20,6361,27770152,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2533941452400867 50.918115570769416),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aba,126006389,6389,27,6362,27769510,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.247698373042183 50.871223305672906),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab9,126006390,6390,14,6363,27769742,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2239245246112174 50.871627529428615),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab8,126006391,6391,17,6364,27770009,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.286930222595698 50.912110202295224),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab7,126006392,6392,32,6365,27770245,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.288167789543461 50.91189711200894),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab6,126006393,6393,15,6366,27770324,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3212927915983443 50.90724057219875),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab5,126006394,6394,16,6367,27769501,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.336204120242606 50.890328143015935),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab4,126006396,6396,40,6369,27769626,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3110880124505373 50.87564094614388),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab3,126006397,6397,39,6370,27770250,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.306207845227915 50.878245604136296),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab2,126006398,6398,41,6371,27769217,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.319115480701445 50.87106620009783),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab1,126006395,6395,53,6368,27770785,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3424541292643353 50.88980882863092),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5ab0,126006399,6399,35,6372,27770579,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.291375128124548 50.84778495637473),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aaf,126006400,6400,43,6373,27769238,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3012622722770617 50.851776254162445),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aae,126006401,6401,34,6374,27770403,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.288909064067867 50.86015800579221),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aad,126006402,6402,33,6375,27770400,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2936237609512604 50.89335907073212),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aac,126006403,6403,14,6376,27769163,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.346041015900546 50.93330598984411),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aab,126006404,6404,9,6377,27769335,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3729360438124116 50.94224427401151),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aaa,126006405,6405,7,6378,27770024,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.395835438077921 50.90617791130271),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aa9,126006406,6406,79,6379,27770638,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.401780079599615 50.908713781949736),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aa8,126006407,6407,51,6380,27769179,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3438530119962477 50.89650701379099),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aa7,126006409,6409,87,6382,27770224,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.4366001550177683 50.93043403901954),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aa6,126006410,6410,6,6383,27770686,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.4335552458808105 50.933994708321386),NETWERK
knoop_full_export.fid--411cfba4_14a465d1f9e_-5aa5,126006411,6411,5,6384,27769183,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.441015181409641 50.93345758084409),NETWERK
