FID,id,knoopid,volgnr,nodeid,geoid,netwerkid,netwerk,nettype,beschr,startdate,stopdate,geom,codetype
knoop_full_export.fid--16c1f25b_14b3a583521_24d3,187006730,6730,2,6703,29034920,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.2804500459624 50.77869735295073),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24d4,187006732,6732,3,6705,29033380,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.2842559858396956 50.78579999944534),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24d5,187006736,6736,4,6710,29034807,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.2863585228169523 50.78378535306699),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24d6,187006738,6738,5,6711,29034436,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.2984739882458283 50.79247430008983),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24d7,187006739,6739,6,6712,29034673,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3008941156866256 50.79130796855073),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24d8,187006740,6740,7,6713,29034674,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.303435887708894 50.791334357040675),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24d9,187006741,6741,8,6714,29033695,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.308289616015286 50.79431960061174),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24da,187006742,6742,9,6715,29033886,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.312983152713401 50.791381485199516),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24db,187006743,6743,10,6716,29034004,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3230405254423157 50.78682402538853),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24dc,187006744,6744,11,6717,29033803,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.331083055065204 50.79250437371573),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24dd,187006745,6745,12,6718,29034239,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3258717268272955 50.795968179915256),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24de,187006746,6746,13,6719,29034762,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.318326577413025 50.797350515622036),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24df,187006747,6747,14,6720,29034364,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3399068173785027 50.79495725807463),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e0,187006748,6748,15,6721,29033648,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3467678032698425 50.790879584658526),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e1,187006749,6749,16,6722,29034519,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.356329758202063 50.79362282142006),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e2,187006750,6750,17,6723,29033848,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3596462670394316 50.790777000262125),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e3,187006751,6751,18,6724,29034985,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3654863749245334 50.7934521407634),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e4,187006752,6752,19,6725,29034037,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.367671025356616 50.793172074130545),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e5,187006753,6753,20,6726,29033854,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3753015224705885 50.78618836009012),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e6,187006754,6754,21,6727,29033424,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3779502449722507 50.784458890427295),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e7,187006755,6755,22,6728,29033888,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.384891360942166 50.77855390915986),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e8,187006756,6756,23,6729,29034425,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.381652101961456 50.779860691345164),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24e9,187006757,6757,24,6730,29034366,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3792601155253026 50.77843722919243),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24ea,187006758,6758,25,6731,29033570,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.378711358565748 50.77911350696165),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24eb,187006759,6759,26,6732,29034296,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.37403060997287 50.785482073162996),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24ec,187006760,6760,27,6733,29034603,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3713813166417936 50.7892170305713),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24ed,187006761,6761,28,6734,29034706,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3619818270905895 50.779748875194244),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24ee,127006996,6996,5,6967,29034132,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.79053393275851 50.77904941448355),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24ef,126006347,6347,79,6320,29034509,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.0930896177882365 50.95356641105637),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f0,125006999,6999,4,6970,29034100,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.0893957139061294 51.04445702437274),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f1,124007000,7000,59,6971,29034676,124,Wandelnetwerk Westkust,WANDEL,Wandelen,,,POINT (2.5458630224036667 51.08887197870555),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f2,123007003,7003,5,6974,29033936,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7355006424733133 50.78928571174386),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f3,123007004,7004,4,6975,29033669,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7293474280323924 50.78953463813543),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f4,123007001,7001,8,6972,29033366,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7385660702281247 50.78854270147662),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f5,123007002,7002,9,6973,29034526,123,Wandelnetwerk Heuvelland,WANDEL,Wandelen,,,POINT (2.7374293728251677 50.78700227621619),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f6,200007010,7010,24,6977,29033846,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.287998609693385 51.344498833266435),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f7,200007009,7009,19,6978,29034349,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.295185789626857 51.342239872370364),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f8,200007008,7008,20,6979,29033453,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.304926304377629 51.347065343374425),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24f9,200007011,7011,17,6982,29033928,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.314050074547938 51.34624732723248),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24fa,200007006,7006,21,6980,29033904,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3049159148794525 51.354684462417886),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24fb,200007007,7007,22,6981,29034948,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.303073759681656 51.35614526102492),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24fc,187006778,6778,45,6751,29034627,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.327007834742638 50.74846660533172),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24fd,187006779,6779,46,6752,29034161,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.321221278448837 50.7542835781932),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24fe,187006780,6780,47,6753,29033392,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.317947394548353 50.75706683186795),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_24ff,187006781,6781,48,6754,29033618,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3107035746114435 50.76195977287624),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2500,187006782,6782,50,6755,29034984,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3051482113924857 50.76577064862584),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2501,187006783,6783,51,6756,29034199,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.309685967784346 50.76809636320286),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2502,187006784,6784,52,6757,29034982,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.309864318727528 50.76828429463806),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2503,187006785,6785,53,6758,29034932,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.322938982823447 50.77143070838277),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2504,187006786,6786,54,6759,29034455,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.333532775191388 50.77357456275751),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2505,187006787,6787,55,6760,29034016,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3381539864680616 50.7774018494151),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2506,187006788,6788,56,6761,29033819,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3242641296793245 50.7709403190506),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2507,187006789,6789,57,6762,29034980,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3277953788005745 50.75857953267437),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2508,187006790,6790,58,6763,29033615,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.32600024039755 50.75601148746349),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2509,187006791,6791,59,6764,29033715,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3310486637245442 50.7504789088527),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_250a,187006792,6792,60,6765,29034647,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3340294649546123 50.74755960704663),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_250b,187006793,6793,61,6766,29034342,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3388351160177483 50.7416149362089),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_250c,187006794,6794,62,6767,29034826,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.340242972743182 50.741339947272714),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_250d,187006795,6795,63,6768,29033349,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.34683840307604 50.7340985599114),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_250e,187006796,6796,64,6769,29034600,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.347676745965014 50.73063694908183),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_250f,187006797,6797,65,6770,29034974,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3450699046968535 50.726872095994366),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2510,187006798,6798,66,6771,29033849,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.356990084042399 50.71814334627273),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2511,187006799,6799,67,6772,29034873,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.365499629047889 50.720590451535834),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2512,187006800,6800,68,6773,29034241,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.359020037491991 50.72230197962342),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2513,187006801,6801,69,6774,29034029,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3550486967684434 50.72975221152874),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2514,187006802,6802,70,6775,29034919,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.363098501254908 50.733415324595796),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2515,187006803,6803,72,6776,29034933,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.358849424745262 50.73999617213439),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2516,187006804,6804,73,6777,29034047,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3564256565538866 50.742186430997194),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2517,187006805,6805,74,6778,29034851,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3613243626202634 50.74601783821065),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2518,187006806,6806,75,6779,29034182,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3577872103296413 50.74802487321917),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2519,187006807,6807,76,6780,29034071,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.353440705465151 50.75087519922416),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_251a,187006808,6808,77,6781,29033593,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.351185614102341 50.75330163258005),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_251b,187006809,6809,78,6782,29034620,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3449423242040726 50.758266640194854),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_251c,187006810,6810,79,6783,29034934,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.350257142041732 50.76099772511637),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_251d,187006811,6811,80,6784,29034582,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.343929453950195 50.765005786429036),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_251e,187006812,6812,81,6785,29033540,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.342614664565684 50.7694329772067),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_251f,187006813,6813,83,6787,29033707,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3498335187048967 50.76933988448233),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2520,187006814,6814,82,6786,29034176,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3464211949197566 50.77166959426301),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2521,187006815,6815,84,6788,29033727,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3607215298618827 50.76177380492265),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2522,187006816,6816,85,6789,29033499,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3646074174170537 50.76111819755657),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2523,187006817,6817,86,6790,29033351,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.370271957160701 50.768661110248),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2524,187006818,6818,87,6791,29034856,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3669447741433993 50.77160280885276),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2525,187006819,6819,88,6792,29034372,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3667911418629637 50.77566938510293),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2526,187006820,6820,89,6793,29033545,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3471281218754565 50.778749904726816),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2527,187006821,6821,90,6794,29034731,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3610713239018764 50.7573298514034),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2528,187006822,6822,91,6795,29034514,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.365987645699664 50.75393500358641),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2529,187006823,6823,92,6796,29033547,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.365415750542104 50.75304831584715),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_252a,187006824,6824,93,6797,29034389,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3631358370432496 50.75171654779862),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_252b,187006825,6825,94,6798,29033965,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3682555969371384 50.75125735481987),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_252c,187006826,6826,95,6799,29034375,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.366557715033361 50.74837137707134),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_252d,187006827,6827,96,6800,29033744,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3720917541489537 50.7463294713468),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_252e,187006828,6828,97,6801,29033496,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3715581311587846 50.746067183144234),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_252f,187006829,6829,98,6802,29033444,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.365794706178242 50.74330844038861),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2530,187006830,6830,99,6803,29034758,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.369933992827505 50.73596254944848),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2531,187006831,6831,1,6804,29033996,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.370930089312161 50.7341986389686),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2532,187006832,6832,2,6805,29033929,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3781877265085343 50.732655408709334),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2533,187006833,6833,3,6806,29033660,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3806136441317265 50.731926386499914),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2534,187006834,6834,6,6807,29034936,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.382616505116408 50.72983138258487),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2535,187006836,6836,4,6808,29033567,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.377132422400538 50.727999424934886),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2536,187006835,6835,5,6809,29033759,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.383353887106933 50.728528203968786),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2537,187006837,6837,7,6810,29034484,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3813875186449054 50.73494643939822),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2538,187006838,6838,8,6811,29034192,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3817284938597756 50.73728591559547),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2539,187006839,6839,9,6812,29034021,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3893882652950857 50.74511012519599),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_253a,187006841,6841,11,6814,29033650,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.411567385790391 50.747276256087545),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_253b,187006840,6840,10,6813,29034609,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.404896845829968 50.74746682207436),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_253c,187006842,6842,12,6815,29033774,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.4011366120643314 50.7605665408677),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_253d,187006843,6843,13,6816,29033360,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.38268465792664 50.77721088919845),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_253e,187006844,6844,14,6817,29034882,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3987122774956626 50.75951348301668),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_253f,187006845,6845,15,6818,29034059,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3941884910762012 50.756419990574656),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2540,187006846,6846,16,6819,29034675,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3898218103136597 50.754356765065054),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2541,187006847,6847,17,6820,29034476,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.387946718506533 50.75351525331953),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2542,187006848,6848,18,6821,29034478,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3716013814284325 50.755833167820846),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2543,187006849,6849,19,6822,29034174,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.370249716090461 50.7549771050854),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2544,187006850,6850,20,6823,29033634,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3721686289649777 50.752751611073066),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2545,187006853,6853,23,6826,29033455,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3820460938739303 50.74685948098221),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2546,187006852,6852,22,6825,29034168,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3792786373531754 50.746407372191385),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2547,187006851,6851,21,6824,29034696,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3774731974755787 50.7487012654549),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2548,183006854,6854,99,6827,29034219,183,Wandelnetwerk Bulskampveld,WANDEL,Wandelen,2009-08-03T00:00:00,,POINT (3.3996610746473706 51.061797717622376),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2549,200007005,7005,23,6976,29034262,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.2896050576866154 51.35354610197898),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_254a,200007021,7021,15,6992,29034666,200,Wandelnetwerk Zwin,WANDEL,Wandelen,2011-06-30T00:00:00,,POINT (3.3292980801532885 51.35151506466026),NETWERK
