FID,id,knoopid,volgnr,nodeid,geoid,netwerkid,netwerk,nettype,beschr,startdate,stopdate,geom,codetype
knoop_full_export.fid--16c1f25b_14b3a583521_22eb,125006208,6208,40,6181,29034604,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.332955315388735 51.06666797871499),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22ec,125006209,6209,44,6182,29033619,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.3743510633778357 51.03258838659407),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22ed,125006210,6210,43,6183,29034847,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.3995539421998466 51.041956839055786),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22ee,125006211,6211,39,6184,29033307,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.387603618474853 51.06951742253773),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22ef,127006212,6212,67,6185,29034827,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7412386626012757 51.13869426519762),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f0,127006213,6213,7,6186,29033792,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7543721236614407 51.125125197869174),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f1,127006214,6214,8,6187,29034154,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7564520867902442 51.13316305056731),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f2,127006215,6215,9,6188,29034049,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7585523983772235 51.13440401534371),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f3,127006216,6216,12,6189,29034777,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7826621076181413 51.1511782592864),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f4,127006217,6217,81,6190,29034376,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7643201623391405 51.162317121207145),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f5,127006218,6218,10,6191,29034090,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8022556528322036 51.12700096666582),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f6,127006219,6219,23,6192,29033896,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8233757567120343 51.09947711461617),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f7,127006220,6220,22,6193,29033415,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.783782221348485 51.09163748241798),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f8,127006221,6221,21,6194,29033423,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.74081979118586 51.09045573340948),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22f9,127006222,6222,20,6195,29034055,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7341202349523925 51.08889367717225),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22fa,127006153,6153,6,6126,29033840,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6995128011448477 51.10528352652387),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22fb,127006232,6232,54,6205,29034379,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8454580968625387 51.12850263166783),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22fc,127006231,6231,21,6204,29034163,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.855388966326665 51.13210287988031),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22fd,127006230,6230,50,6203,29034931,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.837924323511668 51.14520780724001),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22fe,127006223,6223,11,6196,29033665,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.803232589263485 51.14867637507628),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_22ff,127006224,6224,13,6197,29033637,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.80152700737616 51.15528769872039),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2300,127006229,6229,19,6202,29034356,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.872345681609542 51.171421494235766),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2301,127006227,6227,15,6200,29033876,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.85609644070019 51.185258540784105),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2302,127006225,6225,14,6198,29034972,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.829747164669233 51.175699219773485),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2303,127006226,6226,80,6199,29033335,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8171404205635273 51.189081537736854),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2304,187006767,6767,34,6740,29033647,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3301615101302247 50.77951883762749),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2305,127006243,6243,25,6216,29033320,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.633326971602188 51.01494934849913),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2306,127006244,6244,24,6217,29034229,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6045414350183793 51.01152519724122),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2307,127006242,6242,26,6215,29033516,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6441793022850115 51.007229150625555),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2308,127006241,6241,27,6214,29033611,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.656347218921679 51.01601201460178),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2309,127006240,6240,28,6213,29034263,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.691353488044768 51.028208122185035),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_230a,127006239,6239,29,6212,29034838,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7054106212399307 51.03314996293862),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_230b,127006238,6238,14,6211,29033738,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6807949190032647 51.05279946277361),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_230c,127006237,6237,13,6210,29034395,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6529895711155675 51.039496820173994),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_230d,127006236,6236,12,6209,29033507,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.649925549313803 51.04130677183465),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_230e,187006769,6769,36,6742,29034597,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.316729144115893 50.776443060209026),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_230f,127006234,6234,10,6207,29034333,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6426350779281917 51.04705251800574),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2310,127006245,6245,15,6218,29034642,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7223869741878306 51.048414797721584),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2311,127006246,6246,72,6219,29033905,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6892443225115397 51.05741264270813),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2312,127006247,6247,73,6220,29034069,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.717503865223761 51.066609815237484),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2313,127006248,6248,19,6221,29034285,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7136460482693643 51.07348395594236),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2314,127006249,6249,18,6222,29034562,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7395983762093357 51.065644992947114),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2315,127006250,6250,17,6223,29034694,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.741244442454251 51.052791066366254),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2316,127006251,6251,33,6224,29034388,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.749094894948681 51.04906027025258),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2317,127006252,6252,32,6225,29033346,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7356349836816403 51.04007152492716),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2318,127006257,6257,16,6230,29033891,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7250235246279453 51.0443309070394),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2319,127006253,6253,31,6226,29034418,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.735661363062881 51.030784712251524),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_231a,127006254,6254,30,6227,29033489,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7204328747680226 51.020431076071574),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_231b,127006255,6255,44,6228,29034332,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7279143518753144 51.0154605222084),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_231c,127006256,6256,43,6229,29033920,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7071157503427643 51.012535622265936),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_231d,127006259,6259,2,6232,29034895,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.84239115831009 51.04657817536987),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_231e,127006263,6263,48,6236,29033625,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.844491402170547 51.032839710989016),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_231f,127006262,6262,49,6235,29033317,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8542714531744533 51.030336537967784),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2320,127006261,6261,75,6234,29033801,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8552192754819776 51.03333164969294),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2321,127006260,6260,74,6233,29034871,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.854289286308699 51.033447651698545),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2322,127006264,6264,47,6237,29034773,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.792930258555917 51.02944215725216),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2323,127006265,6265,23,6238,29034409,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7708211818162556 51.033036381109426),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2324,127006266,6266,46,6239,29034010,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.766163462271613 51.03283299492122),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2325,127006267,6267,34,6240,29034536,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7663286166942473 51.04451692970445),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2326,127006268,6268,35,6241,29033407,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.797415149442183 51.076217393761006),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2327,127006269,6269,38,6242,29034729,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8081727807007315 51.06509112794379),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2328,127006271,6271,4,6244,29034369,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8256864384822418 51.04815535287635),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2329,127006270,6270,3,6243,29033832,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.824690633726252 51.04806713319626),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_232a,127006287,6287,9,6260,29034394,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8995291983949167 51.083218851527896),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_232b,127006288,6288,25,6261,29034522,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.896469999298698 51.097717107647),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_232c,127006289,6289,53,6262,29034711,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9208200617840263 51.106169408233846),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_232d,127006290,6290,52,6263,29034842,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.913316258767616 51.11547404238599),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_232e,127006292,6292,12,6265,29033414,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9269656310215733 51.07393375377951),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_232f,127006291,6291,22,6264,29034023,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8723111182122123 51.13572049988605),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2330,127006293,6293,40,6266,29034304,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6196711261428334 50.98396054834886),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2331,127006294,6294,41,6267,29034097,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.657656189450944 50.99667067710545),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2332,127006295,6295,42,6268,29034650,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.669278176550167 50.99464852954132),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2333,127006296,6296,53,6269,29034208,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.684122507757048 50.98107491036268),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2334,127006297,6297,75,6270,29034012,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.680156417487224 50.96614797714102),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2335,127006298,6298,76,6271,29033354,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7296718147968115 50.97065239224613),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2336,127006299,6299,55,6272,29033789,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7373508075786366 50.97190850181493),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2337,127006300,6300,59,6273,29033589,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.7354372438609564 50.957259072909544),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2338,127006301,6301,60,6274,29034803,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.721808125098428 50.94968885778123),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2339,127006302,6302,61,6275,29034534,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.713259653670124 50.947197850003285),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_233a,127006303,6303,62,6276,29034507,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.673050494773502 50.93974911744445),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_233b,127006304,6304,77,6277,29033768,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6619265089320017 50.94998566981511),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_233c,127006305,6305,54,6278,29033692,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.6335486230820786 50.94561315568058),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_233d,127006306,6306,5,6279,29033596,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8235315294500127 50.959642999936214),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_233e,127006307,6307,22,6280,29034184,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8062620841058856 50.981386541056374),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_233f,127006308,6308,58,6281,29033975,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8059382443982472 50.98176321142338),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2340,127006309,6309,56,6282,29034854,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.74152907024885 50.98022888263474),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2341,127006310,6310,24,6283,29034248,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.774920117283756 51.0003182361764),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2342,127006311,6311,57,6284,29033711,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8101341360547827 50.991746878044935),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2343,127006312,6312,51,6285,29034736,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.812799145877891 51.0090666446542),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2344,127006313,6313,50,6286,29033772,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.854038507172109 51.02888580584255),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2345,127006314,6314,21,6287,29034483,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.837460489595835 50.990359588846424),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2346,127006315,6315,56,6288,29034686,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.847445625060718 50.96887592903366),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2347,127006316,6316,63,6289,29033374,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8377575721837145 50.96372787545856),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2348,127006317,6317,1,6290,29034177,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9551165396024524 50.973117941014706),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2349,127006318,6318,53,6291,29034274,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9085597193728314 50.954498809477556),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_234a,127006319,6319,54,6292,29034444,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9070837592112615 50.953926144834334),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_234b,127006320,6320,55,6293,29033508,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9020250467670965 50.97409945381699),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_234c,127006321,6321,19,6294,29033636,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.888381269273721 50.99832019222882),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_234d,127006322,6322,20,6295,29034419,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.856603564468123 50.99832544593405),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_234e,127006323,6323,60,6296,29033623,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.886006227741212 51.01194065187001),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_234f,127006331,6331,61,6304,29033946,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.8977452109122086 51.002671384760745),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2350,127006324,6324,17,6297,29034906,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.9259499333438894 51.01242417046868),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2351,127006325,6325,15,6298,29034959,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.943897250016705 51.00231665236024),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2352,127006326,6326,16,6299,29034958,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.959922210316607 51.008571762483086),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2353,127006327,6327,47,6300,29034211,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.973657183712292 50.996069285453835),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2354,127006328,6328,49,6301,29034365,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.951193857783033 50.989316649184765),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2355,127006329,6329,10,6302,29034555,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.934190883584745 50.99275999371597),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2356,127006330,6330,62,6303,29034783,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (2.893806833331181 51.00081581674576),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2357,125006332,6332,46,6305,29033510,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.3251652390125086 50.9998266112078),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2358,125006333,6333,47,6306,29033405,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.327074333402961 51.000275538487166),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2359,125006334,6334,45,6307,29033775,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.357061635646036 51.01844934344735),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_235a,125006335,6335,38,6308,29034459,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.370080748128259 51.02872082008492),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_235b,125006336,6336,48,6309,29033720,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.4127908168915577 51.01733739345135),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_235c,125006337,6337,49,6310,29033321,125,Fietsnetwerk Brugse Ommeland,FIETS,Fietsen,,,POINT (3.417699852838876 51.01915432219749),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_235d,126006341,6341,11,6314,29034649,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.336050662285839 50.96166356460823),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_235e,126006342,6342,12,6315,29034081,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.309376152645712 50.96803612981289),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_235f,187006768,6768,35,6741,29034899,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.3220045470118125 50.77787706956457),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2360,187006771,6771,38,6744,29033747,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.2905285584903115 50.781287550242006),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2361,187006770,6770,37,6743,29034915,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.29071333597666 50.781139802982935),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2362,127006346,6346,45,6319,29033952,127,Fietsnetwerk Westhoek,FIETS,Fietsen,,,POINT (3.0323123276265957 51.01771530312166),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2363,126006348,6348,37,6321,29034501,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.0917862877374382 50.930377357553596),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2364,187006773,6773,40,6746,29033400,187,Wandelnetwerk Land van Mortagne,WANDEL,Wandelen,2010-06-14T00:00:00,,POINT (3.293502521392783 50.77366304510654),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2365,126006351,6351,77,6324,29034288,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.127052622778274 50.94456241533847),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2366,126006352,6352,76,6325,29034512,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.1393685436300633 50.924464275341315),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2367,126006353,6353,40,6326,29034158,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.1563489862718694 50.93208845581363),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2368,126006354,6354,66,6327,29034688,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.1602322698967265 50.94101551555913),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2369,126006355,6355,78,6328,29034234,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.132906620089642 50.944050714171304),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_236a,126006356,6356,39,6329,29033519,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.132773934891256 50.92092887252392),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_236b,126006357,6357,38,6330,29033934,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.105151046430733 50.91422003539715),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_236c,126006358,6358,26,6331,29033843,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.14886149962365 50.94945284762259),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_236d,126006359,6359,25,6332,29033386,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.164434395258674 50.94596672813767),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_236e,126006360,6360,24,6333,29034821,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2191814511681 50.95879377898373),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_236f,126006361,6361,13,6334,29033367,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.3255517660463987 50.94026191543986),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2370,126006362,6362,18,6335,29033576,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2848465171818106 50.91820581249063),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2371,126006363,6363,19,6336,29033682,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.280958410220047 50.920894629155356),NETWERK
knoop_full_export.fid--16c1f25b_14b3a583521_2372,126006364,6364,22,6337,29034819,126,Fietsnetwerk Leiestreek,FIETS,Fietsen,,,POINT (3.2372794160869085 50.934683845481516),NETWERK
