XCoord;YCoord;knoopid;NETWERKID;NETWERK;code;STATUS;lon_x;lat_y
387093,37718381;6564487,79875347;7196;35;219;FNW Zeeuws VL_OVL;TN;OUT;3,477319;50,866153
387093,37718381;6564487,79875347;7196;35;126;Fietsnetwerk Leiestreek;TN;OUT;3,477319;50,866153
386699,22007067;6565664,49588878;7192;34;219;FNW Zeeuws VL_OVL;TJ;OUT;3,473778;50,872842
386699,22007067;6565664,49588878;7192;34;126;Fietsnetwerk Leiestreek;TJ;OUT;3,473778;50,872842
336720,03757807;6556089,49739568;6530;43;126;Fietsnetwerk Leiestreek;PN;OUT;3,024808;50,818386
336720,03757807;6556089,49739568;6530;43;127;Fietsnetwerk Westhoek;PN;TODO;3,024808;50,818386
333703,49072970;6567385,17431741;6493;30;126;Fietsnetwerk Leiestreek;OO;OUT;2,997709;50,882621
333703,49072970;6567385,17431741;6493;30;127;Fietsnetwerk Westhoek;OO;TODO;2,997709;50,882621
333534,45377583;6569129,89340492;6377;29;126;Fietsnetwerk Leiestreek;LH;OUT;2,996191;50,892535
333534,45377583;6569129,89340492;6377;29;127;Fietsnetwerk Westhoek;LH;TODO;2,996191;50,892535
344249,46510274;6594276,83072580;6189;3;125;Fietsnetwerk Brugse Ommeland;GF;OUT;3,092446;51,035189
338427,69854363;6548679,91802323;6449;54;126;Fietsnetwerk Leiestreek;NF;OUT;3,040148;50,776202
338427,69854363;6548679,91802323;6449;54;127;Fietsnetwerk Westhoek;NF;TODO;3,040148;50,776202
340553,91389348;6577566,56127437;6997;34;127;Fietsnetwerk Westhoek;SB;FIX;3,059248;50,940444
334146,10854755;6567817,82020648;6376;36;126;Fietsnetwerk Leiestreek;LG;OUT;3,001686;50,885080
334146,10854755;6567817,82020648;6376;36;127;Fietsnetwerk Westhoek;LG;TODO;3,001686;50,885080
335953,05223976;6570777,10593811;6372;35;126;Fietsnetwerk Leiestreek;LC;OUT;3,017918;50,901893
335953,05223976;6570777,10593811;6372;35;127;Fietsnetwerk Westhoek;LC;TODO;3,017918;50,901893
336777,09218481;6561948,21716898;6430;49;126;Fietsnetwerk Leiestreek;MW;OUT;3,025320;50,851714
336777,09218481;6561948,21716898;6430;49;127;Fietsnetwerk Westhoek;MW;TODO;3,025320;50,851714
376014,22655164;6652188,90943393;7152;29;125;Fietsnetwerk Brugse Ommeland;SF;OUT;3,377793;51,362039
376014,22655164;6652188,90943393;7152;29;219;FNW Zeeuws VL_OVL;SF;OUT;3,377793;51,362039
376793,30903956;6649707,35969169;7153;30;125;Fietsnetwerk Brugse Ommeland;SG;OUT;3,384792;51,348081
376793,30903956;6649707,35969169;7153;30;219;FNW Zeeuws VL_OVL;SG;OUT;3,384792;51,348081
378687,31209665;6559115,66957476;6474;83;126;Fietsnetwerk Leiestreek;N4;OUT;3,401806;50,835604
318310,16361198;6620947,33565514;5966;16;125;Fietsnetwerk Brugse Ommeland;AH;OUT;2,859429;51,186004
318310,16361198;6620947,33565514;5966;16;127;Fietsnetwerk Westhoek;AH;TODO;2,859429;51,186004
320305,87540670;6619371,53089219;5967;17;125;Fietsnetwerk Brugse Ommeland;AI;OUT;2,877357;51,177107
320305,87540670;6619371,53089219;5967;17;127;Fietsnetwerk Westhoek;AI;TODO;2,877357;51,177107
359490,00696355;6579091,21191965;6365;23;125;Fietsnetwerk Brugse Ommeland;K6;OUT;3,229354;50,949096
359490,00696355;6579091,21191965;6365;23;126;Fietsnetwerk Leiestreek;K6;OUT;3,229354;50,949096
347557,25595586;6587070,32773564;6196;28;127;Fietsnetwerk Westhoek;GM;FIX;3,122160;50,994353
289535,68438236;6603180,90149002;0;0;0; ;T1;NEW;2,600943;51,085594
290318,81593822;6607230,05809569;0;0;0; ;T2;NEW;2,607978;51,108498
291203,00306087;6606673,22582336;0;0;0; ;T3;NEW;2,615921;51,105349
293258,73022018;6600866,04827179;0;0;0; ;T4;NEW;2,634388;51,072495
284898,30958294;6600453,00366212;0;0;0; ;T5;NEW;2,559285;51,070157
284978,52846034;6598335,74862133;0;0;0; ;T6;NEW;2,560006;51,058173
287213,14677985;6594784,61361565;0;0;0; ;T8;NEW;2,580080;51,038065
288150,15501530;6592528,87079883;0;0;0; ;T9;NEW;2,588497;51,025287
294067,94049892;6594736,24581680;0;0;0; ;UA;NEW;2,641657;51,037791
296324,55683402;6600888,60829107;0;0;0; ;UB;NEW;2,661929;51,072623
296929,37094361;6600965,76716097;0;0;0; ;UC;NEW;2,667362;51,073060
297164,90835298;6601153,31014167;0;0;0; ;UD;NEW;2,669478;51,074121
286040,30590734;6594308,13944201;0;0;0; ;T7;NEW;2,569544;51,035366
294292,98937383;6607713,38472085;0;0;0; ;UE;NEW;2,643679;51,111231
287970,07983180;6588818,75324434;0;0;0; ;UF;NEW;2,586879;51,004263
290907,28099897;6586301,20540854;0;0;0; ;UG;NEW;2,613265;50,989992
293550,93955212;6586322,46703316;0;0;0; ;UH;NEW;2,637013;50,990113
301823,23735719;6600016,57165311;0;0;0; ;UI;NEW;2,711324;51,067687
317145,04792982;6597446,21378218;0;0;0; ;UJ;NEW;2,848962;51,053137
315748,72355845;6601533,15723240;0;0;0; ;UK;NEW;2,836419;51,076270
305428,92089168;6599764,54161098;0;0;0; ;UM;NEW;2,743715;51,066261
302366,37754135;6599944,06141862;0;0;0; ;UN;NEW;2,716203;51,067277
308601,28131872;6599159,85365163;0;0;0; ;UL;NEW;2,772212;51,062838
311390,11985933;6596262,27855942;0;0;0; ;UO;NEW;2,797265;51,046433
308713,44650352;6595061,81105801;0;0;0; ;UP;NEW;2,773220;51,039635
308615,50096069;6595049,09454416;0;0;0; ;UQ;NEW;2,772340;51,039563
308764,32938335;6594711,75011946;0;0;0; ;UR;NEW;2,773677;51,037652
302339,10230595;6592387,59885132;0;0;0; ;US;NEW;2,715958;51,024487
301145,24136139;6592131,52157349;0;0;0; ;UT;NEW;2,705234;51,023036
301957,35977100;6589557,62886063;0;0;0; ;UU;NEW;2,712529;51,008451
300584,39774129;6589726,02644220;0;0;0; ;UV;NEW;2,700196;51,009405
303082,94844575;6585886,60481150;0;0;0; ;UW;NEW;2,722640;50,987641
303068,62272032;6585833,56183167;0;0;0; ;UX;NEW;2,722512;50,987341
304131,78641640;6589596,94191257;0;0;0; ;UY;NEW;2,732062;51,008674
300675,58040308;6586681,56237722;0;0;0; ;UZ;NEW;2,701015;50,992149
300387,30253638;6586115,10723533;0;0;0; ;U0;NEW;2,698425;50,988937
296243,91251565;6587617,71397249;0;0;0; ;U1;NEW;2,661204;50,997456
305998,53665706;6584650,23092785;0;0;0; ;U2;NEW;2,748832;50,980631
308544,00438782;6583371,97955108;0;0;0; ;U3;NEW;2,771698;50,973382
310448,25347114;6578831,29780198;0;0;0; ;VG;NEW;2,788804;50,947621
312335,91922369;6584816,93707813;0;0;0; ;U6;NEW;2,805761;50,981576
311906,12531488;6585200,04737637;0;0;0; ;U5;NEW;2,801900;50,983749
309456,13298926;6581004,06854732;0;0;0; ;U4;NEW;2,779892;50,959950
312584,57249474;6587360,45385997;0;0;0; ;U7;NEW;2,807995;50,995997
311813,18095160;6591570,21661282;0;0;0; ;U8;NEW;2,801065;51,019856
315961,15889840;6594587,54395968;0;0;0; ;VH;NEW;2,838327;51,036948
316954,95963816;6595589,67841015;0;0;0; ;HI;NEW;2,847255;51,042624
315299,90225771;6590736,12708467;0;0;0; ;U9;NEW;2,832387;51,015130
317468,57903513;6592211,18917697;0;0;0; ;VJ;NEW;2,851869;51,023487
315972,25565075;6589643,40309186;0;0;0; ;VA;NEW;2,838427;51,008937
318525,75023684;6588377,21880968;0;0;0; ;VB;NEW;2,861365;51,001761
319872,25226752;6585576,77904300;0;0;0; ;VC;NEW;2,873461;50,985885
320835,16239261;6602448,57488539;0;0;0; ;VF;NEW;2,882111;51,081451
313108,21018502;6608899,58494098;0;0;0; ;VK;NEW;2,812699;51,117938
308065,61789229;6607656,67321432;0;0;0; ;VL;NEW;2,767401;51,110910
319224,99605210;6608023,09807041;0;0;0; ;VM;NEW;2,867647;51,112982
323196,04444099;6583605,06056654;0;0;0; ;VE;NEW;2,903319;50,974704
321552,07723850;6583410,89515280;0;0;0; ;VD;NEW;2,888551;50,973602
335291,55880006;6587218,37162690;0;0;0; ;VN;NEW;3,011975;50,995192
332518,06135108;6590734,11565196;0;0;0; ; ;NEW;2,987061;51,015118
332518,06135108;6590734,11565196;0;0;0; ;VO;NEW;2,987061;51,015118
330359,19499444;6590459,93240212;0;0;0; ;VP;NEW;2,967667;51,013564
337104,93243335;6587893,02001239;0;0;0; ;VQ;NEW;3,028265;50,999016
336676,40004809;6586496,15830810;0;0;0; ;VR;NEW;3,024416;50,991097
338809,61317031;6592541,72420166;0;0;0; ; ;NEW;3,043579;51,025360
338809,61317031;6592541,72420166;0;0;0; ;VS;NEW;3,043579;51,025360
340616,78675055;6592846,70150370;0;0;0; ;VT;NEW;3,059813;51,027088
331583,67493447;6594469,71389411;0;0;0; ;VX;NEW;2,978667;51,036281
340581,99785077;6585167,74757103;0;0;0; ;VW;NEW;3,059500;50,983565
335541,10724631;6584082,28633347;0;0;0; ;VY;NEW;3,014217;50,977410
341255,23588388;6589575,31394841;0;0;0; ;VU;NEW;3,065548;51,008551
341140,89689305;6589317,44586151;0;0;0; ;VV;NEW;3,064521;51,007090
335166,84065919;6601277,61564866;0;0;0; ;VZ;NEW;3,010855;51,074824
332642,63847812;6603987,97498684;0;0;0; ;V4;NEW;2,988180;51,090160
334553,99230083;6604559,47612984;0;0;0; ;V3;OUT;3,005350;51,093393
335145,00238771;6604459,32287288;0;0;0; ;V2;OUT;3,010659;51,092827
336090,69537424;6604807,12662516;0;0;0; ;V1;OUT;3,019154;51,094794
338858,86887010;6602784,39849374;0;0;0; ;V0;OUT;3,044021;51,083351
331664,42548243;6603849,06908445;0;0;0; ;V5;NEW;2,979392;51,089374
331753,42845556;6599902,24494710;0;0;0; ;V6;NEW;2,980192;51,067040
327775,44445468;6601779,80083060;0;0;0; ;V7;NEW;2,944457;51,077666
331959,12605461;6598078,14200115;0;0;0; ;V8;NEW;2,982040;51,056714
333260,70638093;6597622,08725508;0;0;0; ; ;NEW;2,993732;51,054132
333255,41470368;6597627,37893232;0;0;0; ;V9;NEW;2,993684;51,054162
333488,24850268;6597775,54589533;0;0;0; ;WA;NEW;2,995776;51,055001
327931,37011541;6607076,74319131;0;0;0; ;WB;NEW;2,945858;51,107631
329281,32153218;6609000,81139693;0;0;0; ;WC;NEW;2,957984;51,118511
331604,78863853;6610540,72193544;0;0;0; ;WD;NEW;2,978856;51,127216
332661,17384662;6608788,29461674;0;0;0; ;WE;NEW;2,988346;51,117309
335683,07765354;6610714,88489839;0;0;0; ;WF;OUT;3,015492;51,128201
345283,33618402;6590727,06197402;0;0;0; ;WG;NEW;3,101733;51,015078
342489,04818085;6585416,70099910;0;0;0; ;WH;NEW;3,076631;50,984977
344011,47854745;6584148,64714834;0;0;0; ;WI;NEW;3,090308;50,977786
346358,87110236;6585188,39252976;0;0;0; ;WK;NEW;3,111395;50,983683
344486,50023595;6581642,10093022;0;0;0; ;WM;NEW;3,094575;50,963569
347747,93638049;6584946,81595966;0;0;0; ;WL;NEW;3,123873;50,982313
344858,07741054;6587126,80893576;0;0;0; ;WO;NEW;3,097913;50,994673
349111,04627512;6583961,80134625;0;0;0; ;WP;OUT;3,136118;50,976727
345180,69035329;6584297,80282220;0;0;0; ;WJ;NEW;3,100811;50,978632
342146,67321223;6576993,60152669;0;0;0; ;WQ;NEW;3,073556;50,937192
342207,34958134;6575016,48287282;0;0;0; ;WR;NEW;3,074101;50,925968
