XCoord;YCoord;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
369698,78673474;6557693,67443469;126;6453-6453;NIV;#N/A;NK
380201,15037113;6572209,41834862;126;6415-6416;FIX;MI;MJ
381749,16159459;6571721,61348051;126;6416-6417;FIX;MJ;MK
381548,38559024;6570020,37632479;126;6417-6421;FIX;MK;MO
380502,96468492;6567977,62135708;126;6419-6421;FIX;MO;MM
382683,53978210;6575871,79706033;126;6409-6409;NIV;MD;#N/A
382354,95216336;6576102,58953756;126;6409-6410;FIX;MD;ME
374569,36590680;6552603,87191671;126;6514-6514;NIV;#N/A;O7
355709,68713662;6579017,17638695;126;6359-6360;FIX;K2;K1
372604,22791812;6579427,61463411;126;6341-6371;FIX;KL;LC
359808,41028480;6555863,40078156;126;6451-6451;NIV;#N/A;NI
347116,66617497;6551920,95230418;126;6446-6447;FIX;ND;NE
349491,57243451;6554072,74980800;126;6445-6446;FIX;ND;NC
355446,57155098;6556949,12290307;126;6438-6445;FIX;NC;M5
359406,71138286;6556979,68541471;126;6437-6438;DEL;M5;M4
354922,96706973;6553346,96161619;126;6450-6450;NIV;#N/A;NH
354950,11228398;6553163,56796523;126;6450-6450;NIV;#N/A;NH
354954,99334260;6553022,24828068;126;-;NIV;#N/A;#N/A
354955,48108702;6553191,38767651;126;6450-6450;NIV;#N/A;NH
344185,85704976;6554388,20823126;126;6439-6440;DEL;M7;M6
342194,50582974;6552117,01295403;126;6439-6448;DEL;M6;NF
365968,16681573;6572556,81583857;126;6391-6392;FIX;LW;LV
375986,49653895;6548773,99520015;126;6516-6517;FIX;O9;PA
374991,74151683;6546433,34305321;126;6517-6537;FIX;PA;PU
373903,30164203;6576576,88737583;126;6403-6404;FIX;L7;L8
384063,68295506;6562416,78073608;126;6478-6479;FIX;OA;N9
381251,19806705;6565118,07285966;126;6420-6479;FIX;MN;OA
381804,05904741;6562477,87536625;126;6479-6498;FIX;OA;OT
346600,95902256;6559368,28505607;126;6434-6442;FIX;M1;M9
375231,42427643;6551313,14487377;126;6513-6515;FIX;O6;O8
369851,91870771;6570483,91333965;126;6394-6394;NIV;#N/A;LX
346862,50674383;6552300,92688335;126;-;NIV;#N/A;#N/A
369651,94313627;6571630,47810668;126;6393-6393;NIV;#N/A;LW
372093,33760355;6568545,58031476;126;6395-6395;NIV;LY;#N/A
372148,66241235;6568765,67250829;126;6395-6395;NIV;LY;#N/A
344506,51485586;6563179,65150572;126;6427-6428;FIX;MU;MV
340189,50113875;6563102,81985676;126;6427-6430;DEL;MU;MX
343366,65418037;6565563,51268461;126;6375-6427;FIX;MU;LG
338076,77035003;6566080,92690156;126;6375-6376;DEL;LG;LH
349503,04091858;6578646,86919212;126;6355-6358;DEL;K0;KX
348383,67781955;6578151,70205695;126;6351-6355;FIX;KX;KT
346482,20223640;6579313,27100843;126;6347-6351;DEL;KT;KQ
343929,47098858;6577934,74599673;126;6347-6348;DEL;KR;KQ
342217,72791225;6576372,47136331;126;6348-6997;DEL;KR;SB
348713,40666911;6578422,17386702;126;-;NIV;#N/A;#N/A
347281,93358159;6578426,48143048;126;-;NIV;#N/A;#N/A
347562,69088928;6578406,64578601;126;-;NIV;#N/A;#N/A
363681,71168635;6558729,39614614;126;6436-6436;NIV;#N/A;M2
368532,80974687;6563613,59941524;126;6398-6400;DEL;L4;L2
362323,86799436;6573277,11023848;126;-;NIV;#N/A;#N/A
372290,45321689;6568588,27772655;126;6413-6413;NIV;#N/A;MF
369339,66051849;6564716,50924524;126;6414-6464;FIX;NV;MH
371307,17371712;6567272,57519107;126;6414-6414;NIV;MH;#N/A
372732,39847462;6565174,04292436;126;6414-6424;DEL;MH;MR
376527,16597723;6564677,44471612;126;6423-6424;FIX;MR;MQ
378071,21554474;6565275,25824240;126;6422-6423;FIX;MQ;MP
371281,25065783;6557462,27622747;126;6454-6477;DEL;N8;NL
344220,04389233;6567836,87793086;126;6374-6375;DEL;LG;LF
345362,38197684;6570297,11208345;126;6373-6374;FIX;LF;LE
345122,70333967;6572309,71951423;126;6357-6373;FIX;LE;KZ
346984,17555376;6573268,17473274;126;6356-6357;FIX;KZ;KY
349267,07142522;6574300,85644693;126;6352-6356;FIX;KY;KU
348009,84034501;6576043,31923860;126;6351-6352;DEL;KU;KT
344324,26490283;6568012,45183602;126;-;NIV;#N/A;#N/A
346951,77924570;6568792,32840035;126;6374-6383;FIX;LF;LN
348036,20501837;6571371,07752068;126;6356-6383;FIX;KY;LN
350222,68984702;6575271,16176385;126;6352-6353;DEL;KU;KV
351270,85285472;6576981,76502782;126;6353-6354;DEL;KV;KW
350291,18503048;6578015,53171369;126;6354-6355;DEL;KW;KX
364226,58499797;6577130,30696225;126;6363-6364;DEL;K6;K5
365446,92799391;6573878,08730739;126;6362-6363;FIX;K5;K4
370214,76018668;6559996,43543742;126;6465-6471;FIX;NW;N2
370408,10691443;6561013,30988288;126;6463-6471;FIX;NU;N2
368344,33975432;6566464,15453353;126;6396-6397;FIX;L0;L1
366743,21302441;6564974,30502823;126;6397-6401;DEL;L1;L5
366411,77529562;6562481,55906379;126;6399-6401;DEL;L5;L3
383386,08362357;6545324,27162198;126;6524-6540;DEL;PH;PX
384034,05578029;6546828,13472990;126;6524-6525;FIX;PI;PH
384612,11710040;6547699,24397522;126;6487-6525;DEL;OI;PI
384420,32412505;6551699,60671393;126;6488-6523;DEL;PG;OJ
381787,64882417;6555139,47726952;126;6522-6523;FIX;PF;PG
381457,10748946;6555766,00141702;126;6521-6522;FIX;PE;PF
379967,59036232;6557507,34746208;126;6474-6521;DEL;PE;N5
379277,56225863;6560545,10305654;126;6473-6474;DEL;N5;N4
382895,45690664;6547904,10612179;126;6525-6529;FIX;PI;PM
385835,79795251;6547880,99762356;126;6487-6487;NIV;#N/A;OI
364506,06230388;6550318,39774605;126;6504-6505;FIX;OZ;O0
362558,98110340;6547750,19399827;126;6505-6506;DEL;O0;O1
358510,26226328;6548645,94247776;126;6506-6507;DEL;O1;O2
354616,15558997;6550403,06803369;126;6500-6507;DEL;O2;OV
375361,40795389;6549378,70933642;126;6517-6518;FIX;PA;PB
345052,55883141;6574461,83050935;126;6348-6357;DEL;KR;KZ
347699,40342748;6578224,37567919;126;-;NIV;#N/A;#N/A
347713,19516148;6578278,68578517;126;-;NIV;#N/A;#N/A
379116,86742207;6552220,31852267;126;6523-6535;DEL;PS;PG
375025,58054845;6570542,13419498;126;6405-6407;DEL;MB;L9
376591,20943512;6573952,43365767;126;6405-6408;DEL;L9;MC
378431,03066943;6571814,84961621;126;6405-6406;FIX;MA;L9
378743,08786431;6572058,70304817;126;6406-6406;NIV;#N/A;M9
378845,09112263;6572077,77395547;126;6406-6406;NIV;#N/A;M9
371998,32969365;6561484,32030364;126;6471-6472;DEL;N2;N3
374214,08045266;6563155,48238415;126;6424-6472;FIX;N3;MR
374572,26863656;6560877,48906113;126;6472-6475;FIX;N3;N6
377151,58944759;6559110,78203295;126;6474-6475;DEL;N6;N5
374285,85107100;6558174,61631173;126;6475-6476;FIX;N6;N7
368443,60905532;6553936,73876792;126;6508-6509;DEL;O4;O3
360164,37135183;6555471,64853468;126;6468-6468;NIV;NZ;#N/A
387397,60887181;6558229,68526386;126;6481-6482;FIX;OC;OD
386302,43934359;6556115,68463786;126;6482-6483;FIX;OD;OE
387953,88763183;6555694,35509882;126;6482-6484;FIX;OF;OD
377848,20875460;6554357,70732512;126;6521-6521;NIV;#N/A;PE
342485,89895283;6554744,56540459;126;-;NIV;#N/A;#N/A
361575,62456122;6550511,10588504;126;6503-6506;FIX;OY;O1
363667,02931027;6574177,30748152;126;6363-6388;FIX;K5;LS
347032,60306509;6555014,44108011;126;6440-6441;FIX;M8;M7
350362,94319186;6559535,41906756;126;6433-6434;DEL;M0;M1
352119,21604879;6559949,38140928;126;-;NIV;#N/A;#N/A
350949,06293918;6569544,39057110;126;6381-6382;FIX;LM;LL
354816,62683649;6571666,20724065;126;6380-6381;DEL;LL;LK
357421,62884388;6572966,00492244;126;6380-6384;DEL;LK;LO
357957,01611452;6574178,90643312;126;6379-6384;FIX;LO;LJ
354844,17110904;6575675,96171844;126;6379-6379;NIV;LJ;#N/A
358808,56769818;6574075,47636679;126;6384-6384;NIV;LO;#N/A
357913,18128773;6573781,35258160;126;6384-6384;NIV;LN;#N/A
376737,26538082;6566248,44258570;126;6423-6426;FIX;MQ;MT
378268,96708106;6568141,80335012;126;6421-6426;FIX;MT;MO
367155,67324960;6567803,32259807;126;6397-6402;FIX;L1;L6
367511,62540733;6547589,41404668;126;6505-6520;DEL;O0;PD
359173,62530755;6552701,88011831;126;6499-6501;DEL;OU;OW
356834,10327071;6552576,78771672;126;6499-6502;DEL;OX;OU
359081,37581356;6553043,10143700;126;-;NIV;#N/A;#N/A
358853,93281493;6552472,72958535;126;-;NIV;#N/A;#N/A
382502,76534027;6575591,25339135;126;6409-6409;NIV;MD;#N/A
357433,93567154;6558469,25645233;126;6432-6435;FIX;MZ;M2
359109,73649017;6562708,85107130;126;6431-6435;DEL;MY;M2
358896,69676693;6565396,10862564;126;6390-6390;NIV;LT;#N/A
360260,83443978;6565457,37613660;126;6389-6390;DEL;LU;LT
361504,88181949;6567493,62684642;126;6386-6389;DEL;LT;LQ
363908,22712929;6564490,03240018;126;6389-6401;DEL;LT;L5
357805,30055860;6550280,67259096;126;6499-6507;FIX;O2;OU
370475,86368778;6556273,18240484;126;6455-6510;DEL;O5;NM
352552,51660533;6573804,43646249;126;6353-6381;FIX;LL;KV
357655,74332490;6568915,55698962;126;6380-6390;FIX;LK;LU
359331,70456398;6557911,49622577;126;6435-6438;FIX;M5;M2
376570,14981328;6582574,24402113;126;6339-6370;FIX;KJ;LB
351732,88943440;6577815,01421749;126;6354-6354;NIV;KV;#N/A
340632,44972330;6556407,84293971;126;6439-6528;FIX;M6;PL
364074,78700564;6558893,36359035;126;-;NIV;#N/A;#N/A
359564,66679708;6573886,63852470;126;-;NIV;#N/A;#N/A
379109,89069302;6571921,98819004;126;-;NIV;#N/A;#N/A
383673,58276196;6555688,85648314;126;6497-6522;FIX;PF;OS
383752,32670775;6569741,62268641;126;6417-6418;FIX;MK;ML
378287,90321789;6546447,79675920;126;6538-6543;FIX;P0;PV
377001,07541026;6547918,24967044;126;6516-6538;FIX;PV;O9
379126,21803123;6546602,66947201;126;6538-6539;FIX;PV;PW
340542,45689288;6570885,65745010;126;6372-6373;DEL;LE;LD
372782,40418700;6549270,59365127;126;6519-6519;NIV;PC;#N/A
380307,61278094;6567213,50803824;126;-;NIV;#N/A;#N/A
374404,13574276;6568795,97395094;126;6425-6426;FIX;MS;MT
349751,69748685;6556573,53800330;126;6443-6444;FIX;NA;NB
344670,16609391;6561946,79708074;126;6428-6428;NIV;MV;#N/A
341380,35888169;6602149,12709012;125;6100-6100;NIV;#N/A;D2
338173,95018852;6601777,44374773;125;6100-6103;DEL;D2;D4
374591,13167586;6641906,16828191;125;6067-6067;NIV;#N/A;C5
371712,93711860;6632407,38604323;125;6062-6063;FIX;C1;C0
370450,82347793;6632311,90578859;125;6062-6095;FIX;C0;DX
367189,24130590;6632563,46230689;125;6094-6095;DEL;DX;DW
365447,52464685;6632228,75759834;125;6093-6094;DEL;DW;DV
363692,28120873;6629996,92503083;125;6092-6093;FIX;DV;DU
361102,98885382;6627311,74790842;125;6089-6092;FIX;DU;DR
360317,19014319;6625155,70901131;125;6088-6089;DEL;DR;DQ
358697,74416883;6623287,70718013;125;6087-6088;FIX;DQ;DP
357816,04324886;6623896,64899788;125;6086-6087;FIX;DP;DO
357268,66008810;6625414,84033699;125;6085-6086;FIX;DO;DN
356385,79585539;6626432,65777395;125;6084-6085;FIX;DN;DM
354844,82565564;6626490,50592295;125;6083-6084;FIX;DM;DL
353531,44668222;6625541,42017768;125;6082-6083;FIX;DL;DK
354175,44610945;6623531,74883121;125;6081-6082;FIX;DK;DJ
354745,03355534;6621138,54223865;125;6079-6081;FIX;DJ;DH
355260,22450538;6619485,59915047;125;6079-6080;DEL;DH;DI
354780,20854484;6616704,22237065;125;6078-6080;FIX;DI;DG
354202,95135263;6615852,54877672;125;6077-6078;FIX;DG;DF
354056,48975497;6613537,20562935;125;6077-6114;DEL;DF;EF
351988,26617224;6612350,30587289;125;6113-6114;DEL;EF;EE
348316,68215744;6613973,64727924;125;6112-6113;DEL;EE;ED
345807,08781575;6615374,36725312;125;6017-6112;DEL;ED;BR
344511,47994868;6617467,22376434;125;6016-6017;FIX;BR;BQ
343831,80998600;6615248,95924350;125;6015-6016;DEL;BQ;BP
345155,23967979;6612250,63834669;125;6015-6111;DEL;BP;EC
346929,95894253;6609226,24186568;125;6110-6111;DEL;EC;EB
348256,79050827;6605241,60679095;125;6110-6116;FIX;EB;EH
350740,61407194;6603421,68567468;125;6116-6118;FIX;EH;EJ
351476,86634526;6603092,85180147;125;6118-6166;FIX;EJ;FS
352540,75450175;6601177,69025816;125;6166-6167;FIX;FS;FT
355788,07753703;6598873,54976928;125;6167-6168;FIX;FT;FU
357746,32640626;6601237,25946276;125;6168-6173;DEL;FU;FZ
360730,56268919;6604081,88825253;125;6172-6173;DEL;FZ;FY
363510,70036810;6603998,51184341;125;6171-6172;FIX;FY;FX
360666,17194267;6600674,96471308;125;6168-6171;FIX;FX;FU
357433,13171237;6597152,90657900;125;6168-6175;FIX;FU;F1
355069,59100965;6596046,56131198;125;6170-6175;FIX;F1;FW
351365,87313447;6595499,50528287;125;6170-6192;FIX;FW;GI
353450,75655760;6591891,13797041;125;6192-6193;FIX;GI;GJ
355589,50514155;6588515,25398136;125;6193-6194;FIX;GJ;GK
356762,47601321;6583708,84762373;125;6194-6203;DEL;GK;GT
359954,44720040;6582195,94226442;125;6202-6203;DEL;GT;GS
365550,97283371;6585364,62715061;125;6199-6201;FIX;GR;GP
363828,11808607;6587488,97546842;125;6199-6200;FIX;GP;GQ
366117,80750690;6590179,58101467;125;6200-6207;FIX;GQ;GX
369447,20139185;6592631,24830980;125;6206-6207;DEL;GX;GW
370016,70279014;6596848,59694664;125;6205-6206;FIX;GW;GV
368894,12684588;6599088,57266615;125;6187-6205;FIX;GV;GD
366152,72755838;6599261,38533926;125;6187-6188;FIX;GD;GE
364125,00910221;6600624,03074831;125;6171-6188;DEL;GE;FX
365035,01414437;6649565,91547104;125;-;NIV;#N/A;#N/A
376960,87527747;6649327,99113609;125;7153-7153;NIV;#N/A;SG
369466,45426624;6649047,95965828;125;5994-5995;FIX;A6;A7
368619,93426048;6646667,83561530;125;5995-5996;FIX;A7;A8
366340,25330430;6645486,20203733;125;5991-5996;FIX;A8;A3
363906,00143440;6645833,76964284;125;5990-5991;FIX;A3;A2
362575,75621927;6647323,97970741;125;5990-5993;FIX;A2;A5
360807,15265953;6648513,18102205;125;5988-5993;FIX;A5;A0
356044,89101457;6646563,27022285;125;5985-5988;FIX;A0;AX
353019,12556802;6642566,24257662;125;5984-5985;DEL;AX;AW
353510,45702310;6639264,66511927;125;5983-5984;FIX;AW;AV
351312,03913526;6640922,85192694;125;5982-5983;FIX;AV;AU
349638,74954806;6641194,94287045;125;5981-5982;FIX;AU;AT
348480,98112444;6639504,88325775;125;5980-5981;FIX;AT;AS
348006,84251275;6641764,55272729;125;5980-5987;FIX;AS;AZ
348813,33392390;6643432,17529024;125;5986-5987;FIX;AZ;AY
350413,37671683;6644361,00558438;125;5985-5986;FIX;AY;AX
375649,81552463;6610231,95505216;125;6164-6164;NIV;#N/A;FQ
375377,34182178;6610431,59234684;125;6163-6164;FIX;FQ;FP
373296,59052716;6610723,52938158;125;6162-6163;DEL;FP;FO
371315,95085083;6611708,94935787;125;6161-6162;FIX;FO;FN
370950,92743472;6612388,79800893;125;6160-6161;FIX;FN;FM
368364,34330148;6613401,60600082;125;6138-6160;FIX;FM;E1
369197,68757080;6615556,65947988;125;6137-6138;DEL;E1;E0
371204,35475825;6617883,20407033;125;6136-6137;DEL;E0;EZ
369744,70104832;6620497,14811850;125;6136-6142;DEL;EZ;E5
371974,61964977;6620641,27175688;125;6142-6143;FIX;E5;E6
373792,87581853;6622048,08947910;125;6143-6144;DEL;E6;E7
371203,30363707;6624336,40196280;125;6141-6145;FIX;E8;E4
367230,15022077;6623993,50082717;125;6140-6141;FIX;E4;E3
364782,34287299;6623020,23090971;125;6134-6140;DEL;E3;EX
363806,22399479;6621450,71577200;125;6134-6135;FIX;EX;EY
364311,51228550;6620496,12476259;125;6135-6139;FIX;EY;E2
366089,47587902;6617285,15597798;125;6138-6139;DEL;E2;E1
367184,94192049;6607767,31106374;125;6178-6178;NIV;#N/A;F4
367671,46637130;6606236,70647470;125;6178-6185;FIX;F4;GB
368592,51940121;6604661,54042726;125;6184-6185;DEL;GB;GA
370389,58210158;6605226,56282654;125;6183-6184;FIX;GA;F9
371241,30132701;6608140,20718144;125;6180-6181;FIX;F7;F6
369294,11309328;6607887,01587540;125;6179-6180;FIX;F6;F5
369263,34570544;6606111,95399518;125;6179-6184;FIX;F5;GA
370750,70033991;6603095,44794950;125;6184-6186;DEL;GA;GC
369096,58653625;6600958,44778299;125;6186-6187;DEL;GC;GD
377372,28034727;6600656,08141501;125;6211-6211;NIV;#N/A;G1
329223,02638585;6624539,58582272;125;5963-5963;NIV;#N/A;AE
328199,51765785;6622667,52769870;125;5960-5963;FIX;AE;AB
327136,38228644;6620264,48932771;125;5960-5961;FIX;AB;AC
328488,33634704;6617172,98771034;125;5961-6005;DEL;AC;BF
330601,84839779;6614234,80939132;125;6005-6006;DEL;BF;BG
334834,25598572;6615211,90349908;125;6006-6022;DEL;BG;BW
337186,69219115;6617748,16457735;125;6021-6022;DEL;BW;BV
336336,88246780;6619841,46090780;125;6021-6026;DEL;BV;B0
334049,26763964;6620886,06363791;125;6025-6026;FIX;B0;BZ
334299,15804293;6623128,44218607;125;6023-6025;FIX;BZ;BX
334294,23004093;6625325,51352501;125;6023-6031;FIX;BX;B5
334094,46079057;6625617,92769212;125;6030-6031;FIX;B5;B4
337062,70001840;6626484,05756071;125;6030-6039;FIX;B4;CD
340506,65420805;6625347,90814388;125;6038-6039;FIX;CD;CC
342344,25787118;6626868,41424105;125;6037-6038;FIX;CC;CB
341592,57004095;6631076,92910654;125;5971-6037;FIX;CB;AK
338468,23509252;6634006,61819104;125;5971-5972;FIX;AK;AL
335638,91059934;6632826,80727681;125;5972-5974;FIX;AL;AN
329364,31484599;6630886,01756597;125;5974-7088;DEL;AN;SE
326955,28315250;6628894,90763558;125;5976-7088;DEL;SE;AO
326577,94906352;6627756,01640833;125;5965-5976;DEL;AO;AG
325914,51797938;6626916,71595607;125;5964-5965;DEL;AG;AF
325070,73036764;6624125,85614557;125;5959-5964;DEL;AF;AA
325838,28348946;6621031,26206033;125;5959-5960;FIX;AA;AB
376339,38310574;6611583,38567489;125;6158-6158;NIV;FK;#N/A
378132,85091584;6615485,53161164;125;6158-6159;FIX;FL;FK
373837,45664304;6647400,46064378;125;6002-6004;FIX;BD;BE
371878,15228264;6646033,35436996;125;5997-6004;FIX;BE;A9
372687,17766933;6644722,16540046;125;5997-5998;DEL;A9;BA
368317,72501822;6606977,89544549;125;6178-6179;FIX;F5;F4
347877,47791120;6612799,76264774;125;6111-6112;DEL;EC;ED
368900,02184267;6589230,62940302;125;6207-6332;FIX;KC;GX
370261,62685174;6588077,63962592;125;6332-6333;FIX;KD;KC
371976,71053645;6589674,73613855;125;6333-6334;FIX;KE;KD
371812,40915835;6593411,54487977;125;6206-6334;DEL;GW;KE
365167,81653025;6632673,67517352;125;6053-6094;FIX;DW;CR
364689,99294094;6633571,98421614;125;6053-6056;FIX;CR;CU
365011,77025205;6635396,90148565;125;6055-6056;FIX;CU;CT
366086,24467055;6635874,17859532;125;6054-6055;FIX;CT;CS
365781,23363585;6634031,80055770;125;6053-6054;FIX;CS;CR
364173,92007166;6631440,25914123;125;6052-6053;FIX;CR;CQ
361677,53878975;6631143,79069519;125;6051-6052;DEL;CQ;CP
360005,39127167;6635374,14053921;125;6049-6051;DEL;CP;CN
356437,38062450;6638717,75366703;125;5984-6049;DEL;CN;AW
354769,72551313;6635709,39243584;125;5984-6050;DEL;AW;CO
352775,99404506;6634019,56103668;125;6046-6050;FIX;CO;CK
350350,90444879;6637451,83491417;125;5981-6046;FIX;CK;AT
351131,15414838;6639798,66598752;125;5981-5983;FIX;AT;AV
361563,82466448;6632868,81419853;125;6051-6057;FIX;CP;CV
362968,85645562;6635661,89583731;125;6057-6059;FIX;CV;CX
362630,10415364;6640969,20175175;125;5989-6059;DEL;CX;A1
362312,74529788;6644682,57612457;125;5989-5990;DEL;A1;A2
330367,74947450;6620162,63759590;125;5961-5962;DEL;AD;AC
333396,16037941;6621205,51017813;125;5962-6025;FIX;BZ;AD
369312,13599307;6644964,40279701;125;5996-5997;FIX;A8;A9
334553,67521906;6622954,62959295;125;6024-6026;FIX;B0;BY
334409,00284070;6625162,69786530;125;6023-6024;FIX;BY;BX
371311,54057023;6647815,29661070;125;5995-6004;FIX;BE;A7
366680,61147614;6635168,97862700;125;6054-6060;FIX;CS;CY
367057,19905495;6635142,90795754;125;6060-6064;FIX;CY;C2
366416,42070811;6635824,62126797;125;6064-6065;FIX;C2;C3
366692,31234917;6637071,13757727;125;6065-6071;DEL;C3;C9
369193,23751601;6638287,09159793;125;6069-6071;FIX;C9;C7
371286,38037741;6639565,85206902;125;6068-6069;DEL;C7;C6
372649,88902436;6640595,97055751;125;6067-6068;FIX;C6;C5
365564,42589820;6636924,90098601;125;6058-6065;FIX;CW;C3
364765,47544294;6637760,89908336;125;6058-6059;FIX;CW;CX
359919,24998967;6627146,88101631;125;6089-6090;FIX;DR;DS
361614,17246988;6628607,89178645;125;6052-6090;DEL;DS;CQ
370254,68080669;6649567,88919947;125;-;NIV;#N/A;#N/A
347334,82623599;6639890,32649241;125;5979-5980;FIX;AS;AR
347231,92260616;6638410,35841108;125;5979-6045;FIX;AR;CJ
345784,10467047;6634329,44942756;125;6040-6045;DEL;CJ;CE
345152,13476381;6628503,91131848;125;6037-6040;FIX;CE;CB
347118,58713326;6629155,33395009;125;6036-6040;FIX;CA;CE
349449,77920197;6629169,15659760;125;6036-6041;DEL;CF;CA
352460,36557775;6630750,28867909;125;6041-6043;FIX;CF;CH
351254,52357276;6633325,76847741;125;6043-6044;DEL;CH;CI
351559,86931561;6634360,75749679;125;6044-6046;FIX;CI;CK
370917,10742511;6600506,03159934;125;6186-6208;DEL;GY;GC
370488,45080732;6599370,50257294;125;6205-6208;FIX;GV;GY
338645,00062106;6624275,66643291;125;6035-6039;FIX;CD;B9
336486,78874225;6624485,68639385;125;6031-6035;FIX;B5;B9
340501,76938975;6623757,38898340;125;6034-6035;FIX;B9;B8
342320,24853895;6624915,06373066;125;6034-6038;FIX;B8;CC
342884,72216998;6624050,74066610;125;6032-6034;FIX;B8;B6
345610,61035289;6624459,18547120;125;6032-6033;FIX;B6;B7
350636,47230743;6625623,93919179;125;6033-6042;FIX;B7;CG
352300,88998244;6627783,09372525;125;6041-6042;FIX;CG;CF
347926,71718481;6624978,49012238;125;6033-6072;FIX;DA;B7
345608,84544283;6624370,93730443;125;6028-6072;FIX;DA;B2
343279,75108337;6624099,31688306;125;6028-6032;FIX;B2;B6
347970,92370619;6626756,82327870;125;6033-6036;FIX;B7;CA
354246,13463131;6631828,82676223;125;6048-6050;FIX;CO;CM
353057,54630316;6631955,74851888;125;6043-6048;FIX;CM;CH
363729,59440412;6587101,57695760;125;-;NIV;#N/A;#N/A
365492,70293663;6636726,43141223;125;6055-6058;FIX;CT;CW
368314,13946321;6634214,91464048;125;6060-6061;FIX;CY;CZ
369657,33179114;6633017,55240333;125;6061-6095;FIX;CZ;DX
356184,63888026;6622964,80805071;125;6081-6086;FIX;DJ;DO
372729,53841999;6628404,05322671;125;6150-6151;FIX;FD;FC
370214,39811396;6629208,58285408;125;6097-6151;FIX;DZ;FD
371270,54617027;6631142,24416679;125;6096-6097;FIX;DZ;DY
368655,11295504;6630102,83751637;125;6097-6098;FIX;D0;DZ
366494,67855611;6630547,86205669;125;6093-6098;FIX;DV;D0
357361,43378807;6631919,38569169;125;6047-6049;DEL;CN;CL
355887,45689182;6629250,81170019;125;6047-6048;DEL;CL;CM
353337,27658755;6597505,00135162;125;6169-6170;FIX;FW;FV
353405,79646090;6598481,66292585;125;6167-6169;FIX;FV;FT
375620,54841683;6613175,71388819;125;6157-6158;FIX;FK;FJ
373003,26115744;6614969,96298123;125;6137-6157;DEL;FJ;E0
367435,31323228;6635815,89162005;125;6064-6070;FIX;C2;C8
369358,59578317;6637988,20996815;125;6069-6070;FIX;C8;C7
367682,67525514;6636646,29421304;125;6070-6071;FIX;C8;C9
356683,71235943;6646894,15218940;125;-;NIV;#N/A;#N/A
359734,76845274;6621669,79842675;125;6088-6126;FIX;EQ;DQ
361342,72681495;6618151,62645674;125;6126-6128;FIX;ER;EQ
360402,24147058;6609823,27504093;125;6131-6132;FIX;EU;EV
361920,36901154;6609477,26740636;125;6130-6131;FIX;EU;ET
363570,47405560;6607732,79090955;125;6130-6176;FIX;ET;F2
365283,60945324;6606879,16413248;125;6176-6177;FIX;F2;F3
365837,39412941;6607558,77736146;125;6177-6177;NIV;F3;#N/A
364923,97783327;6611854,06940431;125;6129-6130;DEL;ES;ET
359700,63851078;6646015,67850398;125;5988-5989;FIX;A0;A1
362462,48159858;6626938,95444298;125;6092-6099;FIX;D1;DU
365340,17653526;6628079,64580705;125;6098-6099;FIX;D1;D0
368948,73169843;6612888,79613363;125;6129-6161;FIX;ES;FN
375514,14530574;6610222,05776193;125;6164-6164;NIV;#N/A;FQ
333437,07757627;6626917,59846473;125;5969-6030;FIX;B4;AJ
333729,21127766;6628340,60854111;125;5969-5977;FIX;AJ;AP
337081,55813993;6630993,47389783;125;5971-5977;FIX;AP;AK
349669,84759167;6592961,35718202;125;6191-6192;FIX;GI;GH
350736,97980672;6590095,09306328;125;6191-6195;FIX;GH;GL
348878,99962383;6587626,18397796;125;6195-6196;FIX;GL;GM
357902,41519394;6604926,35631491;125;6173-6174;DEL;FZ;F0
356271,81304172;6606493,89947561;125;6165-6174;DEL;F0;FR
353840,94531094;6607759,21068284;125;6115-6165;FIX;FR;EG
353475,54904445;6609247,57060350;125;6114-6115;FIX;EG;EF
358969,21534380;6607770,98843006;125;6131-6174;DEL;F0;EU
348687,84611112;6624342,21220241;125;6072-6073;FIX;DA;DB
349695,92726335;6622672,12212427;125;6073-6074;FIX;DB;DC
347382,25518550;6621107,75456713;125;6027-6074;FIX;DC;B1
345120,95517872;6621423,68229325;125;6018-6027;DEL;B1;BS
344846,74885439;6619420,06428493;125;6017-6018;DEL;BS;BR
350676,52173393;6625552,48036991;125;6072-6083;DEL;DL;DA
341347,09494644;6618100,83883047;125;6016-6020;DEL;BQ;BU
338479,62520384;6619647,35677295;125;6019-6020;FIX;BU;BT
338331,63050108;6622150,86094695;125;6019-6029;FIX;BT;B3
340826,28075831;6623721,48838788;125;6028-6029;FIX;B3;B2
344294,72957617;6622719,01109163;125;6027-6028;FIX;B2;B1
325389,07672868;6628481,70980964;125;5965-7087;FIX;AG;SD
322001,23513826;6627363,02129459;125;7087-7426;DEL;SD;T0
317496,49207191;6622948,69322331;125;5966-7426;DEL;T0;AH
365390,52040318;6647526,39661979;125;5991-5992;FIX;A3;A4
364215,50525929;6649403,78819762;125;5992-5993;FIX;A4;A5
353131,09510383;6619513,23446575;125;6075-6079;DEL;DD;DH
351635,08083101;6618125,40136783;125;6075-6076;FIX;DE;DD
350107,25504744;6616070,41037166;125;6076-6113;DEL;EE;DE
366624,28390219;6606263,95443164;125;6177-6185;FIX;GB;F3
362879,16445903;6618069,14023221;125;6128-6139;DEL;E2;ER
