XCoord;YCoord;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
348235,78766341;6578757,94927706;0; ;NEW;0R;0O
347797,17509985;6578430,69990571;0; ;NEW;0R;0S
347918,41388935;6579414,73892519;0; ;NEW;0M;0N
347844,93219280;6578847,43457257;0; ;NEW;0N;0R
346159,64891707;6579529,33885562;0; ;NEW;0N;KQ
349467,73163096;6582388,20999228;0; ;NEW;WP;0T
350063,86722599;6579827,65477937;0; ;NEW;0T;K0
349588,89311379;6578683,00799260;0; ;NEW;0P;K0
348696,93997842;6578307,54739650;0; ;NEW;0P;KX
348039,79654489;6578436,83010576;0; ;NEW;KT;0R
347962,28712659;6578207,93435766;0; ;NEW;KT;0Q
350308,62990630;6578020,68629869;0; ;NEW;KX;KW
349894,16694691;6577461,08681354;0; ;NEW;KX;0V
351287,04541618;6577249,57737959;0; ;NEW;KW;0V
346228,65667591;6576634,21800493;0; ;NEW;0S;0K
348120,38004363;6576058,52155545;0; ;NEW;0Q;KU
351238,91786253;6576453,58513551;0; ;NEW;0V;KV
352101,64854310;6578037,81714791;0; ;MIS;KW;K1
354564,98482994;6575834,42247285;0; ;NEW;KW;0W
357586,65885636;6574201,46975414;0; ;NEW;0W;LJ
356025,50982899;6573434,99648492;0; ;NEW;0X;0W
347731,84493852;6578211,56856830;0; ;NEW;0Q;0S
321835,11865783;6587990,35314434;0; ;MIS;J1;KA
323067,27956732;6551818,86574732;0; ;MIS;RZ;RX
322436,74524043;6549240,31914095;0; ;MIS;RZ;RY
320121,68325681;6552561,11756835;0; ;MIS;RZ;R0
315026,11731922;6603623,33376373;0; ;MIS;6R;IT
354787,19439699;6575714,33747577;0; ;DEL;KW;LJ
315965,62691261;6623123,32251817;0; ;MIS;HG;T0
359718,13324093;6574102,14820565;0; ;NEW;LJ;LS
358779,56564263;6574077,44976318;0; ;NEW;LO;0U
359593,17003453;6574472,73492767;0; ;NEW;0U;YY
355885,53823548;6571978,46739484;0; ;NEW;LK;0X
354360,55542486;6571183,50295598;0; ;NEW;0X;LL
362307,10482865;6570238,16916618;0; ;NEW;LQ;WN
360426,54702693;6572209,11810008;0; ;NEW;0U;WN
362097,52740069;6572363,12152043;0; ;NEW;WN;LR
350214,92971731;6575276,00883889;0; ;NEW;KU;KV
357464,99297551;6572964,58783664;0; ;NEW;LK;LO
360939,89712629;6574628,71672322;0; ;NEW;YY;LS
359957,00245659;6575904,43579865;0; ;NEW;0Y;YY
359614,15424746;6577814,15586046;0; ;NEW;K7;0Y
358805,84043845;6581556,07138769;0; ;MIS;K2;0Z
356715,10835933;6583734,05463780;0; ;NEW;GK;0Z
359896,05097121;6583264,50408916;0; ;NEW;0Z;00
360406,94608893;6581272,16085850;0; ;NEW;K7;00
363279,27010593;6583985,14093351;0; ;NEW;00;GR
367195,01390162;6583601,45860636;0; ;NEW;KM;GR
372870,75865526;6582580,15710508;0; ;NEW;KL;KK
372295,31604429;6586525,18203311;0; ;NEW;01;KD
375047,17617526;6585525,20271183;0; ;NEW;01;02
374125,28068366;6584659,23788856;0; ;NEW;KK;01
376470,91388157;6585680,78382016;0; ;NEW;02;03
377280,24722174;6585276,74047639;0; ;NEW;KI;03
379307,09027512;6586571,52506316;0; ;NEW;03;6Q
381431,07401047;6586799,25973813;0; ;NEW;04;05
380299,38015902;6585433,08084231;0; ;NEW;K8;05
383147,31079081;6585066,30644752;0; ;NEW;05;S5
379939,98193542;6583418,63896072;0; ;NEW;K8;06
380518,45320671;6581620,85920757;0; ;NEW;06;07
383132,60228170;6582341,54884518;0; ;NEW;06;S7
379344,23801739;6578065,37675670;0; ;NEW;08;09
380242,24857714;6580892,81299362;0; ;NEW;07;08
379278,94871994;6581215,32199619;0; ;NEW;LB;07
376532,94609362;6579766,65209000;0; ;NEW;LC;LB
381834,34757891;6578730,97833498;0; ;NEW;08;MF
380641,65117317;6573563,01671275;0; ;NEW;MA;MD
378915,06565305;6571993,74771794;0; ;NEW;MA;MI
383680,35715921;6576812,41591239;0; ;NEW;TZ;TB
380303,46310931;6575489,90155058;0; ;NEW;09;ME
377472,83740177;6576446,71163828;0; ;NEW;09;MC
369071,88752179;6578529,86013411;0; ;NEW;1D;K3
368888,10075325;6581146,92045185;0; ;NEW;KM;1D
366899,45398391;6579396,62280834;0; ;NEW;1D;1E
362597,23001180;6577520,30987500;0; ;NEW;0Y;1E
362197,18831679;6573505,88556251;0; ;NEW;LS;LR
364619,38512577;6570086,51863801;0; ;NEW;L6;LQ
364063,93743881;6572982,33721014;0; ;NEW;LR;LV
365670,95402251;6572902,85446885;0; ;NEW;LV;K4
365859,03338320;6576649,36069228;0; ;NEW;1E;K5
370725,23906264;6573695,98209204;0; ;NEW;L7;6P
384272,01739321;6578115,46392208;0; ;MIS;TY;TZ
384885,14014693;6579024,93560856;0; ;NEW;TZ;TE
371113,66263953;6570977,55073963;0; ;NEW;LX;MB
369887,38203350;6570372,16936797;0; ;NEW;1G;6P
371793,13499647;6568777,19012958;0; ;NEW;1G;LZ
370176,96997866;6567386,33569089;0; ;NEW;1G;L0
370826,95136471;6566999,13334549;0; ;NEW;LZ;L2
332683,02313200;6573936,76401414;0; ;NEW;WS;UN
380662,76113585;6589487,13253051;0; ;NEW;KG;04
384314,83082497;6566499,18543662;0; ;NEW;1F;1I
384457,77977713;6567792,50301254;0; ;NEW;1F;ML
382255,11338888;6567948,85193154;0; ;NEW;1F;MM
385278,31509130;6567110,81858793;0; ;NEW;1I;ML
385856,89404646;6565897,93476514;0; ;NEW;1I;TJ
372301,11054499;6569270,06085574;0; ;NEW;MB;LZ
372933,97483237;6567334,98199821;0; ;NEW;MG;1J
390288,31770502;6559368,67526248;0; ;NEW;OB;TO
390112,20174912;6554729,81075937;0; ;NEW;OF;1M
386712,70827859;6554415,01767309;0; ;NEW;OE;1K
386920,05124541;6552955,68995525;0; ;NEW;1K;1L
388792,45443628;6553243,65290802;0; ;NEW;1L;1M
390999,88190284;6553071,39699334;0; ;NEW;1M;OG
387790,12632929;6551701,40727718;0; ;NEW;1L;OK
385739,77221005;6552640,74600756;0; ;NEW;1K;1N
386431,65846396;6548430,07408481;0; ;NEW;TW;OJ
385210,75230527;6546946,86591771;0; ;NEW;1O;PH
385833,83436220;6547880,26581461;0; ;NEW;OI;1O
385839,56900659;6550190,26370943;0; ;NEW;1N;OJ
385173,57746855;6547812,24348717;0; ;NEW;1P;OI
384019,98144080;6547580,07075422;0; ;NEW;1P;PI
383931,64768666;6545780,78521387;0; ;NEW;PH;1Q
382730,50037256;6544775,69688083;0; ;NEW;1Q;PX
382214,32965981;6549902,52838335;0; ;NEW;1P;1R
378428,10368190;6551600,13016557;0; ;NEW;1R;1S
376509,61984891;6550638,67037442;0; ;NEW;1S;PS
376604,12688863;6551703,57314990;0; ;NEW;1S;1T
373061,80558552;6555063,94991157;0; ;NEW;1V;1U
373588,91160677;6553750,66360150;0; ;NEW;O7;1V
374380,80498535;6553196,41218614;0; ;NEW;O8;1U
372875,97184035;6556148,47998056;0; ;NEW;1U;N8
371954,53796754;6556378,43706841;0; ;NEW;1X;N8
372197,06733569;6556803,14197894;0; ;NEW;N8;1Y
371215,15681813;6557624,44382193;0; ;NEW;1Y;1Z
369536,58346853;6557451,69097095;0; ;NEW;NM;1Z
369934,39168622;6558548,05295918;0; ;NEW;1Z;NX
370155,80773754;6556489,86896364;0; ;NEW;NM;1X
366997,20345639;6558136,92232743;0; ;NEW;1Z;10
375575,34729645;6552796,89448144;0; ;NEW;O7;1T
378545,73663047;6554848,71428747;0; ;NEW;PE;1T
383506,21532024;6552740,72222736;0; ;NEW;PG;1N
380868,45597315;6553458,64838040;0; ;NEW;PG;1R
378701,67587002;6560778,86296543;0; ;NEW;N4;12
379426,73372123;6557826,14942034;0; ;NEW;PE;12
376655,60863614;6559050,88094933;0; ;NEW;N6;12
372554,91595091;6557343,05566498;0; ;NEW;1Y;N7
372283,92187597;6561376,43349973;0; ;NEW;N2;N3
374066,43362113;6564694,59172887;0; ;NEW;1J;MR
371808,25094104;6565505,05185189;0; ;NEW;1J;MH
371379,98646309;6567364,93657067;0; ;MIS;MG;MH
368177,68837641;6562690,30147160;0; ;NEW;NV;13
367181,35159082;6562540,53058186;0; ;NEW;14;15
365970,84090188;6560521,59555600;0; ;NEW;10;13
366973,70117599;6561572,01165629;0; ;NEW;L3;L4
368738,24919415;6563953,49423495;0; ;NEW;L2;14
366412,27484660;6563036,16009791;0; ;NEW;15;L5
366762,91815499;6564861,67294163;0; ;NEW;L1;L5
366101,75570917;6561505,04672748;0; ;NEW;L3;16
366256,22378478;6562096,98941866;0; ;NEW;15;16
364700,95222106;6562587,50309735;0; ;NEW;16;17
365190,75338706;6563710,90097582;0; ;NEW;L5;17
363864,81680750;6564552,25600182;0; ;NEW;17;18
362865,60056992;6567378,53642886;0; ;NEW;LQ;18
362389,79568345;6565329,83014297;0; ;NEW;18;19
361352,87602816;6567671,13883411;0; ;NEW;LQ;19
360161,64492550;6565459,55226309;0; ;NEW;LU;19
390136,17711147;6551787,26041623;0; ;NEW;OH;TX
387231,44449447;6549061,84072868;0; ;NEW;1O;OK
383642,89034462;6545136,45752790;0; ;NEW;1Q;2A
377030,53247995;6540402,46463581;0; ;NEW;2C;2B
378313,50510065;6541797,97278865;0; ;NEW;PY;2C
376284,14683982;6542146,98696048;0; ;NEW;PU;2C
375051,19698116;6539336,67197997;0; ;NEW;2C;PZ
373748,41802650;6536783,01843333;0; ;NEW;2D;2E
370849,48711162;6537523,14671064;0; ;NEW;2D;2F
373556,87165746;6538091,36563399;0; ;NEW;PZ;2D
369878,26348866;6541912,63347485;0; ;NEW;PT;2G
368806,81428692;6547354,01596369;0; ;NEW;2H;PD
373073,08976317;6549369,17576747;0; ;MIS;PC;PB
357206,88066285;6564854,89101283;0; ;NEW;MY;LU
359925,93594976;6563086,21116012;0; ;NEW;LU;2I
358132,04100469;6560232,58375649;0; ;NEW;2K;2J
360335,81111518;6560604,28187625;0; ;NEW;2I;2J
356723,70658028;6562200,04821628;0; ;NEW;MY;2K
355606,20448611;6563611,61407712;0; ;NEW;MY;2L
353470,81403184;6565194,55054801;0; ;NEW;2L;0I
353686,47523149;6562207,14996672;0; ;NEW;2M;2L
355989,75027064;6559969,88556744;0; ;NEW;MZ;2K
359592,57129920;6559291,06322491;0; ;NEW;2J;M2
353341,59636715;6554639,06641349;0; ;MIS;NC;NH
354953,73292542;6553193,50272233;0; ;MIS;NH;OX
357414,39592624;6554297,17215435;0; ;MIS;NH;NI
350385,80856072;6560124,03830211;0; ;NEW;M1;2M
360167,53297691;6555459,63890130;0; ;MIS;NI;NZ
359372,59161598;6556988,57085728;0; ;NEW;M5;M4
362363,89589394;6559857,10398918;0; ;NEW;2R;2I
364041,60451727;6558203,08720704;0; ;NEW;2Q;2T
363753,36841243;6557939,64772069;0; ;NEW;2T;2P
363466,57826188;6558292,91839573;0; ;NEW;2P;2O
363801,92584887;6558262,84843108;0; ;NEW;2Q;2P
363153,42107365;6558394,09125734;0; ;NEW;2R;2O
364001,33352990;6558601,69786998;0; ;NEW;11;2Q
364035,39117120;6558921,55309611;0; ;NEW;10;11
363981,89767913;6558787,60638582;0; ;NEW;2S;11
363562,31389601;6558590,85212209;0; ;NEW;2S;2O
363685,31092268;6558729,28329341;0; ;MIS;M3;2S
363278,16823674;6558554,65560744;0; ;NEW;2R;M3
361496,44076740;6557567,31640283;0; ;NEW;M4;2R
364578,24688378;6557724,08350795;0; ;NEW;2T;2U
366921,63312436;6557329,47404750;0; ;NEW;2U;NM
363280,26900683;6554564,59016898;0; ;NEW;2V;2W
364209,53024429;6557181,76487482;0; ;NEW;2U;2V
361863,97877243;6556216,25738029;0; ;NEW;2V;NZ
361742,50355788;6553380,74444729;0; ;NEW;OW;2W
366073,37948442;6555803,66665840;0; ;NEW;2U;2X
368893,04784137;6553999,80840076;0; ;NEW;2X;O4
366969,49342682;6553752,70387678;0; ;NEW;2X;O3
363087,10578937;6552101,55775962;0; ;NEW;2W;OY
367250,71851290;6545584,84403426;0; ;NEW;2H;2G
365770,08448976;6547855,60477337;0; ;NEW;2H;O0
362344,51838334;6545599,35689101;0; ;NEW;2Y;2Z
365161,63853451;6544355,73832494;0; ;NEW;2Z;2G
363650,05454961;6547945,12614667;0; ;NEW;O0;2Y
361087,35858968;6547487,27261639;0; ;NEW;O1;2Y
358566,68122017;6548838,12145809;0; ;NEW;O1;O2
359551,20995422;6552091,31073873;0; ;NEW;OU;20
360226,56647509;6553666,31102592;0; ;NEW;20;OW
358825,82731474;6552910,69199750;0; ;NEW;20;21
357682,69135560;6551936,07853840;0; ;NEW;OU;21
356422,35784203;6552900,70851895;0; ;NEW;OX;21
353045,60149931;6551388,60091898;0; ;NEW;OV;22
355210,95923891;6550029,10173576;0; ;NEW;22;O2
351915,64233789;6550423,99642774;0; ;NEW;22;23
352208,52928780;6552123,14013581;0; ;NEW;OV;23
349363,45141821;6551637,92680541;0; ;NEW;0E;23
318970,35156019;6625222,33085244;0; ;NEW;T0;25
319066,80323843;6625074,70141566;0; ;NEW;Z2;24
319655,38531833;6625618,11565621;0; ;NEW;24;25
321870,18085123;6624452,63908289;0; ;NEW;24;26
326829,48373332;6623776,79914756;0; ;NEW;26;AE
325794,63221167;6625093,42439064;0; ;NEW;AF;26
324105,70187079;6622835,99766981;0; ;NEW;26;AA
331279,47332796;6623103,18558547;0; ;NEW;AD;AE
326331,57093770;6627082,44784931;0; ;NEW;29;3A
325677,12571873;6627480,22647259;0; ;NEW;AG;3A
324469,30722584;6627408,58495740;0; ;NEW;3A;3B
321449,04086777;6627012,23962782;0; ;NEW;25;3B
324343,91504151;6629148,02668421;0; ;NEW;3B;SD
326387,06164276;6627790,22842258;0; ;NEW;AG;3C
327631,52467942;6628132,56617568;0; ;NEW;AO;3D
328068,46444020;6628759,45014605;0; ;NEW;3D;3E
329014,27998099;6629035,20759133;0; ;NEW;3E;3F
329963,15981562;6629572,38454099;0; ;NEW;3F;3G
329635,59389276;6630858,98593971;0; ;NEW;3G;3H
327584,57313250;6630991,79960678;0; ;NEW;SE;3H
327332,65589492;6629868,19761546;0; ;NEW;SE;3E
326977,80458737;6629053,25341333;0; ;NEW;SE;3D
328408,90030431;6627763,81497633;0; ;NEW;AO;3I
329662,64823413;6628360,21709827;0; ;NEW;3I;3F
331194,85032527;6627757,60014428;0; ;NEW;AJ;3I
331468,00243444;6630744,32406833;0; ;NEW;3G;AN
330725,81714718;6632425,56493476;0; ;NEW;3H;3J
332648,07207714;6632178,80467849;0; ;NEW;3J;AN
334926,24279876;6634730,79232144;0; ;NEW;3J;AM
342581,95467648;6638936,05937264;0; ;NEW;AQ;3K
343912,99584841;6637634,97488663;0; ;NEW;3K;3L
344707,16709816;6635247,45297421;0; ;NEW;3L;3M
346978,57118797;6633281,60508121;0; ;NEW;3M;3N
349829,15871493;6632814,56622945;0; ;NEW;3N;3O
351176,39706649;6633443,63519036;0; ;NEW;3O;CI
351291,68835120;6633269,00096648;0; ;NEW;3O;CH
349287,28124316;6630812,61850176;0; ;NEW;3N;3P
345937,17226119;6631834,09378477;0; ;NEW;3M;CE
348365,69142602;6628976,89893699;0; ;NEW;CA;3P
350496,89327021;6629354,87257722;0; ;NEW;3P;CF
346109,88356433;6636365,86044299;0; ;NEW;3L;CJ
341545,55173082;6620545,70551528;0; ;NEW;BT;3Q
344938,50960838;6620751,90905272;0; ;NEW;B1;3Q
352304,14645333;6624888,66864062;0; ;NEW;3Z;DK
351280,41914353;6625181,81862327;0; ;NEW;33;3Z
352234,80053715;6625986,29104988;0; ;NEW;DL;33
349536,69368895;6625234,75339069;0; ;NEW;DA;33
351476,03306059;6624697,23994120;0; ;NEW;3Z;30
350409,97041236;6624236,59968319;0; ;NEW;DB;30
351995,14459216;6621572,88057610;0; ;NEW;31;30
353403,47178134;6617991,41012859;0; ;NEW;31;32
351965,70644309;6618378,16113810;0; ;NEW;DD;31
351043,75181984;6618990,62458224;0; ;NEW;DD;3T
349821,16710308;6620442,51420559;0; ;NEW;DC;3T
348959,35533056;6618753,63107498;0; ;NEW;3S;3T
346338,43203234;6617972,29622473;0; ;NEW;3S;3R
344799,33999625;6618787,13250569;0; ;NEW;3Q;3R
344968,48270474;6617637,31872043;0; ;NEW;3R;BR
343049,45204083;6618137,31304136;0; ;NEW;BQ;3V
340062,69518194;6618071,88020714;0; ;NEW;3V;BU
337270,64097890;6617280,12169461;0; ;NEW;3W;3X
337167,76191732;6618337,18824907;0; ;NEW;BV;3X
336429,45210328;6618955,81880841;0; ;NEW;3Y;3X
337108,26351969;6619594,18162293;0; ;NEW;BV;3Y
335357,96302989;6620231,68056148;0; ;NEW;B0;3Y
329719,68342908;6620148,71978961;0; ;NEW;34;35
331630,67643658;6620337,17870795;0; ;NEW;34;AD
328438,08935893;6619895,99974493;0; ;NEW;AC;34
329839,90843701;6618242,66839430;0; ;NEW;35;36
328221,13212287;6617589,82243813;0; ;NEW;AC;4A
329614,06774625;6615393,87587651;0; ;NEW;4A;4B
330422,23750236;6614428,21705692;0; ;NEW;BG;4B
331322,55065482;6615426,66760292;0; ;NEW;36;4C
326848,86658717;6614320,81856669;0; ;NEW;BI;4A
331457,60142490;6613894,33224170;0; ;NEW;BG;4C
332853,99271527;6614565,50586083;0; ;NEW;4C;39
333986,81503286;6614958,32212990;0; ;NEW;38;39
335978,19400937;6615588,41075949;0; ;NEW;38;3W
339981,15512717;6616476,66361862;0; ;NEW;3V;3W
338354,48725005;6615533,35335451;0; ;NEW;3W;BO
332592,46869309;6618267,15492134;0; ;NEW;35;38
333596,23371049;6613252,13046595;0; ;NEW;BH;39
334121,82569485;6611227,12801438;0; ;NEW;BH;WF
337732,87381237;6612237,22519790;0; ;NEW;WF;BO
341532,76274637;6602403,76509382;0; ;DEL;D2;D9
337263,74193952;6605884,35239878;0; ;NEW;V1;4D
337171,81476831;6609029,77535395;0; ;NEW;WF;4D
340110,01547975;6605070,56859745;0; ;NEW;4D;EA
340204,95884447;6607873,45756625;0; ;NEW;4D;4E
341517,33078657;6610286,89292484;0; ;NEW;4E;4F
340151,21745959;6613215,88155010;0; ;NEW;BO;4F
342205,83684923;6612139,46243926;0; ;NEW;4F;BP
343561,29502294;6614437,11001587;0; ;NEW;BP;4I
344281,09698129;6616576,33683670;0; ;NEW;BQ;4I
344752,32655429;6615513,54213484;0; ;NEW;4I;4J
345038,36076422;6616485,77716542;0; ;NEW;4J;BR
346349,58086515;6614614,38444686;0; ;NEW;4J;ED
344652,88405693;6612232,57418479;0; ;NEW;BP;4H
347118,79653073;6613345,73400242;0; ;NEW;4H;ED
346469,98265002;6612699,31472587;0; ;NEW;4H;4G
346913,20188422;6609700,43678917;0; ;NEW;4G;EB
344389,96185402;6610443,95747995;0; ;NEW;4E;4G
348272,62973213;6614706,27026101;0; ;NEW;ED;3U
350379,33282342;6616620,86733254;0; ;NEW;3U;DE
348367,51476333;6616640,43789474;0; ;NEW;3S;3U
349529,26800044;6613747,71764173;0; ;NEW;ED;4K
352922,85783963;6611689,55766129;0; ;NEW;4K;EF
352536,57792910;6613773,95022730;0; ;NEW;4K;4L
353790,86134123;6615345,25825329;0; ;NEW;DF;4L
353989,15618691;6613070,91236749;0; ;NEW;4L;EF
344721,01605317;6597781,78657022;0; ;MIS;SC;EN
347987,19547703;6593211,61061719;0;6190-6191;FIX;GG;GH
343540,31562448;6601139,57205240;0; ;DEL;D9;EN
344148,39790901;6601724,41995637;0; ;NEW;EA;EN
368312,46279446;6586683,77205179;0; ;DEL;GP;KC
367756,46585404;6586687,80153409;0; ;NEW;GP;KC
378730,92020590;6590387,49061226;0; ;NEW;KG;4N
374454,69228704;6587657,00018198;0; ;NEW;4O;02
375954,88456070;6589164,82410020;0; ;NEW;4O;4N
373950,98605236;6590028,46484775;0; ;NEW;4O;4P
373777,56542616;6591249,92217288;0; ;NEW;KE;4P
374503,99594661;6592090,42409138;0; ;NEW;4P;KF
376266,54832573;6591383,35072915;0; ;NEW;4N;KF
376823,59446604;6594779,21430173;0; ;NEW;GZ;4Q
378295,73701856;6595430,41710066;0; ;NEW;4Q;G0
376255,97063645;6595967,47215674;0; ;NEW;4Q;4R
375137,30610728;6594686,26651344;0; ;NEW;GZ;4R
374381,30227077;6595396,39539931;0; ;NEW;4R;4S
373133,91033937;6594764,86241969;0; ;NEW;4S;4T
370717,71495859;6594410,50783148;0; ;NEW;GW;4T
372735,60656483;6592574,62499938;0; ;NEW;4T;KE
369550,20340759;6592632,10035754;0; ;NEW;GW;GX
373815,75581008;6596012,34992737;0; ;NEW;4S;4U
372230,53530549;6598339,62682918;0; ;NEW;GY;4U
373744,67371616;6598969,62124337;0; ;NEW;4U;4V
375231,89434531;6600868,97172789;0; ;NEW;4V;G1
373071,49456255;6601972,45905109;0; ;NEW;4V;4W
371966,43215188;6601196,17090607;0; ;NEW;4W;43
371022,46055255;6599887,18777497;0; ;NEW;43;GY
370908,62756747;6600556,02819204;0; ;NEW;GC;43
369791,62381236;6601400,08658337;0; ;NEW;4X;GC
368264,60012376;6600429,78911422;0; ;NEW;GD;4X
364264,20992041;6599788,03858239;0; ;NEW;GE;4Z
363850,67708813;6602273,42692322;0; ;NEW;FX;4Z
357741,30853133;6601035,93390986;0; ;NEW;FU;44
357236,08725619;6604683,12377137;0; ;NEW;44;45
360513,02865621;6604051,53946788;0; ;NEW;FY;44
356230,11503037;6606512,17678358;0; ;NEW;FR;45
358941,09666335;6607729,57155508;0; ;NEW;45;EU
368026,14832970;6604809,81486818;0; ;NEW;GB;42
369148,16915346;6604516,07279923;0; ;NEW;GA;42
368378,84372760;6603985,74649471;0; ;NEW;41;42
365572,55334595;6601987,61664036;0; ;FUT;4Z;4Y
367962,28950115;6602070,09833490;0; ;FUT;4Y;4X
367737,70894028;6603120,15246244;0; ;FUT;4Y;41
369772,17052610;6603450,06735603;0; ;NEW;40;41
372049,19671855;6603311,50970237;0; ;NEW;4W;40
370912,35917227;6602358,63078711;0; ;NEW;GC;40
370501,75560488;6604214,18324853;0; ;NEW;GA;40
370116,86253106;6609627,94096602;0; ;NEW;46;F6
373049,63752688;6608361,95610073;0; ;NEW;F7;47
373041,65675405;6609331,83636820;0; ;NEW;47;48
374081,43274651;6609746,28995253;0; ;NEW;48;FP
373095,12883868;6609885,03433681;0; ;NEW;48;49
372293,84029910;6610830,45382163;0; ;NEW;FO;49
373954,55109499;6610653,58513799;0; ;NEW;49;FP
376581,94242782;6609451,54751379;0; ;NEW;FQ;SY
376299,41701212;6611510,20951332;0; ;NEW;FQ;FK
366559,18411642;6609845,42054751;0; ;NEW;5A;5B
365835,69415677;6607559,21169513;0; ;NEW;5A;F3
367389,22059426;6607498,96294601;0; ;NEW;5A;F4
363978,22518238;6611156,28355493;0; ;NEW;ET;5B
365644,15183255;6612379,14547323;0; ;NEW;5B;1C
369403,74328242;6615222,99958928;0; ;NEW;E1;5C
373334,11477819;6614810,14804409;0; ;NEW;5C;FJ
364939,88268917;6614882,75134506;0; ;NEW;ER;ES
356290,97893330;6615252,95088423;0; ;NEW;DG;EW
354898,86030335;6617895,67684843;0; ;NEW;DI;32
355336,53543672;6619824,41936131;0; ;NEW;DH;32
353333,67367127;6619710,54334338;0; ;NEW;31;DH
357813,31271104;6617652,43336455;0; ;NEW;5D;5E
355677,47081257;6617829,78441091;0; ;NEW;DI;5E
357091,84692966;6618542,75230933;0; ;NEW;5E;5F
357783,14708066;6621268,47346770;0; ;NEW;DP;5F
358420,04434043;6618739,78256204;0; ;NEW;5G;5F
359508,01651928;6618741,15267835;0; ;NEW;5G;5D
359760,20833045;6619526,58570045;0; ;NEW;5G;EQ
359102,73101089;6615109,70907552;0; ;NEW;5D;EW
362957,03382009;6616320,27031498;0; ;NEW;ER;5H
362877,11583904;6618114,82139703;0; ;NEW;E2;5H
364148,90990201;6617197,79350061;0; ;NEW;5H;5I
366801,80155598;6618867,72425882;0; ;NEW;5I;5J
364890,62006572;6619142,17277419;0; ;NEW;5I;E2
366476,59819976;6616685,65787209;0; ;NEW;E1;5I
371240,98931764;6617597,57986401;0; ;NEW;5C;EZ
368913,47867666;6619463,03135696;0; ;NEW;5J;EZ
361764,87745707;6620678,33683425;0; ;MIS;EX;EQ
363508,71912866;6622213,80674573;0; ;NEW;EX;5M
365167,65025599;6623264,23212723;0; ;NEW;5M;E3
362469,55105781;6623866,75580680;0; ;NEW;5M;5N
359781,79734001;6623682,33709032;0; ;NEW;DQ;5N
360444,74591881;6625506,94645087;0; ;NEW;DR;5N
364237,48234792;6625847,23669893;0; ;NEW;FE;D1
368647,76480823;6623135,99235794;0; ;NEW;E4;5O
370004,26146670;6621814,82154592;0; ;NEW;5O;E5
369723,90074945;6621067,64340381;0; ;NEW;E5;5Q
367383,29991370;6621890,37225572;0; ;NEW;E3;5Q
369761,07712230;6620119,60725458;0; ;NEW;5Q;EZ
371588,80710734;6622359,65363842;0; ;NEW;5O;5P
373634,00413982;6621609,87829057;0; ;NEW;E6;5P
373971,90243063;6622543,60320956;0; ;NEW;E7;5P
378345,56984527;6622317,44333008;0; ;NEW;E7;SS
365597,15894536;6631898,63959801;0; ;NEW;5T;DV
365406,57985886;6632318,01834130;0; ;NEW;DW;5T
366004,35939556;6632096,52848285;0; ;NEW;5T;5U
365794,32024804;6632797,40486215;0; ;NEW;DW;5U
367893,77030268;6632445,30557477;0; ;NEW;5U;DX
376407,08781819;6633019,47419275;0; ;NEW;5V;5Z
371934,02291042;6632580,04528518;0; ;NEW;C1;5V
372062,30397607;6633459,46656844;0; ;NEW;5V;5W
370539,76272456;6636192,60825655;0; ;NEW;5X;5W
371474,28837196;6639639,18018170;0; ;NEW;5X;C6
372709,80383394;6640158,30379262;0; ;NEW;5X;C4
373856,88712951;6637751,37407968;0; ;NEW;C4;5W
371345,96519864;6639606,10719888;0; ;NEW;C6;5Y
371186,85022219;6639496,28635659;0; ;NEW;5Y;C7
361703,33596421;6629803,08571402;0; ;NEW;50;51
362558,62012835;6629409,27857609;0; ;NEW;CQ;50
360845,67490506;6627955,80292712;0; ;NEW;50;DS
362556,11875311;6630525,36475595;0; ;NEW;CQ;51
361169,47674343;6631500,41382294;0; ;NEW;CP;51
370529,55631051;6639910,17191374;0; ;NEW;5Y;5S
369172,32961136;6640294,21066157;0; ;NEW;5R;5S
370422,21849003;6640799,88739638;0; ;FUT;5S;53
372819,68530289;6642449,22400664;0; ;FUT;53;6M
369892,23624873;6643170,40832794;0; ;FUT;53;6N
370310,40735669;6644647,54513731;0; ;NEW;A9;6N
372800,80061833;6644725,40246038;0; ;NEW;6N;BA
375347,96228653;6644479,42900038;0; ;NEW;BA;6M
362672,57799979;6644933,85148403;0; ;NEW;A2;56
361307,53742848;6643980,62778200;0; ;NEW;A1;56
363570,31927083;6639320,76697614;0; ;NEW;CX;57
362929,82347018;6640297,24979446;0; ;NEW;57;55
363971,03345460;6641153,51215134;0; ;NEW;54;55
363151,60288066;6643125,71264742;0; ;NEW;56;54
366946,25648960;6641545,40908842;0; ;NEW;54;5R
367140,51296694;6638957,97744718;0; ;NEW;5R;52
366231,09069853;6636943,93994732;0; ;NEW;C3;52
360253,07770726;6638564,47378285;0; ;NEW;57;58
360480,38716030;6635176,17164113;0; ;NEW;58;CP
354614,72856264;6634122,57215398;0; ;NEW;6G;CO
356358,12214137;6635615,28570165;0; ;NEW;6G;59
354936,47687949;6637375,58398774;0; ;NEW;AW;6G
357520,29951605;6636236,80797943;0; ;NEW;1H;6A
356729,16861279;6640009,53550486;0; ;NEW;6C;6B
356901,86727173;6638402,82610091;0; ;NEW;6A;6C
357171,46724387;6638363,62092002;0; ;NEW;6A;6B
351571,00212685;6642157,25481304;0; ;NEW;6F;AU
