XCoord;YCoord;FID;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
313934,22786532;6569941,41174320;787;127;6582-6583;FIX;Q2;Q1
312382,66659972;6566088,89450395;788;127;6582-6591;FIX;Q1;Q9
310790,11319097;6566257,97142920;789;127;6590-6591;DEL;Q9;Q8
305901,51518463;6563462,49923780;790;127;6588-6590;DEL;Q8;Q6
303029,46242031;6559390,95256373;791;127;6587-6588;DEL;Q6;Q5
303328,60859578;6557435,70779424;792;127;6584-6587;FIX;Q5;Q3
304415,86471508;6553343,44931800;793;127;6584-6606;DEL;Q3;RM
306939,13360169;6550412,80543901;794;127;6605-6606;FIX;RM;RL
310015,65040803;6550769,57609671;795;127;6605-6608;DEL;RL;RO
310138,20840023;6553603,68392528;796;127;6607-6608;DEL;RO;RN
307951,94901917;6555213,15191031;797;127;6595-6607;FIX;RN;RD
308273,72297455;6557789,19517989;798;127;6594-6595;FIX;RD;RC
308477,40809729;6560369,52045384;799;127;6593-6594;DEL;RC;RB
306061,98153506;6560471,07927866;800;127;6588-6593;DEL;RB;Q6
309610,44172306;6549302,71934465;801;127;6605-6996;FIX;RL;SA
312577,36523860;6549599,97934579;802;127;6598-6996;DEL;SA;RF
314144,14172874;6549346,34759275;803;127;6598-6599;FIX;RF;RG
314240,06343819;6548730,84248515;804;127; ;NEW;RG;YF
315394,67220277;6545884,28307126;805;127;6600-6602;DEL;RH;RJ
317282,55885379;6544978,80476062;806;127;6601-6602;DEL;RJ;RI
317220,02758872;6548663,05140541;807;127;6600-6601;DEL;RI;RH
314416,59465041;6573139,76465091;808;127;6568-6583;FIX;QN;Q2
311642,19479738;6570965,20045007;809;127;6568-6569;FIX;QO;QN
307897,77912048;6570946,18206744;810;127;6569-6570;DEL;QO;QP
305964,92654715;6573401,76751077;811;127;6570-6571;FIX;QP;QQ
303740,78031969;6570993,32556461;812;127;6571-6572;DEL;QR;QQ
301699,22382365;6569126,73182494;813;127;6572-6573;FIX;QS;QR
301091,54190100;6568600,83740433;814;127;6573-6574;FIX;QT;QS
299343,16535965;6567172,63713177;815;127;6555-6574;DEL;QT;QA
296695,65373325;6565366,82152340;816;127;6554-6555;FIX;QA;P9
294815,66830346;6566547,47784342;817;127;6553-6554;FIX;P9;P8
293078,92144373;6567616,48067437;818;127;6548-6553;FIX;P8;P3
291579,70537041;6572594,05435045;819;127;6305-6548;DEL;P3;JL
294578,20831755;6578569,06276289;820;127;6304-6305;DEL;JL;JK
296738,70698042;6580849,31362172;821;127;6297-6304;DEL;JK;JD
300806,82396432;6557597,81510413;822;127;6586-6587;FIX;Q4;Q5
297605,75086849;6556758,74152978;823;127;6557-6586;DEL;Q4;QC
296800,69528168;6559413,14052426;824;127;6557-6558;FIX;QC;QD
294861,27792818;6563053,41038262;825;127;6558-6560;DEL;QD;QF
291724,86970876;6563445,61333948;826;127;6560-6561;FIX;QF;QG
293854,67228785;6561408,26384955;827;127;6556-6561;FIX;QG;QB
296446,12047201;6559252,67957788;828;127;6556-6557;FIX;QB;QC
292298,06793390;6573574,26408913;829;127;6549-6549;NIV;#N/A;P4
292229,62097490;6573726,02737375;830;127;6549-6549;NIV;#N/A;P4
295242,19806521;6564905,06375788;831;127;6554-6554;NIV;P9;#N/A
310027,12342839;6567814,27119685;832;127;6569-6590;FIX;Q8;QO
291818,25867930;6565417,54621061;833;127;6548-6560;DEL;QF;P3
314691,14880070;6549959,76850082;834;127;6597-6598;FIX;RF;RE
315636,76572634;6551915,71500187;835;127;6597-6622;FIX;RE;R1
316777,99849796;6556418,54431113;836;127;6610-6622;DEL;RQ;R1
320290,03144000;6562389,86248459;837;127;6611-6630;DEL;R8;RR
319820,62028000;6566429,53395982;838;127;6580-6630;FIX;QZ;R8
319411,36718123;6569737,00671156;839;127;6579-6580;FIX;QY;QZ
321157,42415308;6570798,97115999;840;127;6578-6579;FIX;QX;QY
323675,63828950;6572403,00161190;841;127;6495-6578;FIX;OQ;QX
324225,54958607;6575623,57951733;842;127;6495-6577;DEL;QW;OQ
321393,73253066;6562726,37559521;843;127;6626-6630;DEL;R8;R4
321227,86700827;6568478,52528434;844;127;6579-6624;FIX;QY;R2
323221,23217291;6569537,73401327;845;127;6578-6624;DEL;R2;QX
314242,05243490;6551132,79965050;846;127;6597-6609;FIX;RE;RP
310946,73429810;6556124,01915130;847;127;6594-6609;DEL;RP;RC
321551,18108468;6562623,66266698;848;127;6629-6629;NIV;#N/A;R7
322420,61800860;6565044,11112826;849;127;6624-6629;DEL;R7;R2
325031,55372005;6565339,22953653;850;127;6624-6625;FIX;R2;R3
321837,36990391;6587991,08882784;851;127;6321-6321;NIV;J1;KA
322134,33962924;6588149,79130122;852;127;-;NIV;#N/A;#N/A
321567,40291832;6590356,01978863;853;127;6286-6323;FIX;I2;J3
321874,43525521;6589281,85176563;854;127;6323-6331;FIX;J3;KB
318817,88051016;6569579,31277268;855;127;6580-6581;FIX;Q0;QZ
316509,04873947;6567114,32820007;856;127;6581-6582;FIX;Q0;Q1
317733,98986643;6570874,82150921;857;127;6576-6581;FIX;QV;Q0
334293,92503241;6592566,44493562;858;127;-;NIV;#N/A;#N/A
319913,58785240;6561131,66169856;859;127;-;NIV;#N/A;#N/A
325300,40069788;6595947,39118231;860;127;6283-6284;FIX;I0;IZ
325752,62942480;6598894,35305926;861;127;6283-6292;FIX;IZ;I8
324168,51593593;6601781,47929180;862;127;6287-6292;FIX;I8;I3
323038,12918760;6604256,41590972;863;127;6287-6288;FIX;I3;I4
319236,32654989;6607786,56965712;864;127;6232-6288;DEL;I4;HM
317309,64739662;6611082,72913083;865;127;6231-6232;FIX;HM;HL
318751,40970590;6612196,00258943;866;127;6231-6291;FIX;HL;I7
322387,84123752;6612301,12549746;867;127;6008-6291;FIX;I7;BI
325483,44683146;6611702,99558770;868;127;6008-6009;FIX;BI;BJ
327776,67481302;6610235,84741448;869;127;6009-6010;DEL;BJ;BK
326571,23465401;6606712,40754198;870;127;6010-6289;FIX;BK;I5
325127,66088364;6607625,27863007;871;127;6289-6290;FIX;I5;I6
325407,49287591;6609480,72167881;872;127;6009-6290;FIX;I6;BJ
326090,35146467;6559752,88563643;873;127;6532-6613;FIX;PP;RT
327371,01911252;6591662,13338152;874;127;6461-6461;NIV;#N/A;NS
329230,42295672;6593452,27497298;875;127;6460-6461;FIX;NS;NR
299489,58445987;6588053,73389760;876;127;6256-6295;DEL;H9;JB
307181,17836970;6553315,44366851;877;127;6606-6607;DEL;RM;RN
302079,69161372;6555234,50093763;878;127;6584-6586;DEL;Q3;Q4
305834,07121800;6555429,32499153;879;127;6584-6595;FIX;Q3;RD
319513,03182230;6579909,83486017;880;127;6316-6319;FIX;JW;JZ
332347,85599907;6576963,72293650;881;127;6469-6491;DEL;N0;OM
337947,07305714;6576863,30153832;882;127;6469-6997;FIX;N0;SB
339036,70098202;6579939,81256273;883;127;6350-6997;FIX;SB;KS
337478,04794800;6585167,96163435;884;127;6344-6913;DEL;KO;R9
336977,77074669;6587446,11224067;885;127;6913-6913;NIV;R9;#N/A
336412,39020283;6585850,25235074;886;127;6467-6913;DEL;R9;NY
320580,63524419;6556120,55781415;887;127;6615-6621;DEL;R0;RV
318189,43233103;6554470,77614310;888;127;6621-6622;DEL;R1;R0
293718,91282218;6586368,73639633;889;127;6293-6294;DEL;I9;JA
289698,07814582;6587832,66233139;890;127;6244-6293;DEL;HX;I9
302021,83596877;6592807,77328149;891;127;6239-6254;DEL;H7;HS
300318,68187683;6593678,44707240;892;127;6239-6240;FIX;HS;HT
302398,36001224;6594720,71653265;893;127;6239-6257;FIX;IA;HS
303186,25010370;6596244,41363715;894;127;6245-6257;FIX;HY;IA
303990,20507223;6595593,38003996;895;127;6252-6257;FIX;IA;H5
329760,77957562;6563015,54571634;896;127;6526-6533;DEL;PQ;PJ
333822,52593935;6563426,42610644;897;127;6526-6527;DEL;PJ;PK
308371,30707036;6574382,75779468;898;127;6567-6570;FIX;QP;QM
310109,92722036;6575638,72274520;899;127;6566-6567;FIX;QL;QM
307926,60937956;6577409,05609643;900;127;6565-6566;FIX;QK;QL
304817,82508207;6576138,01756225;901;127;6564-6565;FIX;QJ;QK
304820,62276486;6574187,45591206;902;127;6564-6571;FIX;QQ;QJ
303548,90735447;6574696,38083448;903;127;6563-6564;DEL;QJ;QI
302782,26295580;6574773,57545746;904;127;6562-6563;DEL;QI;QH
301976,30352498;6576920,34143624;905;127;6302-6562;FIX;JI;QH
302543,92026756;6578884,05827964;906;127;6301-6302;FIX;JH;JI
304471,01382856;6578079,58916650;907;127;6301-6565;FIX;QK;JH
323500,40931825;6555462,21718027;908;127;6614-6617;FIX;RW;RU
325013,58346441;6553805,52802880;909;127;6617-6618;DEL;RX;RW
326800,67520095;6553327,26371129;910;127;6544-6618;FIX;RX;P1
311633,68148734;6578921,65533993;911;127;6306-6566;DEL;JM;QL
314093,44040275;6585955,50221821;912;127;6307-6314;FIX;JU;JN
313565,88954906;6608173,35654157;913;127;6218-6219;DEL;G8;G9
309601,01046855;6611262,11611852;914;127;6215-6218;FIX;G8;G5
306979,16345335;6611689,57125871;915;127;6214-6215;FIX;G4;G5
305924,08694799;6611866,24543376;916;127;6212-6214;FIX;G4;G2
313091,43099901;6610412,40704133;917;127;6218-6233;DEL;HN;G8
312792,67103484;6612451,35926007;918;127;6223-6233;FIX;HD;HN
311794,80159116;6614873,62545155;919;127;6223-6224;FIX;HE;HD
313207,45433998;6617491,76904499;920;127;6224-6225;DEL;HF;HE
316394,02724916;6620097,99014167;921;127;6225-6227;DEL;HH;HF
318124,71943980;6620881,22808910;922;127;5966-6227;DEL;HH;AH
319713,47193404;6620466,40331331;923;127;5966-5967;FIX;AH;AI
320368,30637706;6618913,92483265;924;127;5967-6228;FIX;AI;HI
318636,76083945;6615774,04009269;925;127;6228-6230;FIX;HK;HI
316737,69710197;6612365,52546877;926;127;6230-6231;FIX;HL;HK
320126,07266939;6618405,27182241;927;127;6228-6229;FIX;HI;HJ
318687,56511801;6619515,53040554;928;127;6227-6229;DEL;HJ;HH
313966,47114421;6614168,61922842;929;127;6223-6230;FIX;HD;HK
315727,83748469;6617122,05365256;930;127;6224-6229;FIX;HJ;HE
310878,58395330;6615149,47629973;931;127;6216-6224;FIX;HE;G6
308093,67480728;6613429,75521196;932;127;6215-6216;FIX;G5;G6
306976,61235258;6610831,58710918;933;127;6213-6214;FIX;G3;G4
303687,31812193;6608236,25764761;934;127;6153-6213;DEL;FF;G3
298827,03858821;6605328,70820858;935;127;6124-6153;FIX;FF;EO
297224,27948725;6602243,73747641;936;127; ;NEW;EM;EO
299441,92465129;6607912,89411327;937;127;6153-6154;DEL;FF;FG
301283,77251957;6611403,36354447;938;127;6154-6204;DEL;FG;GU
295856,40230708;6608826,40949023;939;127;6125-6154;DEL;FG;EP
290333,19326115;6605681,15608742;940;127;6119-6125;DEL;EP;EK
291461,89441130;6598403,10423372;941;127;6119-6234;FIX;EK;HO
290057,54500215;6595097,92507405;942;127;6234-6234;NIV;HO;#N/A
294714,09482441;6595933,32495704;943;127;6234-6236;FIX;HP;HO
320042,36195386;6549155,29302797;944;127;6601-6620;FIX;RI;RZ
320881,68869875;6550349,96687667;945;127;6620-6620;NIV;RZ;RZ
323099,28146717;6551840,09620077;946;127;6618-6618;NIV;RZ;RX
325219,11598728;6549685,64885497;947;127;6618-6619;FIX;RX;RY
320983,29022640;6546384,12197240;948;127;6601-6619;DEL;RY;RI
322752,27654329;6546797,43048932;949;127;-;NIV;#N/A;#N/A
322672,21548307;6546819,44492375;950;127;-;NIV;#N/A;#N/A
322436,74524043;6549240,31914096;951;127;6619-6619;NIV;RY;RZ
320121,68325681;6552561,11756835;952;127;6621-6621;NIV;RZ;R0
303539,18512787;6579977,96131666;953;127;6300-6301;FIX;JG;JH
293052,82980683;6559166,92762370;954;127;6556-6561;DEL;QG;QB
321761,78475223;6562617,32210889;955;127;6629-6629;NIV;#N/A;R7
309591,09528372;6594156,84206526;956;127;6264-6265;DEL;IH;IG
312039,32322900;6591477,21416488;957;127;6264-6312;DEL;IG;JS
298915,83507967;6597779,18050379;958;127;6238-6246;FIX;HR;HZ
297615,63350639;6598746,17454528;959;127;6156-6238;FIX;FI;HR
296982,22984860;6600568,31279189;960;127; ;NEW;UC;FI
299394,76849213;6601328,50855658;961;127;6121-6248;DEL;H1;EM
303256,92106605;6602359,39214902;962;127;6222-6248;FIX;HC;H1
304733,60339379;6603902,55710282;963;127;6221-6222;FIX;HB;HC
296764,52518129;6600125,46740427;964;127;6155-6156;FIX;FH;FI
296326,93909779;6600322,24456603;965;127;6120-6155;DEL;EL;FH
296287,15799394;6601091,03241857;966;127;6120-6121;DEL;EM;EL
299788,05191324;6595646,98368328;967;127;6238-6239;FIX;HS;HR
327815,14177568;6594250,00302311;968;127;6461-6462;FIX;NT;NS
310621,57133923;6586826,65647491;969;127;6310-6311;FIX;JQ;JR
313572,59772538;6593842,97040406;970;127;6263-6264;DEL;IG;IF
325971,67005175;6555022,94615160;971;127;6545-6617;FIX;P2;RW
332921,06496599;6581130,61706919;972;127;6492-6492;NIV;#N/A;ON
321295,40467298;6602199,40153219;973;127;6280-6287;DEL;IW;I3
304936,94689050;6583847,75284600;974;127;6299-6309;FIX;JF;JP
293107,22903094;6600849,97497425;975;127;6119-6120;DEL;EL;EK
308684,79330223;6615850,35531511;976;127;6216-6217;FIX;G6;G7
312463,45417364;6551393,90002460;977;127;6608-6609;DEL;RP;RO
323407,58836664;6597119,98490991;978;127;6282-6283;FIX;IZ;IY
316234,79264593;6602078,94288910;979;127;6277-6278;DEL;IT;IU
314301,22930333;6600863,84813353;980;127;6276-6277;FIX;IS;IT
314383,39798734;6599383,28654423;981;127;6275-6276;FIX;IS;IR
314584,04094347;6597665,18735129;982;127;6271-6275;FIX;IR;IN
315026,11731922;6603623,33376373;983;127;6277-6277;NIV;G9;IT
311128,10605470;6544284,47454808;984;127;6602-6603;DEL;RJ;RK
310652,55189922;6548405,10657293;985;127;6603-6996;FIX;SA;RK
312263,48295666;6548070,86505688;986;127;6599-6603;DEL;RK;RG
294194,70317539;6575132,03331585;987;127;6549-6550;DEL;P5;P4
296010,74456279;6573488,39496358;988;127;6550-6551;FIX;P5;P6
299832,94083534;6573747,46575031;989;127;6551-6562;DEL;QH;P6
329365,66342283;6605844,00879601;990;127;6010-6011;DEL;BL;BK
333695,51540646;6568371,50236957;991;127;6376-6377;FIX;LI;LH
333909,97636106;6567616,51780912;992;127;6376-6493;FIX;LH;OO
332849,84297338;6566242,74037647;993;127;6493-6526;DEL;OO;PJ
295078,98697676;6598593,14249706;994;127;6155-6234;FIX;HO;FH
298257,51294174;6570944,49967966;995;127;6551-6552;FIX;P6;P7
299563,65095183;6569135,07562442;996;127;6552-6574;FIX;P7;QT
291962,45063900;6581800,96219883;997;127;6293-6305;DEL;I9;JL
326745,10177701;6589354,40117609;998;127;6324-6325;FIX;J5;J4
325795,45522364;6574304,63272917;999;127;6490-6495;FIX;OQ;OL
324920,97191720;6573072,66680492;1000;127;6494-6495;FIX;OP;OQ
327210,87041524;6572821,57542378;1001;127;6494-6496;FIX;OP;OR
310997,49272472;6561334,72896312;1002;127;6592-6593;DEL;RA;RB
313261,33700715;6563392,12791027;1003;127;6591-6592;FIX;RA;Q9
315122,91940859;6560050,76049089;1004;127;6592-6610;DEL;RQ;RA
312277,48389140;6574615,73129267;1005;127;6567-6568;FIX;QM;QN
297204,47324073;6595915,89235021;1006;127;6237-6238;FIX;HR;HQ
299724,55336032;6577705,47797557;1007;127;6302-6303;FIX;JI;JJ
296519,51992481;6577299,45811099;1008;127;6303-6550;FIX;JJ;P5
297125,80869814;6578460,92844691;1009;127;6303-6304;FIX;JJ;JK
315381,97480923;6610878,55864461;1010;127;6232-6233;FIX;HN;HM
297898,99421937;6563173,65787820;1011;127;6555-6559;DEL;QE;QA
297127,48494119;6559695,58765462;1012;127;6558-6559;FIX;QD;QE
314304,36159615;6620307,41799595;1013;127;6225-6226;DEL;HF;HG
315964,07969105;6623122,24495944;1014;127;6226-6226;NIV;#N/A;HG
302181,45032281;6605105,72911077;1015;127;6153-6222;FIX;HC;FF
308235,06941850;6594906,83430815;1016;127;6266-6267;DEL;IJ;II
323483,14552799;6606710,50943808;1017;127;6288-6289;FIX;I4;I5
313325,82931359;6599970,01855122;1018;127;6269-6276;FIX;IL;IS
335880,22891268;6594502,95328752;1019;127;6105-6458;FIX;NP;D6
319522,31502226;6589154,75864447;1020;127;6322-6323;DEL;J3;J2
302274,61231377;6571832,61065768;1021;127;6563-6572;DEL;QI;QR
303375,66276301;6562503,61340938;1022;127;6589-6589;NIV;#N/A;Q7
300211,07742332;6561247,95729611;1023;127;6559-6589;DEL;QE;Q7
302719,22579066;6565654,29520838;1024;127;6573-6589;DEL;Q7;QS
303417,59914536;6562519,12718888;1025;127;-;NIV;#N/A;#N/A
343926,74788852;6585215,05773739;1026;127;6197-6343;DEL;KN;GN
345116,93998618;6590690,92808174;1027;127;6189-6197;DEL;GN;GF
346061,90188495;6587426,53736247;1028;127;6196-6197;DEL;GN;GM
296213,62505996;6569460,01813751;1029;127;6552-6553;FIX;P8;P7
302072,92702702;6600361,30182986;1030;127;6247-6248;NIV;H1;H0
328607,98711080;6569559,38605438;1031;127;6493-6494;DEL;OO;OP
295824,07454132;6605925,11729093;1032;127;6124-6125;DEL;EO;EP
337300,81751063;6589169,10299261;1033;127;6346-6346;NIV;#N/A;KO
316099,24162766;6597621,44615837;1034;127;6259-6275;DEL;IB;IR
321207,13679118;6560693,06200664;1035;127;6612-6612;NIV;RS;#N/A
321687,99882858;6610248,26891627;1036;127;6290-6291;FIX;I6;I7
301789,17237420;6585287,92357119;1037;127;6296-6298;DEL;JE;JC
373773,28490282;6622029,24220421;1038;219;6143-6143;NIV;#N/A;E6
376582,57144918;6619344,12343884;1039;219;6143-6159;FIX;E6;FL
379807,38850604;6617735,70193107;1040;219;6159-7168;FIX;FL;SV
381508,64531918;6619291,59990713;1041;219;7167-7168;FIX;SV;SU
381574,67972383;6622208,51785494;1042;219;7165-7167;FIX;SU;SS
378884,09837532;6622208,63965111;1043;219;7165-7165;NIV;SS;#N/A
375435,82761088;6622906,34532564;1044;219;6144-6144;NIV;#N/A;E7
374623,49445774;6623598,43243449;1045;219;6144-6145;FIX;E7;E8
375111,31058581;6625482,27160771;1046;219;6145-6147;FIX;E9;E8
380126,03347778;6626210,80758817;1047;219;6147-7163;FIX;E9;SQ
383127,91203975;6629414,27683800;1048;219;7164-7164;NIV;SR;#N/A
378134,31559777;6615488,30753835;1049;219;6159-6159;NIV;#N/A;FL
389851,06621102;6560074,55190474;1050;219;6480-6480;NIV;#N/A;OB
389734,33447419;6559052,76931383;1051;219;6480-6480;NIV;#N/A;OB
385505,95504018;6566641,75255177;1052;219;7192-7192;NIV;#N/A;TJ
387033,89138936;6565100,80574822;1053;219;7192-7196;FIX;TJ;TN
386550,76124677;6563271,72196315;1054;219;6478-7196;FIX;TN;N9
387459,25591889;6561063,16754426;1055;219;6478-6481;FIX;N9;OC
389135,76318076;6560072,53761834;1056;219;6480-6481;FIX;OC;OB
383118,60223661;6582481,26493241;1057;219;6367-6367;NIV;#N/A;K8
380221,30903711;6583719,55124857;1058;219;6366-6367;DEL;K9;K8
378073,37448220;6584738,20594603;1059;219;6338-6366;FIX;K8;KI
380186,90367885;6591280,28953839;1060;219;6336-6337;FIX;KG;KH
381653,64806106;6591529,84864372;1061;219;6337-7175;FIX;KH;S2
382947,04583655;6593472,94222745;1062;219;7175-7176;FIX;S2;S3
383444,42119614;6595432,16685234;1063;219;7176-7176;NIV;S3;#N/A
390415,48424819;6559158,81061231;1064;219;7197-7197;NIV;#N/A;TO
391430,43001594;6556304,36597638;1065;219;7197-7201;FIX;TO;TS
391984,69084651;6553404,86547234;1066;219;7201-7201;NIV;TS;#N/A
374249,31428946;6609847,87693849;1067;219;6163-6163;NIV;#N/A;FP
375376,53948088;6610432,82822596;1068;219;6163-6163;NIV;#N/A;FP
373088,95664075;6608569,97211984;1069;219;6181-6181;NIV;#N/A;F7
372503,69487879;6607150,50932299;1070;219;6181-6182;FIX;F8;F7
371623,58322426;6606248,44997922;1071;219;6182-6183;FIX;F9;F8
374239,50516970;6603018,83514956;1072;219;6183-6211;FIX;G1;F9
377770,13958334;6598210,87564993;1073;219;6211-6211;NIV;#N/A;G1
378848,22554151;6595921,72422602;1074;219;-;NIV;#N/A;#N/A
382167,34537491;6585195,10998871;1075;219;7178-7178;NIV;#N/A;S5
385323,23525757;6587466,14099312;1076;219;7178-7179;FIX;S5;S6
384698,30177744;6590501,75820335;1077;219;7175-7179;FIX;S6;S2
382427,76193890;6597316,77678535;1078;219;7177-7177;NIV;#N/A;S4
381232,64944136;6600511,47908402;1079;219;7174-7177;FIX;S4;S1
378812,63684946;6601590,14872632;1080;219;6211-7174;FIX;S1;G1
384866,28385244;6582052,74388743;1081;219;7180-7180;NIV;#N/A;S7
385825,30372136;6581396,09112747;1082;219;7180-7189;FIX;S7;TG
385193,84513326;6579738,33014490;1083;219;7189-7210;FIX;TG;TY
383629,15382188;6577248,06844208;1084;219;6411-7210;FIX;TY;MF
382837,12657461;6576037,20244573;1085;219;6409-6411;FIX;MF;MD
382653,86480281;6575675,16640145;1086;219;7184-7184;NIV;#N/A;TB
382507,18331417;6575161,76631093;1087;219;7184-7185;FIX;TB;TC
382069,74047869;6573379,72624099;1088;219;6416-7185;FIX;TC;MJ
383440,94463433;6574241,35055780;1089;219;7186-7186;NIV;#N/A;TD
385087,95912652;6574241,35754203;1090;219;7182-7186;FIX;TD;S9
386050,03440466;6576025,39546906;1091;219;7182-7183;FIX;S9;TA
386272,38717782;6578449,67721220;1092;219;7183-7187;FIX;TA;TE
384160,88076548;6577701,29289822;1093;219;7184-7187;DEL;TE;TB
387314,25819968;6581883,89092806;1094;219;7188-7191;FIX;TF;TI
387723,67584363;6581324,06357856;1095;219;7190-7191;FIX;TI;TH
386768,66978678;6580599,23591492;1096;219;7187-7190;FIX;TH;TE
386935,48038922;6581712,47457020;1097;219;7188-7189;FIX;TF;TG
389872,97563771;6556604,98287755;1098;219;6484-6484;NIV;OF;#N/A
391791,48070940;6551856,35210730;1099;219;7202-7203;FIX;TT;TU
390146,86335521;6549176,07545144;1100;219;7203-7204;FIX;TU;TV
386778,76413176;6547111,77546375;1101;219;7204-7205;FIX;TV;TW
387473,05374749;6549290,42034118;1102;219;6489-7205;DEL;TW;OK
389227,00866999;6551461,23880135;1103;219;6486-6489;DEL;OH;OK
390023,71302171;6552040,33192494;1104;219;6486-6486;NIV;OH;#N/A
382644,11991755;6624030,45357262;1105;219;7165-7166;FIX;ST;SS
375603,13781086;6610296,82445481;1106;219;6164-6164;NIV;#N/A;FQ
375514,14530574;6610222,05776193;1107;219;6164-6164;NIV;#N/A;FQ
379010,04128416;6608426,80902338;1108;219;7170-7171;FIX;SY;SX
381385,47884280;6615297,48386572;1109;219;7168-7169;FIX;SW;SV
381463,68008179;6579251,44166516;1110;219;6368-6411;DEL;MF;LA
384371,19760762;6577997,63169883;1111;219;7211-7211;NIV;#N/A;TZ
384176,34047519;6578161,20203969;1112;219;7211-7211;NIV;#N/A;TZ
390033,30924632;6551911,12058243;1113;219;6486-6486;NIV;OH;#N/A
377822,16622073;6604104,93363668;1114;219;7172-7173;FIX;S0;SZ
374026,45233395;6606366,49795587;1115;219;6182-7172;FIX;SZ;F8
390029,75399921;6552007,24670465;1116;219;-;NIV;#N/A;#N/A
379795,17775806;6628200,62352099;1117;219;6148-7164;FIX;FA;SR
376479,24138029;6626932,57076970;1118;219;6147-6148;FIX;FA;E9
376362,43913354;6611611,36404534;1119;219;6158-6158;NIV;FK;#N/A
385169,07982286;6584216,77914107;1120;219;7178-7181;FIX;S8;S5
385388,24323133;6582626,35153755;1121;219;7180-7181;FIX;S7;S8
385350,56557114;6571695,14949157;1122;219;7186-7195;FIX;TM;TD
388107,60696780;6569373,11424151;1123;219;7194-7195;FIX;TL;TM
387478,75773376;6566830,25955291;1124;219;7192-7193;FIX;TJ;TK
388950,50156577;6563620,12574231;1125;219;7196-7199;FIX;TQ;TN
392142,23030389;6562049,78354376;1126;219;7199-7200;FIX;TR;TQ
394251,20024608;6560825,47828250;1127;219;7198-7200;FIX;TP;TR
392486,11182637;6558853,56047943;1128;219;7197-7198;FIX;TO;TP
375532,70597165;6628587,92318219;1129;219;6148-6150;FIX;FC;FA
376610,48788937;6630168,14656863;1130;219;6149-6150;FIX;FC;FB
375175,01920281;6631209,06952599;1131;219;6096-6149;FIX;FB;DY
372004,87563459;6632253,79724389;1132;219;6063-6096;FIX;DY;C1
373620,60173154;6637010,86480146;1133;219;6063-6066;DEL;C4;C1
373932,93113330;6641401,82000687;1134;219;6066-6067;FIX;C5;C4
375000,34245642;6642012,39858116;1135;219;6067-7162;FIX;C5;SP
376790,18416042;6641977,84501729;1136;219;7161-7162;FIX;SP;SO
379217,73038554;6638934,78210405;1137;219;7160-7161;FIX;SO;SN
380962,81372315;6632710,81509191;1138;219;7159-7160;FIX;SN;SM
380738,28914371;6630388,90572933;1139;219;6149-7157;FIX;SK;FB
376402,67478676;6642522,19486900;1140;219;7156-7162;FIX;SP;SJ
375478,71496905;6643949,80552576;1141;219;5998-7156;DEL;SJ;BA
374903,91813374;6646460,86046092;1142;219;5998-5999;FIX;BA;BB
374324,94744902;6647541,21407883;1143;219;5999-6002;FIX;BB;BD
372129,36539941;6648744,01364504;1144;219;5994-6002;FIX;BD;A6
370362,91879088;6649991,18175955;1145;219;5994-6001;FIX;BC;A6
373185,70328839;6650907,73851469;1146;219;6001-7152;DEL;SF;BC
376192,65167189;6650889,74770375;1147;219;7152-7153;FIX;SG;SF
375724,98632216;6648672,68406401;1148;219;5999-7153;FIX;SG;BB
376864,41887684;6643059,73165568;1149;219;7155-7156;FIX;SJ;SI
377785,19131683;6645850,96495362;1150;219;7154-7155;FIX;SI;SH
377103,58515405;6649004,95774074;1151;219;7153-7154;FIX;SH;SG
383782,59784648;6630191,39293905;1152;219;7159-7159;NIV;#N/A;SM
386341,82210052;6548508,71966574;1153;219;6488-6488;NIV;#N/A;OJ
385898,18094845;6548386,52703127;1154;219;6487-6488;FIX;OJ;OI
386087,43061428;6547981,23178858;1155;219;6487-6487;NIV;#N/A;OI
365746,78899241;6573022,80503276;1156;126;6362-6391;DEL;LV;K4
346802,33076415;6552989,91068267;1157;126;6440-6446;FIX;M7;ND
376808,83483542;6540665,67188625;1158;126;6541-6542;DEL;PZ;PY
385636,82380824;6547457,25183852;1159;126;6488-6524;DEL;OJ;PH
359963,05370966;6573909,43552963;1160;126;6379-6387;FIX;LJ;LR
359792,51479998;6574926,94403051;1161;126;6385-6385;NIV;LP;#N/A
362677,67931829;6613141,79177403;1162;125;6128-6132;DEL;ER;EV
364988,22386918;6614850,93393735;1163;125;6129-6129;NIV;#N/A;ES
368115,43140826;6586560,15090260;1164;125;6199-6199;NIV;GP;#N/A
370101,41619239;6587640,95758951;1165;125;6332-6332;NIV;KC;#N/A
346448,71532256;6597286,36551409;1166;125;6123-6190;FIX;EN;GG
303670,30977200;6599532,50220019;1167;127;-;NIV;#N/A;#N/A
315155,03987450;6581358,70733227;1168;127;6306-6316;FIX;JM;JW
315390,29057642;6577243,41357831;1169;127;6306-6575;FIX;JM;QU
318703,97292038;6560449,93712450;1170;127;6610-6611;FIX;RQ;RR
304954,41154202;6599689,71767661;1171;127;6249-6249;NIV;H2;#N/A
376640,24428491;6609411,19205540;1172;219;6164-7171;DEL;FQ;SY
376563,72498583;6607114,35834656;1173;219;7172-7172;NIV;SZ;#N/A
288914,05798877;6605492,59246347;1174;0; ;NEW;T1;T2
