XCoord;YCoord;FID;KNOOPID;VOLGNR;NETWERKID;CODE;STATUS;LON_X;LAT_Y
366644,52094930;6569274,92275039;339;6402;33;126;L6;IN;3,293624;50,893359
372479,58307942;6576309,05904422;340;6403;14;126;L7;IN;3,346041;50,933306
375473,52389111;6577883,80686492;341;6404;9;126;L8;IN;3,372936;50,942244
378022,67279796;6571531,49365631;342;6405;7;126;L9;IN;3,395835;50,906178
378805,16106943;6572136,79248664;343;6406;79;126;MA;IN;3,402865;50,909616
372236,01559733;6569829,01460394;344;6407;51;126;MB;IN;3,343853;50,896507
382221,62259563;6576430,38671366;345;6410;6;126;ME;IN;3,433555;50,933995
376550,14225440;6576564,29890787;346;6408;8;126;MC;IN;3,382607;50,934755
372354,92814990;6568613,79885404;347;6413;54;126;MG;IN;3,344921;50,889603
370192,40285633;6566291,62195039;348;6414;55;126;MH;IN;3,325495;50,876406
378937,07363062;6571863,51483399;349;6415;80;126;MI;FIX;3,404050;50,908064
381889,09156921;6571240,67749082;350;6417;89;126;MK;EXT;3,430568;50,904526
380293,08482458;6567183,85068474;351;6420;92;126;MN;IN;3,416231;50,881477
380423,04336829;6567238,84304627;352;6419;91;126;MM;IN;3,417398;50,881790
378169,80169178;6565310,21749237;353;6422;81;126;MP;IN;3,397157;50,870828
377971,65819751;6565241,64569792;354;6423;82;126;MQ;IN;3,395377;50,870438
375064,40468349;6564189,44035202;355;6424;63;126;MR;IN;3,369261;50,864457
375912,01336958;6567465,25726201;356;6426;62;126;MT;IN;3,376875;50,883076
372724,48090771;6569466,15484854;357;6425;52;126;MS;IN;3,348241;50,894445
380732,05272538;6568629,22285978;358;6421;90;126;MO;IN;3,420174;50,889690
343843,33364266;6564643,19973186;359;6427;48;126;MU;IN;3,088797;50,867037
344669,97207004;6561947,41671275;360;6428;66;126;MV;IN;3,096223;50,851709
356310,64800720;6563699,50294637;361;6431;42;126;MY;IN;3,200793;50,861672
355235,73485229;6559347,80987911;362;6432;11;126;MZ;IN;3,191137;50,836924
352976,08664896;6559581,17700920;363;6433;5;126;M0;IN;3,170838;50,838252
347670,25877839;6559292,33099946;364;6434;4;126;M1;IN;3,123175;50,836609
359703,36180232;6558514,04698968;365;6435;16;126;M2;IN;3,231270;50,832181
363502,76917534;6558675,85715915;366;6436;28;126;M3;IN;3,265401;50,833102
360095,15474763;6556528,23007724;367;6437;18;126;M4;IN;3,234790;50,820883
358813,27649454;6557568,54605637;368;6438;17;126;M5;IN;3,223275;50,826802
341607,76262658;6555190,56981650;369;6439;74;126;M6;IN;3,068715;50,813270
347083,05017036;6553785,41656053;370;6440;73;126;M7;IN;3,117900;50,805272
347206,02657996;6556285,53640311;371;6441;71;126;M8;IN;3,119005;50,819502
345531,07120481;6559479,27804375;372;6442;70;126;M9;IN;3,103958;50,837672
347881,76194703;6556779,64272567;373;6443;72;126;NA;IN;3,125075;50,822313
351934,74009881;6557156,25737603;374;6444;6;126;NB;IN;3,161484;50,824456
352043,50941711;6556864,14310890;375;6445;7;126;NC;IN;3,162461;50,822794
346969,63471455;6552327,45202980;376;6446;75;126;ND;IN;3,116881;50,796973
346935,27025576;6551772,61925509;377;6447;3;126;NE;IN;3,116573;50,793814
354914,06689175;6553403,95665698;378;6450;10;126;NH;IN;3,188247;50,803101
359793,87272394;6555965,07205549;379;6451;19;126;NI;IN;3,232083;50,817678
368718,45914852;6557094,09322927;380;6455;49;126;NM;IN;3,312254;50,824102
334767,15233759;6593626,46148223;381;6458;37;127;NP;FIX;3,007264;51,031505
329957,12588774;6593258,91703066;382;6459;39;127;NQ;FIX;2,964055;51,029423
329505,76563372;6593764,36935869;383;6460;40;127;NR;FIX;2,960001;51,032286
328949,84573079;6593145,16017982;384;6461;41;127;NS;FIX;2,955007;51,028778
326502,33499421;6595188,43667455;385;6462;38;127;NT;FIX;2,933020;51,040352
369467,33187656;6561024,83123392;386;6463;44;126;NU;IN;3,318982;50,846463
369326,41107417;6559514,65943081;387;6465;45;126;NW;IN;3,317716;50,837873
369700,21009370;6559202,09823009;388;6466;46;126;NX;IN;3,321073;50,836095
360391,29332433;6555002,18218049;389;6468;20;126;NZ;IN;3,237450;50,812198
332531,54198222;6584711,29148423;390;6470;48;127;N1;FIX;2,987182;50,980977
368562,03391493;6563136,53467993;391;6464;42;126;NV;IN;3,310849;50,858471
371139,60410115;6560475,89282662;392;6471;56;126;N2;IN;3,334004;50,843341
373510,67143183;6562033,04649130;393;6472;64;126;N3;IN;3,355303;50,852196
380284,16525413;6562035,26552136;394;6473;94;126;N4;IN;3,416151;50,852209
375603,82086514;6559652,81626057;395;6475;65;126;N6;IN;3,374107;50,838659
372340,83771863;6556871,68390280;396;6477;58;126;N8;IN;3,344795;50,822837
372692,39615330;6557591,32562926;397;6476;57;126;N7;IN;3,347953;50,826932
382079,83212744;6563266,43337517;398;6479;93;126;OA;IN;3,432282;50,859209
386700,57679108;6556339,90522506;399;6482;14;126;OD;IN;3,473790;50,819811
385943,71698239;6555825,25336366;400;6483;8;126;OE;IN;3,466991;50,816882
326860,44091991;6575291,08294657;401;6490;21;127;OL;IN;2,936237;50,927527
329903,70045276;6578299,50960294;402;6491;51;127;OM;FIX;2,963575;50,944603
332378,11698835;6580542,02106994;403;6492;50;127;ON;FIX;2,985803;50,957328
325117,88305165;6572822,11385779;404;6494;27;127;OP;FIX;2,920584;50,913508
324725,01960059;6573324,21281742;405;6495;22;127;OQ;FIX;2,917054;50,916359
329118,88717407;6573550,18775270;406;6496;28;127;OR;FIX;2,956525;50,917642
385407,42856436;6556011,32363279;407;6497;7;126;OS;IN;3,462174;50,817941
381525,52414617;6561699,08276692;408;6498;95;126;OT;IN;3,427302;50,850297
352685,90471705;6552178,90270563;409;6500;8;126;OV;IN;3,168231;50,796127
358137,35757301;6551312,30004127;410;6499;22;126;OU;IN;3,217203;50,791193
360409,43501742;6553801,26059203;411;6501;21;126;OW;IN;3,237613;50,805363
363122,24342323;6551729,83146546;412;6503;31;126;OY;IN;3,261983;50,793570
364063,74597754;6551245,48323641;413;6504;30;126;OZ;IN;3,270440;50,790812
364965,14769986;6549401,54170371;414;6505;38;126;O0;IN;3,278538;50,780312
357026,04885575;6549485,00754452;415;6507;23;126;O2;IN;3,207220;50,780787
360391,01230824;6548453,10934066;416;6506;24;126;O1;IN;3,237448;50,774910
354989,58719886;6552982,24317362;417;6502;9;126;OX;IN;3,188926;50,800700
366546,24304625;6553190,11827324;418;6508;37;126;O3;IN;3,292741;50,801884
370485,01087716;6554442,01465212;419;6509;50;126;O4;IN;3,328123;50,809010
371805,30897953;6555254,50595060;420;6510;59;126;O5;IN;3,339984;50,813634
374460,73484752;6552588,43204672;421;6514;67;126;O7;IN;3,363838;50,798458
375120,05327168;6551589,97624405;422;6513;68;126;O6;IN;3,369761;50,792774
375373,25913086;6551054,26345399;423;6515;69;126;O8;IN;3,372035;50,789723
376257,67810704;6549069,52141565;424;6516;73;126;O9;IN;3,379980;50,778421
375648,43244677;6548676,83488812;425;6517;74;126;PA;IN;3,374507;50,776184
371011,71487294;6548561,12754897;426;6520;61;126;PD;IN;3,332855;50,775525
374932,08868843;6549992,01395871;427;6518;71;126;PB;IN;3,368072;50,783674
381434,56309769;6555785,06767248;428;6521;96;126;PE;IN;3,426485;50,816654
381478,63775125;6555745,62032705;429;6522;97;126;PF;IN;3,426881;50,816429
382051,89332639;6554504,27829129;430;6523;98;126;PG;IN;3,432031;50,809364
384616,57743427;6546128,07607780;431;6524;12;126;PH;IN;3,455070;50,761664
383456,47694638;6547544,36003195;432;6525;9;126;PI;IN;3,444648;50,769733
382316,99492198;6548107,93475436;433;6529;99;126;PM;IN;3,434412;50,772944
329226,16180774;6557785,11421166;434;6531;42;127;PO;FIX;2,957489;50,828034
327094,32903919;6559869,11819954;435;6532;55;127;PP;FIX;2,938338;50,839890
326398,56904010;6562157,26070416;436;6533;56;127;PQ;FIX;2,932088;50,852903
376645,20483666;6549600,42191252;437;6534;72;126;PR;IN;3,383461;50,781444
375890,17382328;6550487,95417272;438;6535;70;126;PS;IN;3,376679;50,786499
373256,30913299;6541823,66920570;439;6536;76;126;PT;FIX;3,353018;50,737133
375585,42953545;6543540,84545788;440;6537;75;126;PU;IN;3,373941;50,746921
377938,56299356;6546935,26716006;441;6538;84;126;PV;IN;3,395080;50,766263
380671,05849519;6547285,48037644;442;6539;1;126;PW;IN;3,419626;50,768258
382022,50069534;6544153,75537666;443;6540;2;126;PX;IN;3,431767;50,750414
379756,57093268;6543849,01783427;444;6541;86;126;PY;IN;3,411411;50,748677
373674,28519633;6538387,88796719;445;6542;77;126;PZ;IN;3,356773;50,717543
378612,79678002;6545935,37345608;446;6543;85;126;P0;IN;3,401137;50,760566
327256,85235486;6555295,16449670;447;6545;44;127;P2;FIX;2,939798;50,813866
298611,83314890;6570404,81896865;448;6552;2;127;P7;FIX;2,682476;50,899778
297973,82377922;6571536,62193862;449;6551;70;127;P6;FIX;2,676744;50,906207
297992,75472823;6566152,07896830;450;6555;79;127;QA;FIX;2,676914;50,875613
295252,98359492;6564926,01574196;451;6554;78;127;P9;FIX;2,652303;50,868644
294254,55198883;6568143,48778752;452;6553;65;127;P8;FIX;2,643334;50,886930
292268,53267771;6573677,94245315;453;6549;69;127;P4;FIX;2,625493;50,918368
295621,48077452;6576890,56744113;454;6550;71;127;P5;FIX;2,655613;50,936607
291881,93413349;6567136,14241800;455;6548;1;127;P3;FIX;2,622020;50,881206
291742,12161927;6563701,08910093;456;6560;76;127;QF;FIX;2,620764;50,861681
291724,97180260;6563188,10369115;457;6561;77;127;QG;FIX;2,620610;50,858764
296159,63324655;6559162,12903165;458;6556;83;127;QB;FIX;2,660447;50,835868
296736,53766943;6559381,88280072;459;6557;84;127;QC;FIX;2,665630;50,837118
296866,24691232;6559441,34024752;460;6558;85;127;QD;FIX;2,666795;50,837456
297362,43759457;6559979,51125209;461;6559;86;127;QE;FIX;2,671252;50,840517
303981,29892918;6575126,71464135;462;6564;69;127;QJ;FIX;2,730710;50,926594
305848,71601685;6577037,25140664;463;6565;4;127;QK;FIX;2,747486;50,937439
309864,22691478;6576280,67266042;464;6566;91;127;QL;FIX;2,783558;50,933145
310358,22134069;6575003,70821158;465;6567;73;127;QM;FIX;2,787995;50,925895
313925,33182031;6573625,93149736;466;6568;74;127;QN;FIX;2,820039;50,918073
309676,69060643;6568315,20992482;467;6569;80;127;QO;FIX;2,781873;50,887906
306410,85600010;6573706,66582706;468;6570;71;127;QP;FIX;2,752536;50,918531
305514,63002099;6573104,38795394;469;6571;70;127;QQ;FIX;2,744485;50,915111
301846,14020764;6569243,09544365;470;6572;68;127;QR;FIX;2,711530;50,893178
301593,93683241;6568966,94601322;471;6573;67;127;QS;FIX;2,709264;50,891609
300606,60126626;6568194,89154662;472;6574;66;127;QT;FIX;2,700395;50,887222
302433,37760002;6575305,29760119;473;6562;72;127;QH;FIX;2,716805;50,927608
316590,98296535;6573953,64589321;474;6575;8;127;QU;FIX;2,843985;50,919933
317220,11409173;6572243,56246510;475;6576;75;127;QV;FIX;2,849637;50,910222
323700,65240621;6577347,27360632;476;6577;20;127;QW;FIX;2,907852;50,939199
322552,99509792;6571580,44555304;477;6578;23;127;QX;FIX;2,897543;50,906456
319921,67331960;6570070,98446047;478;6579;64;127;QY;FIX;2,873905;50,897882
318971,50762373;6569417,30741663;479;6580;24;127;QZ;FIX;2,865370;50,894168
318659,47937823;6569736,71016927;480;6581;25;127;Q0;FIX;2,862567;50,895983
313210,54863593;6566597,76985548;481;6582;81;127;Q1;FIX;2,813618;50,878146
314977,36450839;6572735,22476809;482;6583;52;127;Q2;FIX;2,829490;50,913014
303914,48842816;6555261,83132822;483;6584;11;127;Q3;FIX;2,730110;50,813676
310209,68710607;6567298,11832899;484;6590;90;127;Q8;FIX;2,786661;50,882127
311655,38283996;6565442,90130360;485;6591;82;127;Q9;FIX;2,799648;50,871582
300238,22707895;6555286,65394084;486;6586;87;127;Q4;FIX;2,697086;50,813817
302059,39365275;6559594,50090638;487;6587;88;127;Q5;FIX;2,713446;50,838327
313576,33356598;6561277,38512588;488;6592;94;127;RA;FIX;2,816904;50,847899
308792,66040702;6559824,15006591;489;6594;95;127;RC;FIX;2,773932;50,839634
307664,35742211;6555804,61270656;490;6595;96;127;RD;FIX;2,763796;50,816765
314680,58752928;6550060,56269566;491;6597;1;127;RE;IN;2,826824;50,784065
314565,87001565;6549913,11598226;492;6598;2;127;RF;FIX;2,825793;50,783225
313714,64052962;6548788,74845749;493;6599;7;127;RG;FIX;2,818147;50,776821
319295,91414987;6548034,53903258;494;6601;9;127;RI;FIX;2,868284;50,772525
314505,60055700;6543385,14518065;495;6602;10;127;RJ;FIX;2,825252;50,746034
310786,57367485;6547653,53304727;496;6603;6;127;RK;FIX;2,791843;50,770355
308678,60499651;6549692,83025979;497;6605;99;127;RL;FIX;2,772907;50,781971
305738,71516656;6552357,36067372;498;6606;98;127;RM;FIX;2,746498;50,797143
308306,43067110;6554676,25421581;499;6607;97;127;RN;FIX;2,769564;50,810343
313726,19242752;6552218,24480515;500;6609;3;127;RP;FIX;2,818250;50,796351
311346,31473278;6551405,50563097;501;6608;4;127;RO;FIX;2,796872;50,791723
317260,32212850;6559838,75024599;502;6610;12;127;RQ;FIX;2,849998;50,839717
319972,85811072;6561267,28802361;503;6611;36;127;RR;FIX;2,874365;50,847842
322059,19062007;6560686,35982308;504;6612;38;127;RS;FIX;2,893107;50,844538
325290,69242358;6559218,73022592;505;6613;40;127;RT;FIX;2,922136;50,836190
322759,82679697;6556334,92655979;506;6614;47;127;RU;FIX;2,899401;50,819783
321261,54855312;6557270,97381593;507;6615;48;127;RV;FIX;2,885942;50,825109
325678,17989570;6552668,53388764;508;6618;51;127;RX;FIX;2,925617;50,798914
324742,04614264;6554823,74660336;509;6617;46;127;RW;FIX;2,917207;50,811182
323498,03684934;6547556,03089413;510;6619;52;127;RY;FIX;2,906032;50,769800
320828,23377205;6550287,51695649;511;6620;50;127;RZ;FIX;2,882049;50,785357
319822,31251857;6554979,62425087;512;6621;49;127;R0;FIX;2,873013;50,812070
316787,40953991;6553509,29646418;513;6622;13;127;R1;FIX;2,845750;50,803701
323047,70056213;6567382,66683403;514;6624;26;127;R2;FIX;2,901987;50,882607
326288,07702338;6562434,75758299;515;6625;32;127;R3;FIX;2,931096;50,854481
321784,71307411;6561992,72057290;516;6626;33;127;R4;FIX;2,890641;50,851967
321509,21411022;6561901,98552355;517;6628;30;127;R6;FIX;2,888166;50,851451
320852,88207629;6563446,95074188;518;6630;35;127;R8;FIX;2,882270;50,860236
289807,12453100;6601322,34199040;519;6119;1;127;EK;FIX;2,603382;51,075077
321862,59984630;6590546,18131442;520;6286;59;127;I2;FIX;2,891341;51,014053
322947,14160409;6591222,55837747;521;6285;18;127;I1;FIX;2,901084;51,017886
326243,47989137;6595303,35497430;522;6284;58;127;I0;FIX;2,930695;51,041003
324409,26087616;6596534,08553543;523;6283;14;127;IZ;FIX;2,914218;51,047972
322446,86917656;6597835,94751601;524;6282;57;127;IY;FIX;2,896590;51,055343
322986,59466476;6599184,51852865;525;6281;28;127;IX;FIX;2,901438;51,062978
320525,95996668;6600935,39618922;526;6280;7;127;IW;FIX;2,879334;51,072888
318811,77252664;6601506,42683024;527;6279;11;127;IV;IN;2,863935;51,076119
318037,60770976;6602661,02110438;528;6278;37;127;IU;FIX;2,856980;51,082653
314549,55588590;6601635,44639125;529;6277;36;127;IT;FIX;2,825647;51,076849
314174,68060187;6600024,70558467;530;6276;39;127;IS;FIX;2,822279;51,067733
314731,34494277;6598789,97184893;531;6275;5;127;IR;FIX;2,827280;51,060744
317888,30627271;6594438,24225327;532;6274;6;127;IQ;FIX;2,855639;51,036103
318762,47190670;6594275,67818961;533;6273;69;127;IP;FIX;2,863492;51,035182
318795,79425008;6593959,84105054;534;6272;1;127;IO;FIX;2,863791;51,033393
313934,00058939;6610778,18562796;535;6233;1;127;HN;FIX;2,820117;51,128558
310640,81746002;6549179,91936166;536;6996;5;127;SA;FIX;2,790534;50,779049
344321,16225392;6579878,97914835;537;6347;79;126;KQ;IN;3,093090;50,953566
343909,95875899;6595913,34094166;538;6999;4;125;SC;IN;3,089396;51,044457
341673,35402794;6584881,29242548;539;6343;30;127;KN;FIX;3,069304;50,981941
337956,53212496;6582500,20039418;540;6350;33;127;KS;FIX;3,035915;50,968437
325306,73910584;6629213,24635530;541;7087;4;125;SD;IN;2,922280;51,232646
326210,85512172;6629827,09589051;542;7088;8;125;SE;IN;2,930402;51,236107
370328,63652030;6650137,18153281;543;6001;45;219;BC;FIX;3,326719;51,350499
370359,23482149;6649844,97474533;544;5994;46;219;A6;IN;3,326994;51,348856
373913,88592459;6647612,54313447;545;6002;51;219;BD;IN;3,358926;51,336295
374751,70648752;6647536,57691089;546;5999;50;219;BB;FIX;3,366452;51,335868
375052,90512472;6645224,24531936;547;5998;53;219;BA;FIX;3,369158;51,322855
377135,69050318;6643361,19478613;548;7155;96;219;SI;EXT;3,387868;51,312367
377270,90916044;6648291,60717841;549;7154;31;219;SH;EXT;3,389082;51,340116
376537,48872053;6642857,38019276;550;7156;98;219;SJ;EXT;3,382494;51,309530
371758,82466256;6632380,55252426;551;6063;58;219;C1;IN;3,339566;51,250505
372248,45674902;6632122,31443914;552;6096;64;219;DY;IN;3,343965;51,249049
378275,42654669;6631003,57528407;553;6149;65;219;FB;FIX;3,398106;51,242742
381788,82622465;6636537,94880743;554;7160;70;219;SN;EXT;3,429667;51,273936
376228,85295888;6642215,03173172;555;7162;94;219;SP;EXT;3,379721;51,305914
377411,87493880;6641955,39193893;556;7161;99;219;SO;EXT;3,390349;51,304452
383709,28414243;6629892,53340030;557;7159;5;219;SM;EXT;3,446919;51,236476
383133,77668920;6629503,58972465;558;7157;3;219;SK;EXT;3,441749;51,234283
373844,47474356;6641531,09215461;559;6067;54;219;C5;FIX;3,358302;51,302063
374019,71920377;6641271,40602202;560;6066;57;219;C4;IN;3,359876;51,300600
374843,47871195;6629221,34868498;561;6150;66;219;FC;FIX;3,367276;51,232691
376112,63935900;6627844,23559534;562;6148;1;219;FA;EXT;3,378677;51,224924
376576,26186364;6625926,00530660;563;6147;2;219;E9;EXT;3,382842;51,214103
383163,00339641;6629339,14840715;564;7164;4;219;SR;EXT;3,442012;51,233356
383595,86538789;6626443,00118883;565;7163;8;219;SQ;EXT;3,445900;51,217019
374565,87009574;6624337,57101817;566;6145;78;219;E8;FIX;3,364782;51,205140
374645,97456535;6622836,81979713;567;6144;77;219;E7;FIX;3,365502;51,196670
374156,17661024;6620907,17256668;568;6143;82;219;E6;FIX;3,361102;51,185777
381560,76608446;6622952,95828060;569;7165;9;219;SS;EXT;3,427619;51,197326
383611,17257706;6625039,85789769;570;7166;10;219;ST;EXT;3,446038;51,209103
381759,59329906;6621477,81662370;571;7167;11;219;SU;EXT;3,429405;51,188999
381072,41741291;6616999,92154739;572;7168;79;219;SV;EXT;3,423232;51,163714
378556,63804292;6617522,34977864;573;6159;86;219;FL;EXT;3,400632;51,166664
380371,79773738;6613325,39803938;574;7169;93;219;SW;EXT;3,416938;51,142954
380473,31814476;6608608,15602204;575;7170;90;219;SX;EXT;3,417850;51,116290
377592,85691055;6608668,21028481;576;7171;98;219;SY;EXT;3,391974;51,116630
377091,95348696;6613517,29141374;577;6158;95;219;FK;IN;3,387475;51,144039
374967,05863599;6610613,34765292;578;6163;96;219;FP;IN;3,368386;51,127627
372669,78215700;6607532,28039018;579;6181;97;219;F7;IN;3,347750;51,110207
372589,04983257;6606676,40844334;580;6182;92;219;F8;FIX;3,347024;51,105367
375342,48531441;6605614,05703650;581;7172;99;219;SZ;EXT;3,371759;51,099359
377106,31083909;6600339,90285046;582;6211;39;219;G1;FIX;3,387604;51,069517
370841,23185305;6605530,16289273;583;6183;98;219;F9;IN;3,331323;51,098884
380553,51146025;6603212,80016774;584;7173;1;219;S0;EXT;3,418570;51,085775
380632,09198433;6602616,72496222;585;7174;2;219;S1;EXT;3,419276;51,082402
378436,61478939;6595471,85094654;586;6210;43;219;G0;IN;3,399554;51,041957
380456,60832017;6591446,42124839;587;6337;49;219;KH;FIX;3,417700;51,019154
384012,92604749;6595087,23005248;588;7176;8;219;S3;EXT;3,449647;51,039779
382882,44806942;6591730,27901988;589;7175;10;219;S2;EXT;3,439492;51,020763
382507,31313396;6598840,08979261;590;7177;4;219;S4;EXT;3,436122;51,061028
379131,54022882;6584803,41238629;591;6366;1;219;K8;IN;3,405797;50,981500
379910,13693828;6591125,75636073;592;6336;48;219;KG;IN;3,412791;51,017337
385057,26156067;6584917,50648937;593;7178;81;219;S5;EXT;3,459028;50,982146
386834,79255570;6589534,11579911;594;7179;16;219;S6;EXT;3,474996;51,008318
385321,55949266;6581880,14037748;595;7180;88;219;S7;EXT;3,461402;50,964920
385145,39246341;6583378,91922551;596;7181;83;219;S8;EXT;3,459820;50,973421
383052,05881982;6576335,76382275;597;6411;5;219;MF;IN;3,441015;50,933458
382267,48567658;6574775,74268701;598;7185;98;219;TC;EXT;3,433967;50,924601
382749,44076149;6575546,20487820;599;7184;97;219;TB;EXT;3,438297;50,928975
384399,46996479;6573421,39245525;600;7186;99;219;TD;EXT;3,453119;50,916911
385613,90276110;6575147,62439643;601;7182;96;219;S9;EXT;3,464029;50,926713
386646,34674936;6576909,38532626;602;7183;93;219;TA;EXT;3,473303;50,936714
385449,66180771;6579967,07733447;603;7187;90;219;TE;EXT;3,462553;50,954066
387438,30587282;6582115,39082819;604;7188;82;219;TF;EXT;3,480418;50,966254
386381,19896852;6581162,83525599;605;7189;86;219;TG;EXT;3,470921;50,960850
382560,58033002;6575803,14303955;606;6409;87;219;MD;FIX;3,436600;50,930434
387381,39803654;6581617,83353396;607;7191;84;219;TI;EXT;3,479906;50,963432
388056,15178020;6581004,82344643;608;7190;85;219;TH;EXT;3,485968;50,959954
381729,19531337;6572209,96888262;609;6416;88;219;MJ;EXT;3,429132;50,910031
384778,12901007;6568023,19154063;610;6418;4;219;ML;IN;3,456521;50,886247
388514,28057519;6567898,70203141;611;7193;32;219;TK;EXT;3,490083;50,885539
390080,62367257;6568907,50600747;612;7194;33;219;TL;EXT;3,504154;50,891272
387872,93163921;6570477,04722707;613;7195;31;219;TM;EXT;3,484322;50,900188
386239,46025556;6562179,89256226;614;6478;6;219;N9;FIX;3,469648;50,853031
388744,67018189;6560072,83446241;615;6481;13;219;OC;IN;3,492153;50,841048
389526,23022153;6560062,40797267;616;6480;18;219;OB;FIX;3,499174;50,840989
391201,70229365;6558572,34426124;617;7197;38;219;TO;EXT;3,514225;50,832513
393764,80905548;6559223,73011616;618;7198;42;219;TP;EXT;3,537249;50,836218
390741,66721202;6562559,42004360;619;7199;37;219;TQ;EXT;3,510092;50,855189
389168,40595557;6555333,73117133;620;6484;15;219;OF;IN;3,495959;50,814085
391614,68870583;6552481,21362026;621;6485;16;219;OG;FIX;3,517935;50,797848
389949,48415373;6552133,48490642;622;6486;19;219;OH;FIX;3,502976;50,795868
392523,54682886;6554229,02379882;623;7201;4;219;TS;EXT;3,526099;50,807797
392107,14271675;6551629,99093183;624;7203;5;219;TU;EXT;3,522358;50,793002
386148,04127117;6548653,41230566;625;6488;10;219;OJ;FIX;3,468827;50,776051
386697,50362702;6548185,40383354;626;7205;2;219;TW;EXT;3,473763;50,773385
385756,33610291;6548042,05079191;627;6487;11;219;OI;IN;3,465308;50,772568
388449,60380897;6550568,76428110;628;6489;17;219;OK;IN;3,489502;50,786959
390132,19517664;6551723,42777455;629;7206;1;219;TX;EXT;3,504617;50,793534
387878,40254945;6547025,60445189;630;7204;3;219;TV;EXT;3,484371;50,766778
391471,51387066;6552067,07652061;631;7202;6;219;TT;EXT;3,516648;50,795490
394186,80795610;6562477,75795329;632;7200;45;219;TR;EXT;3,541040;50,854725
384335,16613430;6578073,87562057;633;7211;95;219;TZ;FIX;3,452542;50,943323
384208,86865212;6578157,05222358;634;7210;94;219;TY;FIX;3,451407;50,943795
318322,23931522;6624763,11175673;635;7426;52;125;T0;IN;2,859537;51,207541
335576,17649626;6600422,46761214;636;6103;32;127;D4;FIX;3,014532;51,069985
334059,33219568;6602722,89268421;637;6012;31;127;BM;FIX;3,000906;51,083003
374411,89532913;6583982,56772939;638;6340;52;126;KK;IN;3,363399;50,976845
374884,27460069;6584253,64655935;639;6339;51;126;KJ;IN;3,367643;50,978382
377183,97631604;6584828,05850519;640;6338;50;126;KI;IN;3,388301;50,981639
325143,82733533;6612423,99821060;641;6008;23;127;BI;IN;2,920817;51,137860
344681,09962327;6587362,91845258;642;6197;29;127;GN;FIX;3,096323;50,996011
320502,55400262;6618451,00750778;643;6228;18;127;HI;FIX;2,879123;51,171909
335315,96631072;6576035,40788833;644;6469;65;127;N0;FIX;3,012195;50,931753
334430,73360468;6561651,65862396;645;6527;41;127;PK;FIX;3,004242;50,850028
328011,92521958;6553694,15092191;646;6544;45;127;P1;FIX;2,946581;50,804753
339295,29403395;6557550,82156251;647;6528;1;126;PL;IN;3,047941;50,826701
340539,06384546;6560324,71446060;648;6429;37;126;MW;IN;3,059114;50,842481
387093,37718381;6564487,79875347;649;7196;35;219;TN;EXT;3,477319;50,866153
386699,22007067;6565664,49588878;650;7192;34;126;TJ;EXT;3,473778;50,872842
336720,03757807;6556089,49739568;651;6530;43;126;PN;IN;3,024808;50,818386
333703,49072970;6567385,17431741;652;6493;30;127;OO;FIX;2,997709;50,882621
333534,45377583;6569129,89340492;653;6377;29;127;LI;FIX;2,996191;50,892535
344249,46510274;6594276,83072580;654;6189;3;125;GF;IN;3,092446;51,035189
338427,69854363;6548679,91802323;655;6449;54;126;NG;IN;3,040148;50,776202
340553,91389348;6577566,56127437;656;6997;34;127;SB;FIX;3,059248;50,940444
334146,10854755;6567817,82020648;657;6376;36;127;LH;FIX;3,001686;50,885080
335953,05223976;6570777,10593811;658;6372;35;127;LD;FIX;3,017918;50,901893
336777,09218481;6561948,21716898;659;6430;49;127;MX;FIX;3,025320;50,851714
376014,22655164;6652188,90943393;660;7152;29;219;SF;EXT;3,377793;51,362039
376793,30903956;6649707,35969169;661;7153;30;219;SG;EXT;3,384792;51,348081
318310,16361198;6620947,33565514;662;5966;16;127;AH;FIX;2,859429;51,186004
320305,87540670;6619371,53089219;663;5967;17;127;AI;FIX;2,877357;51,177107
359490,00696355;6579091,21191965;664;6365;23;125;K7;IN;3,229354;50,949096
347557,25595586;6587070,32773564;665;6196;28;127;GM;FIX;3,122160;50,994353
289535,68438236;6603180,90149002;666;0;0;0;T1;NEW;2,600943;51,085594
290318,81593822;6607230,05809569;667;0;0;0;T2;NEW;2,607978;51,108498
291203,00306087;6606673,22582336;668;0;0;0;T3;NEW;2,615921;51,105349
293258,73022018;6600866,04827179;669;0;0;0;T4;NEW;2,634388;51,072495
284898,30958294;6600453,00366212;670;0;0;0;T5;NEW;2,559285;51,070157
284978,52846034;6598335,74862133;671;0;0;0;T6;NEW;2,560006;51,058173
287213,14677985;6594784,61361565;672;0;0;0;T8;NEW;2,580080;51,038065
288150,15501530;6592528,87079883;673;0;0;0;T9;NEW;2,588497;51,025287
294067,94049892;6594736,24581680;674;0;0;0;UA;NEW;2,641657;51,037791
296324,55683402;6600888,60829107;675;0;0;0;UB;NEW;2,661929;51,072623
296929,37094361;6600965,76716097;676;0;0;0;UC;NEW;2,667362;51,073060
297164,90835298;6601153,31014167;677;0;0;0;UD;NEW;2,669478;51,074121
286040,30590734;6594308,13944201;678;0;0;0;T7;NEW;2,569544;51,035366
294292,98937383;6607713,38472085;679;0;0;0;UE;NEW;2,643679;51,111231
287970,07983180;6588818,75324434;680;0;0;0;UF;NEW;2,586879;51,004263
