XCoord;YCoord;FID;KNOOPID;VOLGNR;NETWERKID;CODE;STATUS;LON_X;LAT_Y
290907,28099897;6586301,20540854;681;0;0;0;UG;NEW;2,613265;50,989992
293550,93955212;6586322,46703316;682;0;0;0;UH;NEW;2,637013;50,990113
301823,23735719;6600016,57165311;683;0;0;0;UI;NEW;2,711324;51,067687
317145,04792982;6597446,21378218;684;0;0;0;UJ;NEW;2,848962;51,053137
315748,72355845;6601533,15723240;685;0;0;0;UK;NEW;2,836419;51,076270
305428,92089168;6599764,54161098;686;0;0;0;UM;NEW;2,743715;51,066261
308601,28131872;6599159,85365163;687;0;0;0;UL;NEW;2,772212;51,062838
311390,11985933;6596262,27855942;688;0;0;0;UO;NEW;2,797265;51,046433
308713,44650352;6595061,81105801;689;0;0;0;UP;NEW;2,773220;51,039635
308615,50096069;6595049,09454416;690;0;0;0;UQ;NEW;2,772340;51,039563
308764,32938335;6594711,75011946;691;0;0;0;UR;NEW;2,773677;51,037652
302339,10230595;6592387,59885132;692;0;0;0;US;NEW;2,715958;51,024487
301145,24136139;6592131,52157349;693;0;0;0;UT;NEW;2,705234;51,023036
301957,35977100;6589557,62886063;694;0;0;0;UU;NEW;2,712529;51,008451
300584,39774129;6589726,02644220;695;0;0;0;UV;NEW;2,700196;51,009405
303082,94844575;6585886,60481150;696;0;0;0;UW;NEW;2,722640;50,987641
304131,78641640;6589596,94191257;697;0;0;0;UY;NEW;2,732062;51,008674
300675,58040308;6586681,56237722;698;0;0;0;UZ;NEW;2,701015;50,992149
300387,30253638;6586115,10723533;699;0;0;0;U0;NEW;2,698425;50,988937
296243,91251565;6587617,71397249;700;0;0;0;U1;NEW;2,661204;50,997456
305998,53665706;6584650,23092785;701;0;0;0;U2;NEW;2,748832;50,980631
308544,00438782;6583371,97955108;702;0;0;0;U3;NEW;2,771698;50,973382
310448,25347114;6578831,29780198;703;0;0;0;VG;NEW;2,788804;50,947621
311906,12531488;6585200,04737637;704;0;0;0;U5;NEW;2,801900;50,983749
309456,13298926;6581004,06854732;705;0;0;0;U4;NEW;2,779892;50,959950
312584,57249474;6587360,45385997;706;0;0;0;U7;NEW;2,807995;50,995997
311813,18095160;6591570,21661282;707;0;0;0;U8;NEW;2,801065;51,019856
315961,15889840;6594587,54395968;708;0;0;0;VH;NEW;2,838327;51,036948
316954,95963816;6595589,67841015;709;0;0;0;VI;NEW;2,847255;51,042624
315299,90225771;6590736,12708467;710;0;0;0;U9;NEW;2,832387;51,015130
315972,25565075;6589643,40309186;711;0;0;0;VA;NEW;2,838427;51,008937
318525,75023684;6588377,21880968;712;0;0;0;VB;NEW;2,861365;51,001761
319872,25226752;6585576,77904300;713;0;0;0;VC;NEW;2,873461;50,985885
320835,16239261;6602448,57488539;714;0;0;0;VF;NEW;2,882111;51,081451
312383,79504037;6609675,23320561;715;0;0;0;VK;NEW;2,806191;51,122323
308065,61789229;6607656,67321432;716;0;0;0;VL;NEW;2,767401;51,110910
319224,99605210;6608023,09807041;717;0;0;0;VM;NEW;2,867647;51,112982
323196,04444099;6583605,06056654;718;0;0;0;VE;NEW;2,903319;50,974704
321552,07723850;6583410,89515280;719;0;0;0;VD;NEW;2,888551;50,973602
335291,55880006;6587218,37162690;720;0;0;0;VN;NEW;3,011975;50,995192
332518,06135108;6590734,11565196;721;0;0;0;VO;NEW;2,987061;51,015118
330359,19499444;6590459,93240212;722;0;0;0;VP;NEW;2,967667;51,013564
337104,93243335;6587893,02001239;723;0;0;0;VQ;NEW;3,028265;50,999016
336676,40004809;6586496,15830810;724;0;0;0;VR;NEW;3,024416;50,991097
340616,78675055;6592846,70150370;725;0;0;0;VT;NEW;3,059813;51,027088
331583,67493447;6594469,71389411;726;0;0;0;VX;NEW;2,978667;51,036281
340581,99785077;6585167,74757103;727;0;0;0;VW;NEW;3,059500;50,983565
335541,10724631;6584082,28633347;728;0;0;0;VY;NEW;3,014217;50,977410
341255,23588388;6589575,31394841;729;0;0;0;VU;NEW;3,065548;51,008551
341140,89689305;6589317,44586151;730;0;0;0;VV;NEW;3,064521;51,007090
335166,84065919;6601277,61564866;731;0;0;0;VZ;NEW;3,010855;51,074824
332642,63847812;6603987,97498684;732;0;0;0;V4;NEW;2,988180;51,090160
334553,99230083;6604559,47612984;733;0;0;0;V3;NEW;3,005350;51,093393
335145,00238771;6604459,32287288;734;0;0;0;V2;NEW;3,010659;51,092827
336090,69537424;6604807,12662516;735;0;0;0;V1;NEW;3,019154;51,094794
338858,86887010;6602784,39849374;736;0;0;0;V0;NEW;3,044021;51,083351
331664,42548243;6603849,06908445;737;0;0;0;V5;NEW;2,979392;51,089374
331753,42845556;6599902,24494710;738;0;0;0;V6;NEW;2,980192;51,067040
327775,44445468;6601779,80083060;739;0;0;0;V7;NEW;2,944457;51,077666
331959,12605461;6598078,14200115;740;0;0;0;V8;NEW;2,982040;51,056714
333255,41470368;6597627,37893232;741;0;0;0;V9;NEW;2,993684;51,054162
333488,24850268;6597775,54589533;742;0;0;0;WA;NEW;2,995776;51,055001
327931,37011541;6607076,74319131;743;0;0;0;WB;NEW;2,945858;51,107631
329281,32153218;6609000,81139693;744;0;0;0;WC;NEW;2,957984;51,118511
331604,78863853;6610540,72193544;745;0;0;0;WD;NEW;2,978856;51,127216
332661,17384662;6608788,29461674;746;0;0;0;WE;NEW;2,988346;51,117309
335683,07765354;6610714,88489839;747;0;0;0;WF;NEW;3,015492;51,128201
345283,33618402;6590727,06197402;748;0;0;0;WG;NEW;3,101733;51,015078
342489,04818085;6585416,70099910;749;0;0;0;WH;NEW;3,076631;50,984977
344011,47854745;6584148,64714834;750;0;0;0;WI;NEW;3,090308;50,977786
346358,87110236;6585188,39252976;751;0;0;0;WK;NEW;3,111395;50,983683
344486,50023595;6581642,10093022;752;0;0;0;WM;NEW;3,094575;50,963569
347747,93638049;6584946,81595966;753;0;0;0;WL;NEW;3,123873;50,982313
344858,07741054;6587126,80893576;754;0;0;0;WO;NEW;3,097913;50,994673
349111,04627512;6583961,80134625;755;0;0;0;WP;NEW;3,136118;50,976727
345180,69035329;6584297,80282220;756;0;0;0;WJ;NEW;3,100811;50,978632
342146,67321223;6576993,60152669;757;0;0;0;WQ;NEW;3,073556;50,937192
342207,34958134;6575016,48287282;758;0;0;0;WR;NEW;3,074101;50,925968
332329,77579364;6576920,69202729;759;0;0;0;WS;NEW;2,985369;50,936778
324523,48929953;6577071,58095154;760;0;0;0;WT;NEW;2,915244;50,937634
332268,46092588;6571234,11470070;761;0;0;0;UN;NEW;2,984818;50,904489
330230,75498205;6572071,17097676;762;0;0;0;WU;NEW;2,966513;50,909243
326123,56676768;6570042,72291987;763;0;0;0;WW;NEW;2,929618;50,897721
323357,50123554;6568081,33099707;764;0;0;0;WY;NEW;2,904770;50,886577
328164,75454309;6569986,73128096;765;0;0;0;WV;NEW;2,947954;50,897403
333180,78486238;6567879,46809644;766;0;0;0;WX;NEW;2,993014;50,885430
331555,54715244;6562327,14732985;767;0;0;0;W0;NEW;2,978414;50,853869
333365,32202952;6563040,71900260;768;0;0;0;WZ;NEW;2,994672;50,857926
328352,13943805;6558417,29553705;769;0;0;0;W1;NEW;2,949637;50,831631
331435,51990427;6560517,59551939;770;0;0;0;W2;NEW;2,977336;50,843578
341120,27216809;6562854,62377351;771;0;0;0;W3;NEW;3,064336;50,856868
341545,08633886;6562977,33609717;772;0;0;0;W4;NEW;3,068152;50,857566
338605,06538523;6565578,78392264;773;0;0;0;W5;NEW;3,041741;50,872355
339860,76858545;6571042,63169965;774;0;0;0;W6;NEW;3,053021;50,903401
340325,51234696;6570379,48855902;775;0;0;0;W7;NEW;3,057196;50,899634
341315,42754621;6572155,22111960;776;0;0;0;W8;NEW;3,066089;50,909720
334188,37674505;6555334,32765343;777;0;10;0;W9;FIXNEW;3,002065;50,814088
331867,18718594;6555124,47416823;778;0;0;0;XA;NEW;2,981214;50,812894
334932,29579698;6552563,84802797;779;0;30;0;XB;EXT;3,008748;50,798318
324397,14836408;6554301,51809961;780;0;0;0;XC;NEW;2,914109;50,808210
328197,77376056;6553671,89360972;781;0;0;0;XD;NEW;2,948251;50,804626
323993,71876488;6556557,27047584;782;0;0;0;XE;NEW;2,910485;50,821048
325252,54125377;6557350,88727242;783;0;0;0;XF;NEW;2,921793;50,825564
325541,73284083;6556822,07008190;784;0;0;0;XG;NEW;2,924391;50,822555
321335,31714222;6562566,73574890;785;0;0;0;XH;NEW;2,886604;50,855231
320088,63132759;6561803,34785879;786;0;0;0;XI;NEW;2,875405;50,850890
319941,42762917;6561736,20245656;787;0;0;0;XJ;NEW;2,874083;50,850508
320270,25696474;6560181,85552054;788;0;0;0;XK;NEW;2,877037;50,841668
320132,80835115;6555759,50200742;789;0;0;0;XL;NEW;2,875802;50,816508
330170,20173251;6550552,76084098;790;0;31;0;XM;EXT;2,965969;50,786868
322622,34726424;6546798,11864999;791;0;30;0;XN;FIXNEW;2,898166;50,765482
317798,38718836;6545733,91917764;792;0;0;0;XP;NEW;2,854831;50,759419
317858,48328157;6543963,56591843;793;0;1;0;XQ;EXT;2,855371;50,749330
325579,67225003;6543859,52942090;794;0;15;0;XO;EXT;2,924732;50,748737
315134,70775814;6546159,69785675;795;0;0;0;XR;NEW;2,830903;50,761845
313984,99373756;6541286,35584292;796;0;0;0;XS;NEW;2,820575;50,734070
314573,89207323;6543273,28057144;797;0;0;0;XT;NEW;2,825865;50,745396
308868,92271331;6538868,34612184;798;0;0;0;XU;EXT;2,774617;50,720283
310007,62386317;6543089,53156293;799;0;0;0;XW;NEW;2,784846;50,744349
309742,14835406;6546110,12833312;800;0;0;0;XX;NEW;2,782461;50,761562
308566,37610722;6545909,22783908;801;0;0;0;XY;NEW;2,771899;50,760418
306024,08755175;6544726,72313564;802;0;0;0;XZ;EXT;2,749061;50,753679
302916,47692363;6546545,58479301;803;0;0;0;X0;EXT;2,721145;50,764043
309186,46001529;6541966,34546416;804;0;0;0;XV;EXT;2,777469;50,737947
311807,55712606;6549450,44376910;805;0;0;0;X2;NEW;2,801015;50,780590
313120,86550862;6548403,73092408;806;0;0;0;X1;NEW;2,812813;50,774628
312558,58070299;6549744,69367085;807;0;0;0;X3;NEW;2,807762;50,782266
312352,59579587;6551117,59393703;808;0;0;0;X4;NEW;2,805911;50,790084
309755,44060156;6551225,54415293;809;0;0;0;X5;NEW;2,782580;50,790699
314773,15062171;6548613,14304581;810;0;0;0;YF;NEW;2,827655;50,775821
309672,62126213;6554258,03521886;811;0;0;0;X6;NEW;2,781836;50,807963
310979,71403660;6555673,70645137;812;0;0;0;X7;NEW;2,793578;50,816020
315473,22555341;6554242,10355844;813;0;0;0;X8;NEW;2,833944;50,807872
315555,20689138;6559553,80990542;814;0;0;0;YA;NEW;2,834681;50,838096
317686,79184563;6554824,82200509;815;0;0;0;X9;NEW;2,853829;50,811189
305964,11410092;6552402,91592421;816;0;0;0;YG;NEW;2,748522;50,797402
301948,26136503;6550588,36669468;817;0;0;0;YJ;EXT;2,712447;50,787070
301506,29942109;6551256,02121003;818;0;0;0;YK;EXT;2,708477;50,790872
311180,87715341;6561370,68085976;819;0;0;0;YB;NEW;2,795385;50,848430
311047,28788476;6565861,51163287;820;0;0;0;YD;NEW;2,794185;50,873962
308448,12681211;6560170,53372401;821;0;0;0;YC;NEW;2,770837;50,841604
304201,89445350;6552612,45774219;822;0;0;0;YN;NEW;2,732692;50,798595
301760,32040044;6555240,35857819;823;0;0;0;YO;NEW;2,710759;50,813554
300172,79675408;6552764,14922629;824;0;0;0;YL;EXT;2,696498;50,799459
298678,33961992;6555242,57020219;825;0;0;0;YP;NEW;2,683073;50,813566
299472,02840880;6552907,62979217;826;0;0;0;YM;EXT;2,690203;50,800276
308778,66244321;6569039,37671193;827;0;0;0;YE;NEW;2,773806;50,892021
305065,27184354;6560120,22464525;828;0;0;0;YQ;NEW;2,740448;50,841318
303534,17580618;6562019,42779353;829;0;0;0;YR;NEW;2,726694;50,852119
301846,79118621;6559938,13423666;830;0;0;0;YS;NEW;2,711536;50,840282
303347,86613335;6562548,93351874;831;0;0;0;YU;NEW;2,725020;50,855130
303416,38409514;6562493,79229593;832;0;0;0;YT;NEW;2,725636;50,854816
301054,12738992;6561839,59452516;833;0;0;0;YV;NEW;2,704415;50,851096
297844,32266471;6563058,58688202;834;0;0;0;YW;NEW;2,675581;50,858028
297497,80491108;6563185,03958841;835;0;0;0;YX;NEW;2,672468;50,858747
297131,16005845;6556848,35033169;836;0;0;0;Y0;NEW;2,669175;50,822704
293926,00339780;6557663,95246293;837;0;0;0;Y1;NEW;2,640382;50,827345
292719,50098480;6556774,95068493;838;0;0;0;Y2;NEW;2,629544;50,822287
295505,56905693;6553742,81962066;839;0;0;0;Y3;EXT;2,654572;50,805030
293989,50352480;6553861,88235880;840;0;0;0;Y4;EXT;2,640953;50,805708
292457,56296092;6556552,70024043;841;0;0;0;Y5;EXT;2,627191;50,821022
291679,13151105;6562461,97276936;842;0;0;0;Y6;NEW;2,620198;50,854635
288742,80553140;6561997,83613069;843;0;0;0;Y7;EXT;2,593821;50,851996
288861,86826953;6566434,90750484;844;0;0;0;Y8;EXT;2,594890;50,877221
291814,62417504;6565291,90521884;845;0;0;0;Y9;NEW;2,621415;50,870724
298783,57080485;6566633,45082575;846;0;0;0;ZA;NEW;2,684018;50,878349
302768,39608259;6565736,40610784;847;0;0;0;ZB;NEW;2,719815;50,873251
302892,71078862;6569625,60857934;848;0;0;0;ZC;NEW;2,720932;50,895351
303578,02270184;6571245,04212512;849;0;0;0;ZD;NEW;2,727088;50,904551
301998,45704271;6571284,72970448;850;0;0;0;ZE;NEW;2,712898;50,904776
300680,82940745;6570895,79142661;851;0;0;0;ZF;NEW;2,701062;50,902567
300428,01549368;6574335,74879660;852;0;0;0;ZG;NEW;2,698791;50,922103
295705,90118057;6562124,44497022;853;0;0;0;YZ;NEW;2,656371;50,852716
291223,09949052;6576201,88847736;854;0;0;0;ZH;NEW;2,616102;50,932698
288204,61662927;6573625,78989965;855;0;0;0;ZI;EXT;2,588986;50,918072
290770,02176009;6578032,69871348;856;0;0;0;ZJ;EXT;2,612032;50,943089
295699,97316319;6580561,70647863;857;0;0;0;ZK;NEW;2,656318;50,957440
291400,39194642;6582543,66742459;858;0;0;0;ZL;NEW;2,617694;50,968684
289194,44656673;6580656,55938578;859;0;0;0;ZM;EXT;2,597878;50,957978
288850,48754548;6585313,23536581;860;0;0;0;ZN;EXT;2,594788;50,984390
286628,54155990;6587176,25829406;861;0;0;0;ZO;EXT;2,574828;50,994953
282419,56579756;6590186,41010853;862;0;0;0;ZP;EXT;2,537018;51,012014
281419,43879730;6592400,97703766;863;0;0;0;ZQ;EXT;2,528034;51,024562
301208,57782310;6606998,70172915;864;0;0;0;ZR;NEW;2,705803;51,107190
296175,29017209;6609453,59950207;865;0;0;0;ZS;NEW;2,660588;51,121070
296036,43059569;6610089,48388465;866;0;0;0;ZT;NEW;2,659341;51,124665
293127,33102749;6609394,95124558;867;0;0;0;ZU;NEW;2,633208;51,120739
300358,40798965;6613125,58370685;868;0;0;0;ZV;NEW;2,698165;51,141825
301124,37827159;6612014,33148433;869;0;0;0;ZW;NEW;2,705046;51,135545
303378,59865575;6614776,42584661;870;0;0;0;ZX;NEW;2,725296;51,151153
312797,92611984;6620953,67595958;871;0;0;0;ZY;NEW;2,809912;51,186040
314446,96950010;6618790,32420298;872;0;0;0;ZZ;NEW;2,824725;51,173825
316929,10933191;6620428,14626625;873;0;0;0;Z0;NEW;2,847023;51,183073
316385,02602036;6623148,60297617;874;0;0;0;Z1;NEW;2,842135;51,198430
318430,64315595;6624599,14411500;875;0;0;0;Z2;NEW;2,860511;51,206616
335046,29905849;6550550,84020995;876;0;5;0;Z4;EXT;3,009772;50,786857
281367,99302310;6597267,83087114;877;0;0;0;Z5;EXT;2,527572;51,052127
334408,03421668;6591744,79681304;878;0;0;0;Z6;NEW;3,004038;51,020845
330739,44510835;6591550,72489646;879;0;0;0;Z7;NEW;2,971083;51,019745
330249,29711048;6591560,14979120;880;0;0;0;Z8;NEW;2,966680;51,019799
327480,02819452;6591764,54960569;881;0;0;0;Z9;NEW;2,941803;51,020957
337787,04482630;6548433,29560578;882;0;12;0;0A;FIXNEW;3,034393;50,774797
333780,31410044;6546495,01902588;883;0;9;0;0B;EXT;2,998400;50,763755
343009,86377324;6550560,29890956;884;0;0;0;0D;NEW;3,081310;50,786911
347145,06242556;6551594,49118241;885;0;0;0;0E;NEW;3,118457;50,792799
343502,17533287;6554813,16387389;886;0;0;0;0F;NEW;3,085733;50,811122
346064,74099476;6557201,90636490;887;0;0;0;0G;NEW;3,108752;50,824716
347692,30102411;6563216,01675725;888;0;0;0;0H;NEW;3,123373;50,858923
350939,11578027;6563952,38175089;889;0;0;0;0I;NEW;3,152540;50,863109
342603,84078994;6566836,82888088;890;0;0;0;0J;NEW;3,077663;50,879505
345072,91506198;6574727,74518400;891;0;0;0;0K;NEW;3,099843;50,924329
347987,32362896;6578592,08501162;892;0;0;0;0R;NEW;3,126023;50,946264
348640,30928333;6578412,99213788;893;0;0;0;0P;NEW;3,131889;50,945247
347805,28182859;6578158,87309883;894;0;0;0;0Q;NEW;3,124388;50,943805
347633,60710847;6578242,24220798;895;0;0;0;0S;NEW;3,122846;50,944278
348257,91189981;6579493,88774951;896;0;0;0;0M;NEW;3,128454;50,951381
349860,70911139;6580553,76674109;897;0;0;0;0T;NEW;3,142852;50,957395
348397,61217921;6579603,95463631;898;0;0;0;0L;NEW;3,129709;50,952006
348436,36234978;6578935,29211628;899;0;0;0;0O;NEW;3,130057;50,948212
347712,99006970;6579102,77370125;900;0;0;0;0N;NEW;3,123559;50,949162
351092,60076576;6576819,75736501;901;0;0;0;0V;NEW;3,153918;50,936205
357316,35087060;6574224,60113491;902;0;0;0;0W;NEW;3,209827;50,921472
355066,56485053;6572204,18757753;903;0;0;0;0X;NEW;3,189617;50,909999
359554,65443061;6573995,07360638;904;0;0;0;0U;NEW;3,229934;50,920169
362065,27058275;6571168,70436960;905;0;0;0;WN;NEW;3,252488;50,904117
359684,76283872;6575295,77697995;906;0;0;0;YY;NEW;3,231103;50,927554
360053,83628027;6576590,19259436;907;0;0;0;0Y;NEW;3,234419;50,934902
359382,20517342;6582385,06935171;908;0;0;0;0Z;NEW;3,228385;50,967784
360736,42398430;6583607,51457909;909;0;0;0;00;NEW;3,240550;50,974717
374441,33109310;6585114,07015204;910;0;0;0;01;NEW;3,363664;50,983261
375526,66189811;6586041,68611411;911;0;0;0;02;NEW;3,373413;50,988521
377458,12409437;6585757,25846191;912;0;0;0;03;NEW;3,390764;50,986908
381103,29090863;6587762,13416620;913;0;0;0;04;NEW;3,423509;50,998274
381493,02799751;6585922,62337597;914;0;1;0;05;FIXNEW;3,427010;50,987846
380829,02204303;6581742,49308731;915;0;2;0;06;FIXNEW;3,421045;50,964139
380183,45044299;6581520,26365557;916;0;0;0;07;NEW;3,415246;50,962878
380049,59899973;6580138,10879735;917;0;0;0;08;NEW;3,414044;50,955037
378313,07001961;6575766,00536801;918;0;0;0;09;NEW;3,398444;50,930223
368369,29964286;6580118,67387246;919;0;0;0;1D;NEW;3,309118;50,954926
365194,05640527;6578544,12284087;920;0;0;0;1E;NEW;3,280594;50,945992
371523,87682974;6568842,29347426;921;0;0;0;1G;NEW;3,337456;50,890901
384166,97593702;6567521,97392631;922;0;0;0;1F;NEW;3,451031;50,883399
385074,51887925;6566293,80204041;923;0;4;0;1I;FIXNEW;3,459183;50,876419
373256,32600156;6565386,68239535;924;0;0;0;1J;NEW;3,353019;50,871263
386698,75215671;6553138,83700316;925;0;0;0;1K;NEW;3,473774;50,801592
387175,00310921;6552816,04469091;926;0;0;0;1L;NEW;3,478052;50,799754
390545,80151748;6553715,62982342;927;0;0;0;1M;NEW;3,508333;50,804875
385185,33246320;6551683,62575942;928;0;0;0;1N;NEW;3,460179;50,793307
385867,95882845;6547704,28446740;929;0;0;0;1O;NEW;3,466311;50,770644
384550,33119320;6547804,82633514;930;0;0;0;1P;NEW;3,454474;50,771217
383460,24567969;6545375,94647738;931;0;35;0;1Q;FIXNEW;3,444682;50,757379
379983,61372643;6552138,71000291;932;0;0;0;1R;NEW;3,413451;50,795898
376750,39892666;6551043,33281217;933;0;0;0;1S;NEW;3,384406;50,789661
376544,02351392;6552371,54380191;934;0;0;0;1T;NEW;3,382553;50,797224
372702,26583040;6554916,84055918;935;0;0;0;1V;NEW;3,348041;50,811712
373370,07549935;6555330,64972012;936;0;0;0;1U;NEW;3,354040;50,814067
371585,72193065;6555870,40079962;937;0;0;0;1X;NEW;3,338011;50,817139
372360,42348005;6557127,70331424;938;0;0;0;1Y;NEW;3,344971;50,824294
369979,16871754;6557838,90473664;939;0;0;0;1Z;NEW;3,323579;50,828340
364092,70694461;6558962,85698455;940;0;0;0;10;NEW;3,270700;50,834734
363988,72548665;6558861,25678135;941;0;0;0;11;NEW;3,269766;50,834156
377684,54634908;6559385,47924303;942;0;0;0;12;NEW;3,392798;50,837138
367816,06380427;6562223,39120465;943;0;0;0;13;NEW;3,304148;50,853279
367895,43896303;6562630,85035291;944;0;0;0;14;NEW;3,304861;50,855596
366519,60287802;6562562,05854865;945;0;0;0;15;NEW;3,292502;50,855204
365863,43489901;6561800,05702466;946;0;0;0;16;NEW;3,286607;50,850871
364365,89023726;6564049,01985592;947;0;0;0;17;NEW;3,273154;50,863659
363556,26361800;6565530,68948592;948;0;0;0;18;NEW;3,265881;50,872081
361360,21755925;6565509,52277692;949;0;0;0;19;NEW;3,246154;50,871961
383830,79804828;6545189,58853297;950;0;3;0;2A;EXT;3,448011;50,756317
376591,78357025;6540592,17933816;951;0;23;0;2C;FIXNEW;3,382982;50,730112
377166,90705727;6540272,54021091;952;0;42;0;2B;EXT;3,388148;50,728290
372806,73139104;6535342,70866954;953;0;47;0;2E;EXT;3,348980;50,700173
368456,97269152;6536176,94158801;954;0;35;0;2F;EXT;3,309905;50,704932
373546,11854510;6538096,69075312;955;0;95;0;2D;FIXNEW;3,355622;50,715882
367474,93485886;6544683,78279816;956;0;8;0;2G;EXT;3,301084;50,753435
366830,67315367;6546394,31746922;957;0;14;0;2H;FIXNEW;3,295296;50,763181
371183,70122543;6548666,35030886;958;6519;60;0;PC;IN;3,334400;50,776124
361392,51225578;6561035,94156085;959;0;0;0;2I;NEW;3,246444;50,846526
356714,66956677;6560580,85731735;960;0;0;0;2K;NEW;3,204422;50,843938
359455,75838228;6560051,68959235;961;0;0;0;2J;NEW;3,229046;50,840928
354940,08595572;6564170,63732636;962;0;0;0;2L;NEW;3,188481;50,864350
353073,18222191;6560195,52937615;963;0;0;0;2M;NEW;3,171710;50,841746
363248,51779548;6558451,07675114;964;0;0;0;2O;NEW;3,263117;50,831823
363694,73847958;6558182,78871456;965;0;0;0;2P;NEW;3,267125;50,830297
363939,47855239;6558358,07552347;966;0;0;0;2Q;NEW;3,269324;50,831294
363068,32345599;6558410,35311227;967;0;0;0;2R;NEW;3,261498;50,831591
363877,95007525;6558723,09123774;968;0;0;0;2S;NEW;3,268771;50,833370
364060,51294038;6558053,16489789;969;0;0;0;2T;NEW;3,270411;50,829559
365111,21697956;6557425,69411497;970;0;0;0;2U;NEW;3,279850;50,825989
362973,44998686;6552459,98857815;971;0;0;0;2W;NEW;3,260646;50,797727
363283,24230055;6557042,38880403;972;0;0;0;2V;NEW;3,263429;50,823808
367397,20989470;6554322,50936671;973;0;0;0;2X;NEW;3,300385;50,808330
361983,15337966;6546888,59741484;974;0;12;0;2Y;FIXNEW;3,251750;50,765997
362855,03752129;6544357,32087462;975;0;11;0;2Z;EXT;3,259582;50,751574
360014,38273727;6553582,41759896;976;0;0;0;20;NEW;3,234064;50,804117
357687,01458501;6552534,75036427;977;0;0;0;21;NEW;3,213157;50,798153
353496,34564621;6550643,32428283;978;0;0;0;22;NEW;3,175512;50,787383
351738,51471551;6552028,49505622;979;0;0;0;23;NEW;3,159721;50,795271
319691,94802028;6625564,52300151;980;0;0;0;24;NEW;2,871842;51,212063
319623,22828954;6625674,47457068;981;0;0;0;25;NEW;2,871224;51,212683
324471,57589078;6623904,08851609;982;0;0;0;26;NEW;2,914778;51,202694
326829,47813221;6626735,77694298;983;0;0;0;29;NEW;2,935959;51,218671
325797,60106845;6627172,34031611;984;0;0;0;3A;NEW;2,926690;51,221134
323321,09611544;6628263,74874893;985;0;0;0;3B;NEW;2,904443;51,227290
357650,92146339;6605824,13634412;986;0;0;0;45;NEW;3,212833;51,100547
327206,59732509;6627528,14811852;987;0;0;0;3C;NEW;2,939347;51,223141
327850,93565156;6628474,81908876;988;0;0;0;3D;NEW;2,945135;51,228481
328325,27723598;6629008,98753969;989;0;0;0;3E;NEW;2,949396;51,231494
329675,65507992;6628863,69372104;990;0;0;0;3F;NEW;2,961527;51,230674
330107,26318826;6630188,43147933;991;0;0;0;3G;NEW;2,965404;51,238145
329265,41370961;6631671,28309911;992;0;0;0;3H;NEW;2,957842;51,246506
329479,08108997;6627906,46385697;993;0;0;0;3I;NEW;2,959761;51,225275
332205,47686350;6633141,31467605;994;0;0;0;3J;NEW;2,984253;51,254794
343875,98917933;6638995,80089819;995;0;0;0;3K;NEW;3,089091;51,287784
344145,21007859;6636320,68529596;996;0;0;0;3L;NEW;3,091509;51,272712
345286,19388977;6634184,01149226;997;0;0;0;3M;NEW;3,101759;51,260671
348559,57815705;6632213,99824525;998;0;0;0;3N;NEW;3,131164;51,249566
351136,40676431;6633367,80209925;999;0;0;0;3O;NEW;3,154312;51,256070
349474,07454503;6629197,01483441;1000;0;0;0;3P;NEW;3,139379;51,232554
344762,84200902;6619855,96703577;1001;0;0;0;3Q;NEW;3,097057;51,179842
344911,93956165;6617783,84987607;1002;0;0;0;3R;NEW;3,098397;51,168141
351437,23907059;6624768,86384609;1003;0;0;0;3Z;NEW;3,157014;51,207574
351509,99963277;6624623,34272172;1004;0;0;0;30;NEW;3,157668;51,206752
352188,56443124;6618550,54847150;1005;0;0;0;31;NEW;3,163764;51,172471
354830,52710716;6618306,40300452;1006;0;0;0;32;NEW;3,187497;51,171092
351116,43113730;6625592,38111813;1007;0;0;0;33;NEW;3,154133;51,212220
350254,78405878;6619564,05599048;1008;0;0;0;3T;NEW;3,146392;51,178194
347651,27885177;6617939,51107473;1009;0;0;0;3S;NEW;3,123005;51,169020
341692,85026824;6617749,01069373;1010;0;0;0;3V;NEW;3,069479;51,167945
336766,29874847;6618156,46984199;1011;0;0;0;3X;NEW;3,025223;51,170246
336210,67263722;6619791,59811223;1012;0;0;0;3Y;NEW;3,020232;51,179479
337650,00884923;6616357,29957697;1013;0;0;0;3W;NEW;3,033162;51,160084
330676,63656915;6616107,53241077;1014;0;0;0;36;NEW;2,970519;51,158673
333995,04737264;6615138,62630630;1015;0;0;0;38;NEW;3,000329;51,153199
333967,26606708;6614777,46933398;1016;0;0;0;39;NEW;3,000079;51,151159
329713,02214192;6620185,82806737;1017;0;0;0;34;NEW;2,961862;51,181705
329723,87008028;6620116,24251153;1018;0;0;0;35;NEW;2,961960;51,181312
329739,21594431;6615193,39516583;1019;0;0;0;4B;NEW;2,962098;51,153509
329487,33210721;6615593,44596593;1020;0;0;0;4A;NEW;2,959835;51,155769
331795,82630753;6614106,22007481;1021;0;0;0;4C;NEW;2,980573;51,147366
338346,65815919;6607013,52047272;1022;0;0;0;4D;NEW;3,039420;51,107273
341970,71727933;6608896,40721911;1023;0;0;0;4E;NEW;3,071975;51,117920
341028,79872882;6611616,32932562;1024;0;0;0;4F;NEW;3,063514;51,133296
346426,30952385;6612558,24787613;1025;0;0;0;4G;NEW;3,112000;51,138619
344415,47216884;6615659,17074465;1026;0;0;0;4I;NEW;3,093937;51,156140
