XCoord;YCoord;NETWERKID;NETWERK;PID;STATUS;STARTCODE;ENDCODE
382167,34537491;6585195,10998871;219;FNW Zeeuws VL_OVL;7178-7178;NIV;#N/A;S5
385323,23525757;6587466,14099312;219;FNW Zeeuws VL_OVL;7178-7179;FIX;S5;S6
384698,30177744;6590501,75820335;219;FNW Zeeuws VL_OVL;7175-7179;FIX;S6;S2
382427,76193890;6597316,77678535;219;FNW Zeeuws VL_OVL;7177-7177;NIV;#N/A;S4
381232,64944136;6600511,47908402;219;FNW Zeeuws VL_OVL;7174-7177;FIX;S4;S1
378812,63684946;6601590,14872632;219;FNW Zeeuws VL_OVL;6211-7174;FIX;S1;G1
384866,28385244;6582052,74388743;219;FNW Zeeuws VL_OVL;7180-7180;NIV;#N/A;S7
385825,30372136;6581396,09112747;219;FNW Zeeuws VL_OVL;7180-7189;FIX;S7;TG
385193,84513326;6579738,33014490;219;FNW Zeeuws VL_OVL;7189-7210;FIX;TG;TY
383629,15382188;6577248,06844208;219;FNW Zeeuws VL_OVL;6411-7210;FIX;TY;ME
382837,12657461;6576037,20244573;219;FNW Zeeuws VL_OVL;6409-6411;FIX;ME;MC
382653,86480281;6575675,16640145;219;FNW Zeeuws VL_OVL;7184-7184;NIV;#N/A;TB
382507,18331417;6575161,76631093;219;FNW Zeeuws VL_OVL;7184-7185;FIX;TB;TC
382069,74047869;6573379,72624099;219;FNW Zeeuws VL_OVL;6416-7185;FIX;TC;MI
381749,16159459;6571721,61348051;219;FNW Zeeuws VL_OVL;6416-6417;FIX;MJ;MI
383752,29077510;6569741,39280202;219;FNW Zeeuws VL_OVL;6417-6418;FIX;MK;MJ
383440,94463433;6574241,35055780;219;FNW Zeeuws VL_OVL;7186-7186;NIV;#N/A;TD
385087,95912652;6574241,35754203;219;FNW Zeeuws VL_OVL;7182-7186;FIX;TD;S9
386050,03440466;6576025,39546906;219;FNW Zeeuws VL_OVL;7182-7183;FIX;S9;TA
386272,38717782;6578449,67721220;219;FNW Zeeuws VL_OVL;7183-7187;FIX;TA;TE
384160,88076548;6577701,29289822;219;FNW Zeeuws VL_OVL;7184-7187;FIX;TE;TB
387314,25819968;6581883,89092806;219;FNW Zeeuws VL_OVL;7188-7191;FIX;TF;TI
387723,67584363;6581324,06357856;219;FNW Zeeuws VL_OVL;7190-7191;FIX;TI;TH
386768,66978678;6580599,23591492;219;FNW Zeeuws VL_OVL;7187-7190;FIX;TH;TE
386935,48038922;6581712,47457020;219;FNW Zeeuws VL_OVL;7188-7189;FIX;TF;TG
390731,03361748;6551933,57152924;219;FNW Zeeuws VL_OVL;6485-7206;FIX;TX;OF
390485,17712481;6554032,99727890;219;FNW Zeeuws VL_OVL;6484-6485;FIX;OE;OF
389872,97563771;6556604,98287755;219;FNW Zeeuws VL_OVL;6484-6484;NIV;OE;#N/A
390829,20911478;6551826,07138128;219;FNW Zeeuws VL_OVL;7202-7206;FIX;TX;TT
391791,48070940;6551856,35210730;219;FNW Zeeuws VL_OVL;7202-7203;FIX;TT;TU
390146,86335521;6549176,07545144;219;FNW Zeeuws VL_OVL;7203-7204;FIX;TU;TV
386778,76413176;6547111,77546375;219;FNW Zeeuws VL_OVL;7204-7205;FIX;TV;TW
387473,05374749;6549290,42034118;219;FNW Zeeuws VL_OVL;6489-7205;FIX;TW;OK
389227,46065657;6551461,88206650;219;FNW Zeeuws VL_OVL;6486-6489;FIX;OG;OK
390023,71302171;6552040,33192494;219;FNW Zeeuws VL_OVL;6486-6486;NIV;OG;#N/A
383468,48943450;6625721,57444703;219;FNW Zeeuws VL_OVL;7163-7166;FIX;SQ;ST
382644,11991755;6624030,45357262;219;FNW Zeeuws VL_OVL;7165-7166;FIX;ST;SS
375603,13781086;6610296,82445481;219;FNW Zeeuws VL_OVL;6164-6164;NIV;#N/A;FQ
375514,14530574;6610222,05776193;219;FNW Zeeuws VL_OVL;6164-6164;NIV;#N/A;FQ
379010,04128416;6608426,80902338;219;FNW Zeeuws VL_OVL;7170-7171;FIX;SY;SX
379706,67296800;6611084,76879810;219;FNW Zeeuws VL_OVL;7169-7170;FIX;SX;SW
381385,47884280;6615297,48386572;219;FNW Zeeuws VL_OVL;7168-7169;FIX;SW;SV
381164,83739226;6581960,03608627;219;FNW Zeeuws VL_OVL;6367-6368;FIX;L9;K8
381463,68008179;6579251,44166516;219;FNW Zeeuws VL_OVL;6368-6411;FIX;ME;L9
384371,19760762;6577997,63169883;219;FNW Zeeuws VL_OVL;7211-7211;NIV;#N/A;TZ
384176,34047519;6578161,20203969;219;FNW Zeeuws VL_OVL;7211-7211;NIV;#N/A;TZ
390033,30924632;6551911,12058243;219;FNW Zeeuws VL_OVL;6486-6486;NIV;OG;#N/A
380594,60765586;6602915,31975497;219;FNW Zeeuws VL_OVL;7173-7174;FIX;S1;S0
377822,16622073;6604104,93363668;219;FNW Zeeuws VL_OVL;7172-7173;FIX;S0;SZ
374026,45233395;6606366,49795587;219;FNW Zeeuws VL_OVL;6182-7172;FIX;SZ;F8
390029,75399921;6552007,24670465;219;FNW Zeeuws VL_OVL;-;NIV;#N/A;#N/A
379795,17775806;6628200,62352099;219;FNW Zeeuws VL_OVL;6148-7164;FIX;FA;SR
376479,24138029;6626932,57076970;219;FNW Zeeuws VL_OVL;6147-6148;FIX;FA;E9
376362,43913354;6611611,36404534;219;FNW Zeeuws VL_OVL;6158-6158;NIV;FK;#N/A
385169,07982286;6584216,77914107;219;FNW Zeeuws VL_OVL;7178-7181;FIX;S8;S5
385388,24323133;6582626,35153755;219;FNW Zeeuws VL_OVL;7180-7181;FIX;S7;S8
379254,94789087;6593488,35660073;219;FNW Zeeuws VL_OVL;6210-6337;FIX;KH;G0
385350,56557114;6571695,14949157;219;FNW Zeeuws VL_OVL;7186-7195;FIX;TM;TD
388107,60696780;6569373,11424151;219;FNW Zeeuws VL_OVL;7194-7195;FIX;TL;TM
389144,56392621;6568326,55293055;219;FNW Zeeuws VL_OVL;7193-7194;FIX;TK;TL
387478,75773376;6566830,25955291;219;FNW Zeeuws VL_OVL;7192-7193;FIX;TJ;TK
388950,50156577;6563620,12574231;219;FNW Zeeuws VL_OVL;7196-7199;FIX;TQ;TN
392142,23030389;6562049,78354376;219;FNW Zeeuws VL_OVL;7199-7200;FIX;TR;TQ
394251,20024608;6560825,47828250;219;FNW Zeeuws VL_OVL;7198-7200;FIX;TP;TR
392486,11182637;6558853,56047943;219;FNW Zeeuws VL_OVL;7197-7198;FIX;TO;TP
375532,70597165;6628587,92318219;219;FNW Zeeuws VL_OVL;6148-6150;FIX;FC;FA
376610,48788937;6630168,14656863;219;FNW Zeeuws VL_OVL;6149-6150;FIX;FC;FB
375175,01920281;6631209,06952599;219;FNW Zeeuws VL_OVL;6096-6149;FIX;FB;DY
372004,87563459;6632253,79724389;219;FNW Zeeuws VL_OVL;6063-6096;FIX;DY;C1
373620,58968400;6637010,85530135;219;FNW Zeeuws VL_OVL;6063-6066;FIX;C4;C1
373932,93113330;6641401,82000687;219;FNW Zeeuws VL_OVL;6066-6067;FIX;C5;C4
375000,34245642;6642012,39858116;219;FNW Zeeuws VL_OVL;6067-7162;FIX;C5;SP
376790,18416042;6641977,84501729;219;FNW Zeeuws VL_OVL;7161-7162;FIX;SP;SO
379217,73038554;6638934,78210405;219;FNW Zeeuws VL_OVL;7160-7161;FIX;SO;SN
380962,81372315;6632710,81509191;219;FNW Zeeuws VL_OVL;7159-7160;FIX;SN;SM
383737,46124253;6629374,30620876;219;FNW Zeeuws VL_OVL;7158-7159;FIX;SM;SL
383530,51725126;6629239,51610227;219;FNW Zeeuws VL_OVL;7157-7158;FIX;SL;SK
380738,28914371;6630388,90572933;219;FNW Zeeuws VL_OVL;6149-7157;FIX;SK;FB
376402,67478676;6642522,19486900;219;FNW Zeeuws VL_OVL;7156-7162;FIX;SP;SJ
375478,71496905;6643949,80552576;219;FNW Zeeuws VL_OVL;5998-7156;FIX;SJ;BA
374903,91813374;6646460,86046092;219;FNW Zeeuws VL_OVL;5998-5999;FIX;BA;BB
374324,94744902;6647541,21407883;219;FNW Zeeuws VL_OVL;5999-6002;FIX;BB;BD
372129,36539941;6648744,01364504;219;FNW Zeeuws VL_OVL;5994-6002;FIX;BD;A6
370362,91879088;6649991,18175955;219;FNW Zeeuws VL_OVL;5994-6001;FIX;BC;A6
373185,70328839;6650907,73851469;219;FNW Zeeuws VL_OVL;6001-7152;FIX;SF;BC
376192,65167189;6650889,74770375;219;FNW Zeeuws VL_OVL;7152-7153;FIX;SG;SF
375724,98632216;6648672,68406401;219;FNW Zeeuws VL_OVL;5999-7153;FIX;SG;BB
376864,41887684;6643059,73165568;219;FNW Zeeuws VL_OVL;7155-7156;FIX;SJ;SI
377785,19131683;6645850,96495362;219;FNW Zeeuws VL_OVL;7154-7155;FIX;SI;SH
377103,58515405;6649004,95774074;219;FNW Zeeuws VL_OVL;7153-7154;FIX;SH;SG
383782,59784648;6630191,39293905;219;FNW Zeeuws VL_OVL;7159-7159;NIV;#N/A;SM
386341,82210052;6548508,71966574;219;FNW Zeeuws VL_OVL;6488-6488;NIV;#N/A;OJ
385898,18094845;6548386,52703127;219;FNW Zeeuws VL_OVL;6487-6488;FIX;OJ;OI
386087,43061428;6547981,23178858;219;FNW Zeeuws VL_OVL;6487-6487;NIV;#N/A;OI
365746,78899241;6573022,80503276;126;Fietsnetwerk Leiestreek;6362-6391;FIX;K3;LU
346802,33076415;6552989,91068267;126;Fietsnetwerk Leiestreek;6440-6446;FIX;M6; MC
376808,83672443;6540665,70563401;126;Fietsnetwerk Leiestreek;6541-6542;FIX;PZ;PY
385636,82380824;6547457,25183852;126;Fietsnetwerk Leiestreek;6488-6524;FIX;OJ;PH
359963,05370966;6573909,43552963;126;Fietsnetwerk Leiestreek;6379-6387;FIX;LI;LQ
359792,46369352;6574926,79206997;126;Fietsnetwerk Leiestreek;6385-6385;NIV;LO;#N/A
362677,67931829;6613141,79177403;125;Fietsnetwerk Brugse Ommeland;6128-6132;FIX;ER;EV
364988,22386918;6614850,93393735;125;Fietsnetwerk Brugse Ommeland;6129-6129;NIV;#N/A;ES
368115,43140826;6586560,15090260;125;Fietsnetwerk Brugse Ommeland;6199-6199;NIV;GP;#N/A
370101,41619239;6587640,95758951;125;Fietsnetwerk Brugse Ommeland;6332-6332;NIV;KC;#N/A
346448,71532256;6597286,36551409;125;Fietsnetwerk Brugse Ommeland;6123-6190;FIX;EN;GG
303674,28306231;6599533,07198245;127;Fietsnetwerk Westhoek;6247-6247;DEL;H0;H2
315155,03987450;6581358,70733227;127;Fietsnetwerk Westhoek;6306-6316;FIX;JM;JW
315390,29057642;6577243,41357831;127;Fietsnetwerk Westhoek;6306-6575;FIX;JM;QU
318703,97292038;6560449,93712450;127;Fietsnetwerk Westhoek;6610-6611;FIX;RQ;RR
304954,41154202;6599689,71767661;127;Fietsnetwerk Westhoek;6249-6249;NIV;H2;#N/A
376640,24428491;6609411,19205540;219;FNW Zeeuws VL_OVL;6164-7171;FIX;FQ;SY
376563,72498583;6607114,35834656;219;FNW Zeeuws VL_OVL;7172-7172;NIV;SZ;#N/A
288914,05798877;6605492,59246347;0; ; ;NEW;T1;T2
289687,75449199;6602253,78882115;0; ; ;NEW;T1;EK
287377,92776246;6600895,35969241;0; ; ;NEW;EK;T5
286628,32019773;6594542,55112524;0; ; ;NEW;T7;T8
291538,79488711;6601096,86464139;0; ; ;NEW;EK;T4
292034,35867893;6603701,71007397;0; ; ;NEW;T3;T4
290649,19654412;6606811,91489170;0; ; ;NEW;T2;T3
292420,63236258;6607674,44688364;0; ; ;NEW;T3;EP
286617,45491981;6602039,69636799;0; ; ;NEW;T1;T5
285179,41496652;6599350,96507931;0; ; ;NEW;T5;T6
285598,25206234;6596421,50764695;0; ; ;NEW;T6;T7
287684,11575115;6593657,76794900;0; ; ;NEW;T8;T9
290780,83140904;6595322,00065049;0; ; ;NEW;T8;UA
294481,85505593;6595076,78136209;0; ; ;NEW;HP;UA
294916,43793729;6600644,44023930;0; ; ;NEW;T4;UB
296573,97838212;6600917,65968244;0; ; ;NEW;UB;EM
296876,22051680;6600957,55375433;0; ; ;NEW;EM;UC
297053,86384476;6601036,23298639;0; ; ;NEW;UC;UD
296388,00874310;6600485,02762252;0; ; ;NEW;FH;UB
296411,48721011;6600323,76097674;0; ; ;NEW; ; 
296100,66956150;6605589,97808950;0; ; ;NEW;EO;UE
293986,70186978;6608151,38878888;0; ; ;NEW;UE;EP
293650,01716726;6592732,52832082;0; ; ;NEW;UA;HW
289116,18761257;6589320,24676732;0; ; ;NEW;UF;HX
289449,47315399;6587577,32649100;0; ; ;NEW;UF;UG
291417,83770928;6585828,20608512;0; ; ;NEW;UG;I9
292520,11155574;6585822,73943403;0; ; ;NEW;I9;UH
294771,08552702;6586847,95102242;0; ; ;NEW;UH;JA
300551,96319037;6599171,37010846;0; ; ;NEW;HZ;UI
299451,76413104;6600584,05933870;0; ; ;NEW;UD;UI
302175,58990873;6599932,78203811;0; ; ;NEW;UI;H0
299531,21081463;6601345,54417471;0; ; ;NEW;H1;UD
315797,39577995;6597942,33456767;0; ; ;NEW;IR;UJ
316857,93301903;6596814,89117158;0; ; ;NEW;UJ;IB
316752,31980769;6599578,30068791;0; ; ;NEW;UJ;UK
315110,70402275;6601508,79510278;0; ; ;NEW;UK;IT
305473,49719863;6601992,68401070;0; ; ;NEW;HB;UM
305200,42371097;6599719,06004104;0; ; ;NEW;UM;H2
303705,49712786;6599744,66695169;0; ; ;NEW;H2;UN
302023,52784333;6600421,53114579;0; ; ;NEW;H1;UN
302441,74422786;6599888,79958690;0; ; ;NEW;UN;H0
301115,70239452;6596804,83254363;0; ; ;NEW;HZ;HY
310056,54144717;6600162,63914198;0; ; ;NEW;IK;UL
308410,58518197;6597513,27762201;0; ; ;NEW;IJ;UL
306990,88300675;6599352,79657542;0; ; ;NEW;UM;UL
310403,33669213;6597994,94159430;0; ; ;NEW;UL;UO
312916,91466183;6596403,70324659;0; ; ;NEW;UO;IM
310013,60089196;6595754,29989719;0; ; ;NEW;UO;UP
308661,69010086;6595050,00189984;0; ; ;NEW;UP;UQ
308726,21008601;6594886,05204734;0; ; ;NEW;UP;UR
308239,59836317;6595472,17110866;0; ; ;NEW;IJ;UQ
302604,26169482;6592040,19168805;0; ; ;NEW;H7;US
301757,30699529;6593156,39725516;0; ; ;NEW;US;HS
301749,55743758;6592317,52650995;0; ; ;NEW;US;UT
300414,76226611;6592643,55982732;0; ; ;NEW;HT;UT
301409,52592297;6591178,07319144;0; ; ;NEW;UT;H9
302810,30434304;6590242,31516471;0; ; ;NEW;H8;UU
301678,48626207;6589999,62173836;0; ; ;NEW;UU;H9
300990,63208250;6589948,98544610;0; ; ;NEW;H9;UV
302844,84558517;6587877,45464279;0; ; ;NEW;UU;UW
303075,78558303;6585860,08332159;0; ; ;NEW;UW;UX
303983,13407324;6587437,21150621;0; ; ;NEW;UY;UW
300732,35759285;6588303,02959958;0; ; ;NEW;UV;UZ
301709,30092136;6585930,60408468;0; ; ;NEW;UX;UZ
300539,16032271;6586394,10469211;0; ; ;NEW;UZ;U0
298798,89353791;6586714,93542395;0; ; ;NEW;U0;JB
299589,01356292;6585421,46009333;0; ; ;NEW;U0;JC
296719,62317478;6587398,73478764;0; ; ;NEW;JB;U1
296033,82583240;6587596,99769315;0; ; ;NEW;U1;JA
298401,75922401;6588741,06963060;0; ; ;NEW;U1;UV
308231,50829829;6594462,30860637;0; ; ;NEW;II;UQ
308637,37239864;6594294,77432792;0; ; ;NEW;IH;UR
307035,20139521;6586727,94209779;0; ; ;NEW;JQ;U2
305595,20954680;6584589,01505037;0; ; ;NEW;U2;JP
303907,21935842;6590199,97522288;0; ; ;NEW;H8; 
304766,84181950;6587103,02192994;0; ; ;NEW;UY;JP
311395,85258022;6594714,41696262;0; ; ;NEW;UO;UG
309913,22456167;6594110,25408791;0; ; ;NEW;UR;IG
307191,39368035;6583939,08793078;0; ; ;NEW;U2;U3
309023,54226928;6582196,52973636;0; ; ;NEW;U3;U4
309953,94406154;6579917,77980752;0; ; ;NEW;U4;VG
311156,95159349;6582521,26737482;0; ; ;NEW;U4;U6
312506,72345004;6579849,19395148;0; ; ;NEW;VG;JM
312345,76841018;6584833,42227719;0; ; ;NEW;U6;JO
312123,58565406;6585016,72295604;0; ; ;NEW;JO;U5
312473,08252702;6585841,87703072;0; ; ;NEW;U5;JR
310268,67560262;6584136,47365713;0; ; ;NEW;U3;U5
312703,44344806;6586986,26837700;0; ; ;NEW;JR;U7
312841,98084611;6588545,11593110;0; ; ;NEW;U7;J5
311564,24575470;6589415,58654822;0; ; ;NEW;U7;U8
312587,97050153;6590682,02349854;0; ; ;NEW;JS;U8
311390,95757642;6592419,90233544;0; ; ;NEW;U8;IG
313948,96490718;6593417,41675230;0; ; ;NEW;U8;IF
316305,06913329;6594226,34004621;0; ; ;NEW; ; 
315152,29814515;6595530,29625216;0; ; ;NEW;VH;IM
316345,40943310;6595169,23692509;0; ; ;NEW;VH;VI
316386,95392339;6592114,03728907;0; ; ;NEW;IT;U9
317643,74520892;6592662,16997521;0; ; ;NEW;JT;VJ
316843,06417117;6590902,49365989;0; ; ;NEW; ; 
315466,49039485;6590079,83327729;0; ; ;NEW; ; 
314218,55193506;6590179,27413407;0; ; ;NEW;U9;JS
314136,01962073;6587270,42221586;0; ; ;NEW;VA;JO
317854,44397720;6590227,39686327;0; ; ;NEW;VJ;VB
319795,42256384;6589401,37574685;0; ; ;NEW; ; 
318298,53645157;6588049,68621339;0; ; ;NEW;VB;J2
319092,92682287;6586855,43019865;0; ; ;NEW;J2;VC
320653,18946857;6586733,24369512;0; ; ;NEW;J1;VC
320664,17859635;6601694,97048870;0; ; ;NEW;IW;VF
321797,05134590;6602600,28192047;0; ; ;NEW;VF;I3
316722,08247490;6602335,44012978;0; ; ;NEW;UK;IU
311053,57100157;6608097,22938761;0; ; ;NEW;VL;G8
314124,49158884;6607433,59433343;0; ; ;NEW;G9;VK
312430,16521461;6609677,18478177;0; ; ;NEW;VK;G8
307373,92946069;6608939,73525069;0; ; ;NEW;G3;VL
308977,96778554;6605953,16520912;0; ; ;NEW;VL;HA
319399,94979798;6605076,70621151;0; ; ;NEW;VF;VM
320774,47596581;6606670,66691791;0; ; ;NEW;VM;I4
317634,30396926;6608948,78425881;0; ; ;NEW;VM;HM
323873,56868054;6581989,48500995;0; ; ;NEW;JY;VE
323122,37175367;6583554,02788707;0; ; ;NEW;J0;VE
325018,74130809;6584975,13035243;0; ; ;NEW;J9;VE
322249,20676752;6583611,39367601;0; ; ;NEW;JO;VD
320202,22642132;6584203,00941784;0; ; ;NEW;VD;VC
319563,93768310;6582002,91929452;0; ; ;NEW;JV;VD
333899,82880649;6585951,97267892;0; ; ;NEW;NO;VN
333430,17227883;6588785,50184790;0; ; ;NEW;VN;VO
331398,28303389;6590482,02485199;0; ; ;NEW;VP;VO
333967,83569863;6591900,07420779;0; ; ;NEW;VO;NO
336212,47439708;6587724,36129019;0; ; ;NEW;VN;VQ
335975,85837034;6586813,78372643;0; ; ;NEW;VN;VR
336897,41187365;6587196,37954083;0; ; ;NEW;VR;VQ
336316,32251534;6585596,95099459;0; ; ;NEW;NK;VR
337617,20629358;6590529,30379189;0; ; ;NEW;VQ;VS
339757,47672919;6592844,64121920;0; ; ;NEW;VS;VT
338017,54556187;6593577,93260275;0; ; ;NEW;D7;VS
333248,75218059;6594009,47542226;0; ; ;NEW;VX;NO
330768,64074920;6593870,98740763;0; ; ;NEW;NP;VX
330557,81746148;6591964,09499004;0; ; ;NEW;NP;VP
329822,91360441;6590106,09839064;0; ; ;NEW;J6;VP
338668,59441058;6585895,10417041;0; ; ;NEW;VR;VW
339871,42931056;6584032,62274619;0; ; ;NEW;KN;VW
341127,78043349;6585063,03614312;0; ; ;NEW;VW;KM
336681,73423341;6583308,45675527;0; ; ;NEW;KR;VY
335743,41291568;6584386,77893987;0; ; ;NEW;VY;NX
338806,33233466;6588761,92802932;0; ; ;NEW;VQ;VV
341201,17920670;6589444,25368544;0; ; ;NEW;VU;VV
341170,11125393;6591250,67856631;0; ; ;NEW;VU;VT
339287,25391815;6597540,92562536;0; ; ;NEW;D3;D7
335369,37702800;6600856,07426059;0; ; ;NEW;D4;VZ
334621,73140245;6601998,96480161;0; ; ;NEW;VZ;BM
337152,24061956;6601690,96513397;0; ; ;NEW;D4;V0
339527,89034590;6601892,04272136;0; ; ;NEW;V0;D2
337385,86446127;6603612,34845488;0; ; ;NEW; ; 
335645,68299776;6604574,97131239;0; ; ;NEW;V1;V2
334908,77696031;6604622,19828769;0; ; ;NEW;V2;V3
333605,17028338;6604233,04635714;0; ; ;NEW;V3;V4
334836,00434866;6603504,12220213;0; ; ;NEW;BM;V2
333270,55004449;6603220,33081296;0; ; ;NEW;BM;V4
332159,96192295;6603931,88081127;0; ; ;NEW;V4;V5
331341,75943846;6603778,49055175;0; ; ;NEW;V5;BL
331507,46612984;6602007,07873668;0; ; ;NEW;V5;V6
333471,24294073;6600658,04271712;0; ; ;NEW;V6;VZ
329614,37828303;6600347,67679009;0; ; ;NEW;V7;V6
329413,89306573;6602794,65705078;0; ; ;NEW;V7;BL
326818,61393891;6601451,56169818;0; ; ;NEW;V7;I8
331849,51661510;6598884,44327551;0; ; ;NEW;V6;V8
328949,70846370;6597113,88628021;0; ; ;NEW;V8;NS
331424,13275870;6595668,61672422;0; ; ;NEW;NQ;V9
333380,66583839;6597728,15462192;0; ; ;NEW;V9;WA
334216,36313400;6598954,63960618;0; ; ;NEW;WA;D5
332630,81459791;6597760,02678097;0; ; ;NEW;V8;V9
332967,38707239;6596118,76877948;0; ; ;NEW;WA;VX
327643,64056233;6604409,96561994;0; ; ;NEW;V7;WB
329625,87523488;6605550,42260136;0; ; ;NEW;BL;WB
327964,13033444;6607425,30044782;0; ; ;NEW;WB;BK
330476,66654810;6609718,22059398;0; ; ;NEW;WC;WD
328494,66278951;6608462,72939467;0; ; ;NEW;BK;WC
327555,98110304;6610780,86488947;0; ; ;NEW;BJ;WC
332037,62010505;6611279,32702070;0; ; ;NEW;WD;BH
332154,52369491;6609671,07334293;0; ; ;NEW;WD;WE
334113,90488828;6609491,99307878;0; ; ;NEW;WE;WF
332709,06210114;6606777,57517428;0; ; ;NEW;WE;V3
342389,69888249;6594209,54007397;0; ; ;NEW;VT;SC
345355,01290152;6588985,33422170;0; ; ;NEW;GN;WG
344880,76073828;6592382,95539409;0; ; ;NEW;GF;WG
343229,90906996;6590198,48841849;0; ; ;NEW;VU;WG
342067,41712254;6585152,84109570;0; ; ;NEW;KM;WH
342131,49815135;6587204,10765376;0; ; ;NEW;VV;WH
344766,68884716;6587244,27838652;0; ; ;NEW;GN;WO
346164,04839129;6587440,85944434;0; ; ;NEW;WO;GM
345678,07062319;6586227,06524142;0; ; ;NEW;WO;WK
347012,11818801;6585206,97189775;0; ; ;NEW;WK;WL
348299,10065927;6585970,99351531;0; ; ;NEW;WL;GM
348380,45734864;6584523,35488679;0; ; ;NEW;WL;WP
345968,21418155;6584227,82685452;0; ; ;NEW;WK;WJ
344221,37556728;6582834,64372105;0; ; ;NEW;WI;WM
343100,06265609;6584489,29561169;0; ; ;NEW;WH;WI
344595,70537236;6584218,32795167;0; ; ;NEW;WI;WJ
344583,19864859;6585815,87590667;0; ; ;NEW;GN;WJ
342740,17026596;6582903,47611925;0; ; ;NEW;KM;WM
344331,13095699;6580787,44046810;0; ; ;NEW;WM;KP
341402,65042323;6577270,38694378;0; ; ;NEW;SB;WQ
343222,56961346;6578676,10397737;0; ; ;NEW;WQ;KP
342394,97700738;6576073,36916416;0; ; ;NEW;WQ;WR
343184,48556807;6575407,93074419;0; ; ;NEW;WR;KQ
333994,14412541;6582329,08318611;0; ; ;NEW;ON;VY
